ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1049	"FBgn0250823"	"gish"	chr3R	+	16301804	16302372	16301822	16302372	16301244	16301351	1049	173,179,158	341,383,277	429,475,485	234,170,242	92	74	0.0	0.0	0.29,0.273,0.315	0.596,0.692,0.617	-0.342
1155	"FBgn0052016"	"4E-T"	chr4	-	953512	953899	953512	953806	954019	954226	1155	257,375,275	5,18,6	292,230,252	47,43,54	167	74	0.0	0.0	0.958,0.902,0.953	0.734,0.703,0.674	0.234
143	"FBgn0039187"	"CG6454"	chr3R	+	24350726	24352351	24352052	24352351	24349889	24350235	143	92,83,52	65,84,79	394,410,289	62,67,57	1400	74	0.0	0.0	0.07,0.05,0.034	0.251,0.244,0.211	-0.184
1472	"FBgn0033212"	"CG1399"	chr2R	-	7677069	7678404	7677069	7677734	7678569	7678626	1472	3141,4339,3192	10,13,10	2770,2844,2936	110,98,84	744	74	0.0	0.0	0.969,0.971,0.969	0.715,0.743,0.777	0.225
1628	"FBgn0262582"	"cic"	chr3R	+	20297096	20298532	20298383	20298532	20296199	20296499	1628	13,25,11	63,58,68	507,510,361	52,58,40	1361	74	0.0	0.0	0.011,0.023,0.009	0.346,0.323,0.329	-0.318
1630	"FBgn0027549"	"CG7927"	chr3L	+	8112781	8113320	8113011	8113320	8112493	8112714	1630	9,18,26	154,201,184	274,192,306	176,159,174	304	74	0.0	0.0	0.014,0.021,0.033	0.275,0.227,0.3	-0.245
1863	"FBgn0052423"	"shep"	chr3L	-	5162455	5162631	5162455	5162610	5162966	5163149	1863	67,82,50	329,424,277	164,141,164	291,266,289	95	74	0.0	0.0	0.137,0.131,0.123	0.305,0.292,0.307	-0.171
1887	"FBgn0036240"	"CG6928"	chr3L	+	12007493	12008051	12007615	12008051	12007220	12007400	1887	8,12,10	36,47,55	86,77,78	27,28,33	196	74	0.0	0.0	0.077,0.088,0.064	0.546,0.509,0.472	-0.433
2252	"FBgn0033463"	"CG1513"	chr2R	-	9883896	9884206	9883896	9884002	9884621	9884708	2252	403,583,417	9,11,10	377,266,376	78,76,77	278	74	0.0	0.0	0.923,0.934,0.917	0.563,0.482,0.565	0.388
568	"FBgn0051151"	"wge"	chr3R	-	22714533	22716664	22714533	22716631	22716933	22717050	568	10,39,19	52,73,46	68,43,51	12,16,7	107	74	0.0	0.0	0.117,0.27,0.222	0.797,0.65,0.834	-0.557
569	"FBgn0051151"	"wge"	chr3R	-	22714533	22716667	22714533	22716631	22716933	22717050	569	4,8,7	52,73,46	26,23,10	12,16,7	110	74	0.0	0.0	0.049,0.069,0.093	0.593,0.492,0.49	-0.455
618	"FBgn0004587"	"B52"	chr3R	+	13662954	13663051	13662969	13663051	13662296	13662404	618	58,69,57	638,717,581	226,212,252	517,450,528	89	74	0.0	0.0	0.07,0.074,0.075	0.267,0.281,0.284	-0.204
628	"FBgn0020236"	"ATPCL"	chr2R	-	15996166	15996365	15996166	15996314	15996894	15997218	628	680,808,599	1,7,2	521,500,470	55,59,55	125	74	0.0	0.0	0.998,0.986,0.994	0.849,0.834,0.835	0.153
821	"FBgn0032006"	"Pvr"	chr2L	-	8220979	8222114	8220979	8221967	8222225	8222376	821	2013,2423,1819	59,59,75	1685,1409,1763	2,9,15	221	74	0.0	0.0	0.92,0.932,0.89	0.996,0.981,0.975	-0.07
2063	"FBgn0024806"	"DIP2"	chr3L	-	252834	252995	252834	252944	253313	254636	2063	39,80,44	52,75,42	144,123,91	40,26,20	125	74	3.33066907388e-16	3.41948691585e-14	0.307,0.387,0.383	0.681,0.737,0.729	-0.357
2101	"FBgn0039690"	"CG1969"	chr3R	+	29741697	29741904	29741767	29741904	29741149	29741369	2101	99,144,130	12,15,22	95,89,113	54,55,66	144	74	5.55111512313e-16	5.34294830601e-14	0.809,0.831,0.752	0.475,0.454,0.468	0.332
1050	"FBgn0034858"	"eIF2B-delta"	chr2R	+	23386941	23387612	23387006	23387612	23386520	23386622	1050	63,95,81	19,15,22	50,70,51	87,69,79	139	74	6.66133814775e-16	6.03438867502e-14	0.638,0.771,0.662	0.234,0.351,0.256	0.41
2250	"FBgn0011642"	"Zyx"	chr4	-	1059100	1059351	1059100	1059288	1059418	1059836	2250	77,98,94	72,99,74	278,171,185	79,50,53	137	74	2.10942374679e-15	1.80472920559e-13	0.366,0.348,0.407	0.655,0.649,0.653	-0.279
1743	"FBgn0266186"	"Vamp7"	chr2R	-	9841846	9842225	9841846	9842167	9842300	9842502	1743	27,78,49	322,345,243	140,112,131	305,265,255	132	74	1.05471187339e-14	8.54871728958e-13	0.045,0.112,0.102	0.205,0.192,0.224	-0.121
1957	"FBgn0034418"	"CG15118"	chr2R	-	19133726	19134726	19133726	19134431	19134882	19135625	1957	8,9,7	68,95,78	50,52,58	91,103,109	369	74	1.49880108324e-14	1.15407683409e-12	0.023,0.019,0.018	0.099,0.092,0.096	-0.076
580	"FBgn0041775"	"tral"	chr3L	+	12517415	12517957	12517427	12517957	12516558	12517059	580	76,87,60	171,209,147	147,114,125	120,105,98	86	74	1.72084568817e-14	1.20459198172e-12	0.277,0.264,0.26	0.513,0.483,0.523	-0.239
608	"FBgn0028325"	"l(1)G0334"	chrX	+	4702691	4702892	4702823	4702892	4702324	4702591	608	23,36,22	170,264,159	95,70,75	190,164,171	206	74	1.69864122768e-14	1.20459198172e-12	0.046,0.047,0.047	0.152,0.133,0.136	-0.094
1859	"FBgn0267698"	"Pak"	chr3R	+	6357874	6359022	6358282	6359022	6356749	6357340	1859	30,50,39	99,126,104	179,164,155	167,156,135	482	74	2.10942374679e-14	1.41239676959e-12	0.044,0.057,0.054	0.141,0.139,0.15	-0.092
619	"FBgn0004587"	"B52"	chr3R	+	13666355	13666891	13666418	13666891	13666083	13666248	619	88,129,109	1279,1357,1131	217,175,253	1119,958,1187	137	74	2.65343302885e-14	1.70261952685e-12	0.036,0.049,0.049	0.095,0.09,0.103	-0.051
136	"FBgn0261983"	"l(2)gd1"	chr2L	+	11110104	11110249	11110158	11110249	11109355	11109507	136	17,31,30	85,115,97	88,72,88	79,89,101	128	74	6.56141807553e-14	4.04183353453e-12	0.104,0.135,0.152	0.392,0.319,0.335	-0.218
1468	"FBgn0033636"	"tou"	chr2R	-	11581627	11582145	11581627	11581749	11583014	11587025	1468	54,91,56	47,59,50	271,256,203	49,50,63	470	74	2.7908786393e-12	1.59183448316e-10	0.153,0.195,0.15	0.465,0.446,0.337	-0.25
2206	"FBgn0010909"	"msn"	chr3L	-	2564396	2564755	2564396	2564695	2565600	2565621	2206	170,186,128	101,131,107	238,231,175	62,62,48	134	74	2.71460631751e-12	1.59183448316e-10	0.482,0.439,0.398	0.679,0.673,0.668	-0.234
615	"FBgn0039560"	"CG5514"	chr3R	+	27942434	27942778	27942587	27942778	27939706	27942133	615	22,40,28	52,31,34	98,91,111	18,25,31	227	74	3.74422715055e-12	2.0593249328e-10	0.121,0.296,0.212	0.64,0.543,0.539	-0.364
2423	"FBgn0014163"	"fax"	chr3L	-	16405501	16405845	16405501	16405836	16407020	16407359	2423	381,537,403	113,176,135	569,549,429	67,65,80	83	74	3.99735800016e-12	2.12273493802e-10	0.75,0.731,0.727	0.883,0.883,0.827	-0.128
