target_id	length	eff_length	est_counts	tpm
FBtr0302391	2612	2534.26	0	0
FBtr0299728	3946	3829.75	412.947	3.25193
FBtr0333191	4111	3899.73	0	0
FBtr0077629	1785	1614.74	1117.59	20.8737
FBtr0077628	998	807.53	14	0.522862
FBtr0077623	619	444.705	3.52379	0.238977
FBtr0077622	415	237.989	68.5063	8.68143
FBtr0077621	391	218.922	13722.4	1890.42
FBtr0077627	2889	2721.87	1038.21	11.5036
FBtr0077626	2998	2825.77	2629.04	28.0593
FBtr0077625	3088	2909.11	283.758	2.94175
FBtr0072052	1410	1192	239894	6069.62
FBtr0072051	788	608.811	0	0
FBtr0072050	1249	1069.72	0	0
FBtr0072057	870	685.023	104	4.57874
FBtr0072056	1052	900.538	1	0.03349
FBtr0072059	1221	976.271	5	0.15446
FBtr0072058	3845	3754.51	1498.45	12.0367
FBtr0088225	1139	941.434	6861.31	219.804
FBtr0088224	1076	882.116	182.687	6.24597
FBtr0088227	3220	2980.17	1779.31	18.0065
FBtr0088226	724	554.269	2193.65	119.361
FBtr0088221	1200	1031.06	0	0
FBtr0088223	1523	1343.47	2084.74	46.7995
FBtr0088222	1138	942.41	190	6.08039
FBtr0088228	1549	1357.69	6505	144.499
FBtr0308321	6762	6615.02	98.7498	0.450218
FBtr0308320	3151	2968.79	15.3723	0.156162
FBtr0308323	6713	6565.56	8.21769e-07	3.77482e-09
FBtr0308322	3799	3699.31	39.228	0.319811
FBtr0308325	7938	7636.07	13.8193	0.0545802
FBtr0308324	6806	6659.33	4.27371e-07	1.93549e-09
FBtr0308327	8457	8151.07	208.245	0.770508
FBtr0308326	6286	5980.82	163.341	0.823668
FBtr0308329	7097	6791.46	1656.61	7.35655
FBtr0308328	8643	8329.81	16.3286	0.0591195
FBtr0085138	2050	1868.59	1308.12	21.1131
FBtr0085139	1909	1723.85	1962.61	34.3362
FBtr0085132	2635	2445.68	1409.62	17.3828
FBtr0085133	1130	943.892	4	0.127807
FBtr0085130	2897	2617.39	4	0.0460903
FBtr0085131	1556	1371.49	1473	32.3912
FBtr0085136	1514	1308.79	0.38812	0.00894363
FBtr0085137	2128	1938.79	994.784	15.4745
FBtr0085135	1054	874.719	0	0
FBtr0080989	852	672.767	0	0
FBtr0332234	4146	3966.72	0	0
FBtr0333107	9521	9200.35	0	0
FBtr0073015	1296	1105.53	2194	59.8527
FBtr0073016	3020	2849.25	5265	55.7295
FBtr0309054	3821	3641.72	0	0
FBtr0309055	754	610.312	188.158	9.29796
FBtr0309056	4422	4094.85	12.6832	0.0934133
FBtr0333100	2497	2414.33	7.80419	0.0974877
FBtr0333109	9722	9383.21	3055.2	9.81989
FBtr0333108	9265	8929.34	19.0175	0.064232
FBtr0303755	710	530.811	0	0
FBtr0303757	5340	5221.14	0	0
FBtr0303756	4522	4348.47	396.085	2.74707
FBtr0303751	3009	2876.85	91.6245	0.960533
FBtr0303750	11586	11489.4	146.373	0.384222
FBtr0088736	432	248.087	5	0.607833
FBtr0303759	3841	3592.1	179.367	1.50596
FBtr0303758	1942	1715.95	287.991	5.06164
FBtr0345678	4114	3919.56	44.6006	0.34318
FBtr0309588	112	15.6776	0	0
FBtr0309583	103	14.9028	0	0
FBtr0309580	134	19.034	0	0
FBtr0309586	111	15.6124	0	0
FBtr0110942	2184	1992.26	148.968	2.25509
FBtr0110941	5141	4842.69	3094.66	19.2727
FBtr0110947	892	727.706	1.23007e-06	5.09789e-08
FBtr0110944	706	533.429	22	1.24384
FBtr0081259	2062	1880.65	840	13.4707
FBtr0081258	1366	1216.71	2296	56.912
FBtr0081253	2305	2078.12	0	0
FBtr0081252	703	523.811	0	0
FBtr0081251	1316	1139.27	6	0.158833
FBtr0081250	657	486.276	7	0.434144
FBtr0081257	1146	964.033	3.26939	0.10228
FBtr0082052	4958	4737.69	318.527	2.02767
FBtr0081254	4694	4350.25	14850.4	102.954
FBtr0082053	2836	2610.18	27.6944	0.319991
FBtr0345674	4482	4359.71	334.112	2.31127
FBtr0082055	1684	1539.39	52.0613	1.01997
FBtr0074549	920	740.745	0	0
FBtr0082056	2113	1959.19	133.939	2.0618
FBtr0080588	2343	2204.51	0.256393	0.0035076
FBtr0074540	843	645.478	583	27.2399
FBtr0074546	2397	2217.72	0	0
FBtr0074545	5686	5657.86	0	0
FBtr0334600	908	728.745	0	0
FBtr0333173	2668	2488.72	0	0
FBtr0334609	6583	6453.05	0	0
FBtr0086860	1402	1198.53	13	0.327124
FBtr0305494	2809	2643.59	55.2012	0.629756
FBtr0305495	1465	1280.96	5310.5	125.031
FBtr0305497	2042	1860.85	487.854	7.90669
FBtr0305490	3539	3359.72	0	0
FBtr0305491	3549	3369.72	0	0
FBtr0072952	5184	5000.11	1426.98	8.60706
FBtr0305498	2839	2650.66	28.8569	0.328332
FBtr0305499	6954	6734.87	124.822	0.558956
FBtr0112516	1168	999.886	829.065	25.0067
FBtr0112514	907	699.29	5	0.215641
FBtr0079629	5311	5030.82	1.38073	0.00827728
FBtr0112512	1484	1286.07	90.5	2.12227
FBtr0112511	2239	2131.53	42.1385	0.596218
FBtr0112510	1761	1517.71	12.2273	0.242974
FBtr0112519	686	515.398	0	0
FBtr0305148	1226	1046.72	0	0
FBtr0305149	3468	3402.42	261.035	2.31381
FBtr0305147	3283	3165.52	302.149	2.87868
FBtr0305145	26263	26217.9	59.1117	0.0679976
FBtr0305142	48068	47711.1	1.3703e-05	8.6619e-09
FBtr0305141	47440	47260.7	0	0
FBtr0309872	2605	2439.3	148.662	1.83803
FBtr0309873	2158	1981.34	163.101	2.48266
FBtr0309871	1493	1302.31	145.552	3.37072
FBtr0309874	2794	2614.72	0	0
FBtr0309875	1689	1484.4	0	0
FBtr0085961	614	422.784	115895	8267.27
FBtr0309878	717	537.811	0	0
FBtr0309879	3569	3362.1	0	0
FBtr0085964	2636	2424.64	3042.21	37.8407
FBtr0085966	1802	1581.02	1	0.0190757
FBtr0300516	3808	3661.15	890.281	7.33378
FBtr0300514	3961	3827.73	228.204	1.79804
FBtr0300515	3853	3704.09	626.351	5.09982
FBtr0300512	3710	3551.81	387.666	3.29174
FBtr0300513	3785	3642.8	525.163	4.34787
FBtr0300510	4228	4208.41	16.9659	0.121584
FBtr0300511	4132	4026.77	916.005	6.86054
FBtr0089636	2457	2391.94	961.936	12.1287
FBtr0089631	1839	1686.51	86.5842	1.54835
FBtr0089630	1991	1811.72	0	0
FBtr0089633	1759	1604.16	203.081	3.81803
FBtr0300519	4454	4307.18	876.865	6.13984
FBtr0301645	2732	2517.55	5	0.0598977
FBtr0301644	1930	1763.34	80.6038	1.37859
FBtr0301647	2611	2418.8	1.23393	0.0153854
FBtr0083490	1134	962.308	4303.88	134.885
FBtr0301640	1148	968.719	0	0
FBtr0301643	2159	1982.37	441.724	6.72025
FBtr0083498	914	734.745	0	0
FBtr0301649	1878	1698.72	0	0
FBtr0301648	1225	1085.18	210.856	5.86006
FBtr0079883	4136	3818.44	205.654	1.62431
FBtr0079885	2323	2167.32	953.722	13.2714
FBtr0079884	1602	1435.76	623.11	13.0888
FBtr0079887	2224	2065.17	739.031	10.7926
FBtr0079886	2250	2087.4	596.979	8.62525
FBtr0079889	2872	2633.41	3678.8	42.1314
FBtr0079888	791	611.459	2681.05	132.238
FBtr0091914	595	425.554	0	0
FBtr0091916	498	319.217	0	0
FBtr0091911	412	224.102	0	0
FBtr0091910	595	425.342	8.84316	0.627028
FBtr0091913	413	224.808	256.814	34.4528
