target_id	length	eff_length	est_counts	tpm
FBtr0302391	2612	2698.26	0	0
FBtr0299728	3946	3833.44	0	0
FBtr0333191	4111	4143.7	0.063192	0.000853682
FBtr0077629	1785	1721.77	763	24.8068
FBtr0077628	998	835.181	4	0.268103
FBtr0077623	619	439.484	0	0
FBtr0077622	415	231.329	14.6316	3.54066
FBtr0077621	391	214.117	2275.6	594.93
FBtr0077627	2889	2632.64	1247.46	26.525
FBtr0077626	2998	2744.59	2920.48	59.5661
FBtr0077625	3088	2836.42	512.064	10.1059
FBtr0072052	1410	1303.68	129983	5581.32
FBtr0072051	788	608.357	0	0
FBtr0072050	1249	1069.36	0	0
FBtr0072057	870	601.042	100	9.31359
FBtr0072056	1052	872.357	0	0
FBtr0072059	1221	1042.35	8	0.429632
FBtr0072058	3845	3811.63	1143.9	16.7996
FBtr0088225	1139	1017.06	4409.93	242.72
FBtr0088224	1076	961.608	123.07	7.16435
FBtr0088227	3220	2969.67	1539.83	29.026
FBtr0088226	724	516.338	892.295	96.7377
FBtr0088221	1200	968.133	0	0
FBtr0088223	1523	1205.69	1526.93	70.8931
FBtr0088222	1138	979.558	75	4.28601
FBtr0088228	1549	1522.73	4325	158.996
FBtr0308321	6762	7033.54	96.1556	0.765285
FBtr0308320	3151	3287.98	2.07667	0.0353558
FBtr0308323	6713	6982.4	3.80786e-08	3.05279e-10
FBtr0308322	3799	4058.63	37.2078	0.513189
FBtr0308325	7938	7426.76	0	0
FBtr0308324	6806	7064.01	0.000288707	2.28785e-06
FBtr0308327	8457	8047.79	44.3776	0.30868
FBtr0308326	6286	5712.09	794.387	7.78502
FBtr0308329	7097	6572.35	1830.86	15.594
FBtr0308328	8643	8159.46	0	0
FBtr0085138	2050	1784.56	811.849	25.4663
FBtr0085139	1909	1638.02	1059.59	36.2108
FBtr0085132	2635	2478.56	1580	35.6844
FBtr0085133	1130	950.357	0	0
FBtr0085130	2897	2816.05	4	0.0795136
FBtr0085131	1556	1458.45	1063	40.8004
FBtr0085136	1514	1521.92	2.99993	0.110342
FBtr0085137	2128	1855.55	509.736	15.3778
FBtr0085135	1054	949.236	1	0.0589722
FBtr0080989	852	638.841	2	0.175251
FBtr0332234	4146	3945.47	6.91801	0.0981533
FBtr0333107	9521	9840.72	1.81024e-06	1.02975e-08
FBtr0073015	1296	1175.24	1182	56.3007
FBtr0073016	3020	2902.42	4297	82.8757
FBtr0309054	3821	3648.29	0	0
FBtr0309055	754	503.096	197.99	22.03
FBtr0309056	4422	4042.63	0	0
FBtr0333100	2497	2063.06	31.6344	0.858361
FBtr0333109	9722	10027.1	2735.3	15.2705
FBtr0333108	9265	9516.63	106.513	0.626528
FBtr0303755	710	530.416	0	0
FBtr0303757	5340	5160.36	0	0
FBtr0303756	4522	4431.78	228.996	2.89249
FBtr0303751	3009	3021.86	253.274	4.69178
FBtr0303750	11586	11854.1	321.627	1.51882
FBtr0088736	432	215.818	4	1.03751
FBtr0303759	3841	3521.92	89.9301	1.42938
FBtr0303758	1942	1721.48	23.966	0.77932
FBtr0345678	4114	3451.83	5.08638	0.0824863
FBtr0309588	112	18.3494	0	0
FBtr0309583	103	18.0859	0	0
FBtr0309580	134	21.7836	0	0
FBtr0309586	111	18.2062	1	3.0747
FBtr0110942	2184	2132.68	127.203	3.33881
FBtr0110941	5141	4835.74	2663.82	30.8364
FBtr0110947	892	747.264	8.36974e-06	6.26989e-07
FBtr0110944	706	535.058	18	1.88319
FBtr0081259	2062	2036.9	529	14.5381
FBtr0081258	1366	1343.53	1417	59.0396
FBtr0081253	2305	2167.31	0	0
FBtr0081252	703	523.416	0	0
FBtr0081251	1316	1294.64	2	0.0864774
FBtr0081250	657	488.421	3	0.343834
FBtr0081257	1146	953.031	0	0
FBtr0082052	4958	4896.55	278.412	3.18288
FBtr0081254	4694	4705.04	11248.3	133.828
FBtr0082053	2836	2624.47	0	0
FBtr0345674	4482	4196.85	180.491	2.40744
FBtr0082055	1684	1579.15	32.0566	1.13636
FBtr0074549	920	740.357	0	0
FBtr0082056	2113	1935.79	126.943	3.67092
FBtr0080588	2343	2163.36	0	0
FBtr0074540	843	690.052	242	19.6316
FBtr0074546	2397	2217.36	0	0
FBtr0074545	5686	4496.55	1.24266e-08	1.54702e-10
FBtr0334600	908	728.357	0	0
FBtr0333173	2668	2488.36	0	0
FBtr0334609	6583	7059.28	0	0
FBtr0086860	1402	1234.73	16	0.725388
FBtr0305494	2809	2970.92	33.3654	0.628677
FBtr0305495	1465	1444.01	3538.96	137.191
FBtr0305497	2042	1670.69	146.051	4.89362
FBtr0305490	3539	3359.36	0	0
FBtr0305491	3549	3369.36	0	0
FBtr0072952	5184	5590.82	884.892	8.86006
FBtr0305498	2839	2492.61	0	0
FBtr0305499	6954	5362.5	270.246	2.82107
FBtr0112516	1168	1084.74	391.534	20.2053
FBtr0112514	907	701.823	4	0.319047
FBtr0079629	5311	5313.12	179.109	1.88708
FBtr0112512	1484	1313.47	55	2.34403
FBtr0112511	2239	2174.37	39.8455	1.02581
FBtr0112510	1761	1420.36	11.224	0.442355
FBtr0112519	686	444.933	0	0
FBtr0305148	1226	1046.36	0	0
FBtr0305149	3468	3183.89	349.993	6.15351
FBtr0305147	3283	2774.71	254.926	5.14302
FBtr0305145	26263	29572.4	251.022	0.475168
FBtr0305142	48068	50437.4	194.228	0.215566
FBtr0305141	47440	49652.6	0	0
FBtr0309872	2605	2561.38	100.91	2.20538
FBtr0309873	2158	1927.11	77.7126	2.25739
FBtr0309871	1493	1263.37	129.12	5.72117
FBtr0309874	2794	2614.36	0	0
FBtr0309875	1689	1545.85	0	0
FBtr0085961	614	439.645	72668.5	9252.64
FBtr0309878	717	537.416	0	0
FBtr0309879	3569	3389.36	0	0
FBtr0085964	2636	2330.61	2416.87	58.0505
FBtr0085966	1802	1786.1	3	0.0940237
FBtr0300516	3808	3510.63	597.025	9.51982
FBtr0300514	3961	3658.78	414.377	6.33987
FBtr0300515	3853	3543.89	402.268	6.35415
FBtr0300512	3710	3147.31	83.6174	1.48723
FBtr0300513	3785	3497.98	397.142	6.35552
FBtr0300510	4228	4334.65	21.2289	0.274155
FBtr0300511	4132	3704.69	629.525	9.51223
FBtr0089636	2457	2411.29	450.569	10.4601
FBtr0089631	1839	1696.82	0	0
FBtr0089630	1991	1811.36	0	0
FBtr0089633	1759	1626.85	39.0633	1.34414
FBtr0300519	4454	4147.66	687.362	9.27694
FBtr0301645	2732	2599.32	5	0.107679
FBtr0301644	1930	1963.42	9.25339	0.263821
FBtr0301647	2611	2632.91	4.59592	0.0977145
FBtr0083490	1134	987.306	1837.1	104.16
FBtr0301640	1148	1120.51	0	0
FBtr0301643	2159	2158	410.582	10.6505
FBtr0083498	914	734.357	0	0
FBtr0301649	1878	1698.36	0	0
FBtr0301648	1225	1173.76	0	0
FBtr0079883	4136	3850.67	172.682	2.51034
FBtr0079885	2323	2206.1	914.021	23.1928
FBtr0079884	1602	1493.97	362.315	13.5758
FBtr0079887	2224	2124.6	125.218	3.29921
FBtr0079886	2250	2142.76	135.227	3.53276
FBtr0079889	2872	2670.86	2698.01	56.5477
FBtr0079888	791	680.46	6162.05	506.926
FBtr0091914	595	421.66	1.11368e-05	1.4785e-06
FBtr0091916	498	318.883	0	0
FBtr0091911	412	228.715	0	0
FBtr0091910	595	422.37	9.42586	1.24925
FBtr0091913	413	220.155	185.586	47.1889
FBtr0091912	595	422.37	9.42586	1.24925
FBtr0100187	2024	1847.31	0	0
FBtr0100186	3834	3654.36	0	0
FBtr0100185	4288	4108.36	0	0
FBtr0100184	4749	4795.17	0	0
FBtr0100183	1753	1482.2	19118.8	722.067
FBtr0100182	974	759.582	0.00126814	9.34576e-05
FBtr0100188	1161	981.357	0	0
FBtr0076530	618	433.143	77	9.95133
FBtr0084618	750	570.416	0	0
FBtr0084619	3826	3907.36	4.15457	0.0595202
FBtr0084611	1152	972.357	0	0
FBtr0084613	946	766.357	0	0
FBtr0084614	1047	867.357	0	0
FBtr0084617	1139	959.357	0	0
FBtr0345502	765	684.58	1	0.0817707
FBtr0345503	692	558.493	1	0.100231
FBtr0345500	2242	1957.05	73.7851	2.11052
FBtr0082721	707	608.546	847.142	77.9264
FBtr0082726	2913	2903.88	41.369	0.797478
FBtr0345507	6975	6296.65	1645.67	14.6304
FBtr0345504	1177	1039.27	236.566	12.7423
FBtr0345505	1864	1741.5	482.266	15.5019
FBtr0345508	1474	1304.2	7.50283	0.322035
FBtr0345509	2972	2792.36	0	0
FBtr0100459	1649	1469.36	0	0
FBtr0100451	725	590.231	0	0
FBtr0100453	942	844.698	22.337	1.48029
FBtr0100452	829	677.778	318.367	26.2944
