target_id	length	eff_length	est_counts	tpm
FBtr0302391	2612	2429.96	0	0
FBtr0299728	3946	3815.74	0	0
FBtr0333191	4111	3885.11	0	0
FBtr0077629	1785	1613.26	970.767	19.2242
FBtr0077628	998	802.841	2	0.0795865
FBtr0077623	619	445.049	1.72687	0.123963
FBtr0077622	415	234.364	46.7542	6.37336
FBtr0077621	391	215.099	7653.48	1136.74
FBtr0077627	2889	2733.8	1516.52	17.7224
FBtr0077626	2998	2833.37	2739.64	30.8908
FBtr0077625	3088	2917.4	610.839	6.68913
FBtr0072052	1410	1204.07	56	1.48585
FBtr0072051	788	605.957	0	0
FBtr0072050	1249	1066.96	0	0
FBtr0072057	870	678.67	193	9.08527
FBtr0072056	1052	892.054	1	0.0358136
FBtr0072059	1221	980.575	4	0.130322
FBtr0072058	3845	3748.99	1863.41	15.8793
FBtr0088225	1139	934.511	6444.9	220.328
FBtr0088224	1076	876.777	194.099	7.0725
FBtr0088227	3220	2994.93	1865.47	19.8994
FBtr0088226	724	556.854	2230.28	127.955
FBtr0088221	1200	1028.85	0	0
FBtr0088223	1523	1338.37	2092	49.9371
FBtr0088222	1138	935.469	174	5.94236
FBtr0088228	1549	1342.67	5970	142.051
FBtr0308321	6762	6582.63	95.9099	0.465482
FBtr0308320	3151	2958.28	10.2267	0.110442
FBtr0308323	6713	6533.29	0	0
FBtr0308322	3799	3682.44	40.7945	0.35392
FBtr0308325	7938	7671.26	100.099	0.416872
FBtr0308324	6806	6628.6	2.19143e-06	1.05619e-08
FBtr0308327	8457	8186.96	29.1642	0.113806
FBtr0308326	6286	6024.32	324.955	1.72327
FBtr0308329	7097	6839.25	2850.48	13.3152
FBtr0308328	8643	8365.97	101.648	0.388171
FBtr0085138	2050	1872.26	2212.49	37.7532
FBtr0085139	1909	1729.19	3736.43	69.0325
FBtr0085132	2635	2441.34	2467.44	32.2892
FBtr0085133	1130	934.649	2	0.0683629
FBtr0085130	2897	2632.14	2	0.024275
FBtr0085131	1556	1379.51	1004	23.2513
FBtr0085136	1514	1331.96	0	0
FBtr0085137	2128	1940.37	1878.4	30.9273
FBtr0085135	1054	871.957	0	0
FBtr0080989	852	669.957	0	0
FBtr0332234	4146	3963.96	0	0
FBtr0333107	9521	9188.55	0	0
FBtr0073015	1296	1107.4	2040	58.8525
FBtr0073016	3020	2839.09	5586	62.858
FBtr0309054	3821	3638.96	0	0
FBtr0309055	754	604.395	48.5409	2.56582
FBtr0309056	4422	4090.43	12.5735	0.0982035
FBtr0333100	2497	2428.86	0	0
FBtr0333109	9722	9372.7	5637.12	19.2146
FBtr0333108	9265	8919.97	89.4639	0.320423
FBtr0303755	710	528.013	0	0
FBtr0303757	5340	5222.24	0	0
FBtr0303756	4522	4347.64	569.404	4.18413
FBtr0303751	3009	2889.87	147.265	1.62802
FBtr0303750	11586	11531.5	43.4879	0.120482
FBtr0088736	432	248.657	1	0.128481
FBtr0303759	3841	3610.28	439.588	3.88994
FBtr0303758	1942	1710.68	208.594	3.89559
FBtr0345678	4114	3911.88	28.1401	0.229815
FBtr0309588	112	15.5429	0	0
FBtr0309583	103	15.2262	0	0
FBtr0309580	134	19.4483	0	0
FBtr0309586	111	15.4087	0	0
FBtr0110942	2184	1991.58	252.69	4.05349
FBtr0110941	5141	4857.67	3189.78	20.9784
FBtr0110947	892	721.498	8.51519e-06	3.77049e-07
FBtr0110944	706	537.342	14	0.83237
FBtr0081259	2062	1877.69	931	15.8403
FBtr0081258	1366	1210.2	2533	66.8676
FBtr0081253	2305	2080.82	0	0
FBtr0081252	703	521.013	0	0
FBtr0081251	1316	1126.68	3	0.0850666
FBtr0081250	657	484.153	2	0.131973
FBtr0081257	1146	955.652	15.9817	0.534271
FBtr0082052	4958	4729.61	256.925	1.73548
FBtr0081254	4694	4367.31	10775.6	78.8254
FBtr0082053	2836	2609.33	14.8634	0.181981
FBtr0345674	4482	4373.92	162.139	1.18429
FBtr0082055	1684	1538.79	37.8807	0.786461
FBtr0074549	920	737.957	0	0
FBtr0082056	2113	1957.14	129.119	2.10769
FBtr0080588	2343	2160.96	0	0
FBtr0074540	843	643.865	586	29.0765
FBtr0074546	2397	2214.96	0	0
FBtr0074545	5686	5697.06	0	0
FBtr0334600	908	725.957	0	0
FBtr0333173	2668	2485.96	0	0
FBtr0334609	6583	6440.38	0	0
FBtr0086860	1402	1186.89	6	0.161502
FBtr0305494	2809	2625.69	96.8072	1.17788
FBtr0305495	1465	1270.05	6709.56	168.776
FBtr0305497	2042	1866.73	411.342	7.03979
FBtr0305490	3539	3356.96	0	0
FBtr0305491	3549	3366.96	0	0
FBtr0072952	5184	4984.89	6135.7	39.3231
FBtr0305498	2839	2657.91	83.4406	1.00294
FBtr0305499	6954	6780.43	233.827	1.10173
FBtr0112516	1168	992.07	843.667	27.1686
FBtr0112514	907	702.666	13	0.591062
FBtr0079629	5311	5024.15	141.437	0.899371
FBtr0112512	1484	1287.19	106.5	2.6433
FBtr0112511	2239	2128.52	46.6879	0.700752
FBtr0112510	1761	1526.09	19.7847	0.414179
FBtr0112519	686	515.995	0	0
FBtr0305148	1226	1043.96	0	0
FBtr0305149	3468	3415.75	504.636	4.71989
FBtr0305147	3283	3180.12	154.127	1.54837
