target_id	length	eff_length	est_counts	tpm
FBtr0302391	2612	2670.3	0	0
FBtr0299728	3946	3794.68	22.7923	0.183238
FBtr0333191	4111	3961.76	0	0
FBtr0077629	1785	1663.65	1221.51	22.3993
FBtr0077628	998	823.93	9	0.333238
FBtr0077623	619	433.004	0	0
FBtr0077622	415	230.516	55.2372	7.31023
FBtr0077621	391	209.968	6064.79	881.179
FBtr0077627	2889	2582.83	2938.59	34.7092
FBtr0077626	2998	2677.5	4050.29	46.1486
FBtr0077625	3088	2763.13	801.116	8.84496
FBtr0072052	1410	1264.88	247558	5970.75
FBtr0072051	788	602.004	0	0
FBtr0072050	1249	1062.97	0	0
FBtr0072057	870	602.679	188	9.51641
FBtr0072056	1052	865.97	0	0
FBtr0072059	1221	982.462	12	0.372621
FBtr0072058	3845	3741.29	2140.3	17.4524
FBtr0088225	1139	1004.32	9597.86	291.543
FBtr0088224	1076	943.115	162.143	5.24486
FBtr0088227	3220	2874.34	2741.61	29.0984
FBtr0088226	724	507.816	2091.29	125.634
FBtr0088221	1200	956.645	0	0
FBtr0088223	1523	1182.99	2485.57	64.098
FBtr0088222	1138	952.213	182	5.83095
FBtr0088228	1549	1479.78	7700	158.743
FBtr0308321	6762	6931.29	193.799	0.852979
FBtr0308320	3151	3213.37	19.0751	0.181095
FBtr0308323	6713	6813.61	0	0
FBtr0308322	3799	3991.69	52.824	0.403716
FBtr0308325	7938	7259.4	0	0
FBtr0308324	6806	6962.09	0	0
FBtr0308327	8457	7832.93	131.681	0.512861
FBtr0308326	6286	5559.03	646.165	3.54606
FBtr0308329	7097	6397.22	3274.82	15.617
FBtr0308328	8643	8027.77	13.6858	0.0520089
FBtr0085138	2050	1756.37	1205.91	20.946
FBtr0085139	1909	1612.73	2812.87	53.2095
FBtr0085132	2635	2416.08	2853	36.024
FBtr0085133	1130	1031.9	3	0.0886919
FBtr0085130	2897	2732.2	6	0.0669947
FBtr0085131	1556	1405.87	1470	31.8987
FBtr0085136	1514	1471.87	4.97842	0.103187
FBtr0085137	2128	1827.11	718.477	11.9964
FBtr0085135	1054	867.97	0	0
FBtr0080989	852	666.004	0	0
FBtr0332234	4146	3920.56	5.95948	0.0463726
FBtr0333107	9521	9510.29	5.59631e-08	1.79519e-10
FBtr0073015	1296	1115.66	2103	57.5053
FBtr0073016	3020	2850.96	6652	71.1807
FBtr0309054	3821	3634.97	0	0
FBtr0309055	754	503.107	364.261	22.0879
FBtr0309056	4422	4005.51	24.6824	0.187989
FBtr0333100	2497	2016.48	0	0
FBtr0333109	9722	9692.75	5015.18	15.7849
FBtr0333108	9265	9208.04	98.7437	0.327148
FBtr0303755	710	524.004	0	0
FBtr0303757	5340	5371.87	0	0
FBtr0303756	4522	4353.66	278.97	1.95481
FBtr0303751	3009	2915.75	439.966	4.60332
FBtr0303750	11586	11427	103.251	0.275653
FBtr0088736	432	204.618	1	0.149093
FBtr0303759	3841	3424.6	756.431	6.73848
FBtr0303758	1942	1695.67	58.2879	1.04867
FBtr0345678	4114	3453.08	20.0504	0.17714
FBtr0309588	112	15.1301	0	0
FBtr0309583	103	15.1167	0	0
FBtr0309580	134	18.6336	0	0
FBtr0309586	111	15.0362	4	8.11563
FBtr0110942	2184	2070.41	229.292	3.37858
FBtr0110941	5141	4668.38	4653.25	30.4083
FBtr0110947	892	715.407	1.35887e-05	5.79464e-07
FBtr0110944	706	497.599	21	1.28748
FBtr0081259	2062	2001.34	971	14.8013
FBtr0081258	1366	1301.36	2598.73	60.9208
FBtr0081253	2305	2108.55	0	0
FBtr0081252	703	497.217	1	0.0613558
FBtr0081251	1316	1289.83	8	0.189216
FBtr0081250	657	466.289	5	0.327127
FBtr0081257	1146	941.74	0	0
FBtr0082052	4958	4768.62	449.613	2.87639
FBtr0081254	4694	4542.28	21986.1	147.665
FBtr0082053	2836	2582.54	28.157	0.332614
FBtr0345674	4482	4074.56	359.997	2.69538
FBtr0082055	1684	1528.73	82.2784	1.64193
FBtr0074549	920	733.97	0	0
FBtr0082056	2113	1887.04	161.722	2.6145
FBtr0080588	2343	2273.23	2.64409	0.0354842
FBtr0074540	843	675.885	607	27.3979
FBtr0074546	2397	2210.97	0	0
FBtr0074545	5686	4423.15	0	0
FBtr0334600	908	721.97	0	0
FBtr0333173	2668	2481.97	0	0
FBtr0334609	6583	6949.76	0	0
FBtr0086860	1402	1191.54	15	0.384046
FBtr0305494	2809	2903.04	44.4245	0.466843
FBtr0305495	1465	1418.43	7913.06	170.192
FBtr0305497	2042	1645.9	369.049	6.84043
FBtr0305490	3539	3352.97	0	0
FBtr0305491	3549	3362.97	0	0
FBtr0072952	5184	5471.4	2079.03	11.5921
FBtr0305498	2839	2471.09	51.1545	0.631534
FBtr0305499	6954	5420.26	394.944	2.22289
FBtr0112516	1168	1045.26	945.939	27.6083
FBtr0112514	907	677.254	19	0.855861
FBtr0079629	5311	5187.07	236.451	1.39066
FBtr0112512	1484	1295.45	104	2.44914
FBtr0112511	2239	2107.6	81.8573	1.18487
FBtr0112510	1761	1374.2	14.0202	0.311248
FBtr0112519	686	444.628	0	0
FBtr0305148	1226	1019.04	0	0
