target_id	length	eff_length	est_counts	tpm
FBtr0302391	2612	2671.9	1	0.0195699
FBtr0299728	3946	3823.56	0	0
FBtr0333191	4111	4052.93	0	0
FBtr0077629	1785	1680.65	712	22.1519
FBtr0077628	998	807.816	0	0
FBtr0077623	619	428.927	0	0
FBtr0077622	415	220.19	13.43	3.18923
FBtr0077621	391	202.562	2995.29	773.194
FBtr0077627	2889	2614.95	837.814	16.753
FBtr0077626	2998	2718.25	2482.32	47.7504
FBtr0077625	3088	2809.25	241.867	4.5019
FBtr0072052	1410	1262.79	176720	7317.53
FBtr0072051	788	566.076	1	0.0923707
FBtr0072050	1249	1058.82	0	0
FBtr0072057	870	602.249	92	7.98768
FBtr0072056	1052	861.816	0	0
FBtr0072059	1221	1019.7	4	0.205115
FBtr0072058	3845	3762.74	1029.8	14.3105
FBtr0088225	1139	1001.48	4187.95	218.659
FBtr0088224	1076	941.165	42.0527	2.33634
FBtr0088227	3220	2939.24	1308.58	23.2795
FBtr0088226	724	500.354	970.967	101.47
FBtr0088221	1200	971.987	0	0
FBtr0088223	1523	1223.22	1383.27	59.1306
FBtr0088222	1138	962.612	111	6.02949
FBtr0088228	1549	1463.45	4142	147.993
FBtr0308321	6762	6898.98	114.054	0.864439
FBtr0308320	3151	3190.91	5.47725	0.0897547
FBtr0308323	6713	6851.41	1.18932e-07	9.07666e-10
FBtr0308322	3799	3948.02	29.8805	0.395746
FBtr0308325	7938	7417.97	0	0
FBtr0308324	6806	6931.08	2.45196e-08	1.84978e-10
FBtr0308327	8457	7991.09	0	0
FBtr0308326	6286	5708.99	219.886	2.01394
FBtr0308329	7097	6552.95	1943.54	15.5084
FBtr0308328	8643	8190.83	65.3582	0.417235
FBtr0085138	2050	1784.37	2004.62	58.743
FBtr0085139	1909	1640.74	1634.7	52.096
FBtr0085132	2635	2451.21	1669	35.6028
FBtr0085133	1130	939.816	0	0
FBtr0085130	2897	2748.71	4	0.0760921
FBtr0085131	1556	1404.66	1037	38.6025
FBtr0085136	1514	1453.54	0.717901	0.0258254
FBtr0085137	2128	1857.69	1386.04	39.0133
FBtr0085135	1054	916.033	1	0.0570817
FBtr0080989	852	661.816	0	0
FBtr0332234	4146	3955.82	0	0
FBtr0333107	9521	9640.32	0	0
FBtr0073015	1296	1131.48	1259	58.1817
FBtr0073016	3020	2861.28	3975	72.6417
FBtr0309054	3821	3630.82	0	0
FBtr0309055	754	511.889	103.569	10.5794
FBtr0309056	4422	4090.95	17.7318	0.22664
FBtr0333100	2497	2089.7	26.4345	0.661449
FBtr0333109	9722	9824.91	3116.23	16.5848
FBtr0333108	9265	9324.17	62.455	0.35024
FBtr0303755	710	519.834	0	0
FBtr0303757	5340	5149.82	0	0
FBtr0303756	4522	4381.87	594.792	7.09764
FBtr0303751	3009	2949.34	206.091	3.65378
FBtr0303750	11586	11682.9	169.911	0.760466
FBtr0088736	432	214.825	5	1.21701
FBtr0303759	3841	3527.83	219.53	3.25383
FBtr0303758	1942	1697.85	70.2284	2.16283
FBtr0345678	4114	3542.06	14.9386	0.220527
FBtr0309588	112	17.2788	0	0
FBtr0309583	103	17.6004	0	0
FBtr0309580	134	19.5677	0	0
FBtr0309586	111	17.4656	0	0
FBtr0110942	2184	2078.9	99.8926	2.51251
FBtr0110941	5141	4794.35	2715.43	29.6154
FBtr0110947	892	725.011	9.22667e-05	6.6544e-06
FBtr0110944	706	509.897	5	0.512738
FBtr0081259	2062	1983.32	535	14.1049
FBtr0081258	1366	1295.85	1334	53.828
FBtr0081253	2305	2136.43	0	0
FBtr0081252	703	494.9	1	0.105655
FBtr0081251	1316	1249.23	2	0.0837136
FBtr0081250	657	467.096	2	0.223889
FBtr0081257	1146	945.69	10.8868	0.601951
FBtr0082052	4958	4822.2	336.953	3.65369
FBtr0081254	4694	4588.47	10285.1	117.205
FBtr0082053	2836	2604.26	0	0
FBtr0345674	4482	4205.47	236.162	2.93632
FBtr0082055	1684	1542.99	32.3327	1.09569
FBtr0074549	920	729.816	0	0
FBtr0082056	2113	1917.42	113.667	3.09976
FBtr0080588	2343	2152.82	0	0
FBtr0074540	843	671.849	194	15.0987
FBtr0074546	2397	2206.82	0	0
FBtr0074545	5686	5495.82	0	0
FBtr0334600	908	717.816	0	0
FBtr0333173	2668	2477.82	0	0
FBtr0334609	6583	6900.49	0	0
FBtr0086860	1402	1215.65	17	0.731224
FBtr0305494	2809	2876.16	8.69768	0.158124
FBtr0305495	1465	1384.35	2639.43	99.6946
FBtr0305497	2042	1679.8	164.056	5.10673
FBtr0305490	3539	3348.82	0	0
FBtr0305491	3549	3358.82	0	0
FBtr0072952	5184	5416.75	1387.13	13.3902
FBtr0305498	2839	2508.93	0	0
FBtr0305499	6954	5627.95	174.594	1.62214
FBtr0112516	1168	1049.21	410.104	20.4381
FBtr0112514	907	688.945	14	1.06256
FBtr0079629	5311	5233.13	226.351	2.26167
FBtr0112512	1484	1288.27	55	2.23236
FBtr0112511	2239	2131.37	32.3444	0.793501
FBtr0112510	1761	1435.57	22.1803	0.807886
FBtr0112519	686	451.011	0	0
FBtr0305148	1226	1038.12	1	0.0503689
FBtr0305149	3468	3185.36	343.126	5.63253
FBtr0305147	3283	2822.31	111.395	2.06381
FBtr0305145	26263	28663.3	275.216	0.50206
FBtr0305142	48068	49459.3	8.08288e-06	8.5453e-09
FBtr0305141	47440	48863.4	0	0
FBtr0309872	2605	2507.84	38.8998	0.811065
FBtr0309873	2158	1928.43	61.7901	1.67542
FBtr0309871	1493	1261.2	86.8366	3.6002
FBtr0309874	2794	2603.82	0	0
FBtr0309875	1689	1524.76	0	0
FBtr0085961	614	416.616	78966.2	9910.92
FBtr0309878	717	526.834	0	0
FBtr0309879	3569	3694.98	0	0
FBtr0085964	2636	2335.46	2133.34	47.7635
FBtr0085966	1802	1611.82	0	0
FBtr0300516	3808	3522.92	502.774	7.46239
FBtr0300514	3961	3668.5	458.502	6.53524
FBtr0300515	3853	3556.53	381.153	5.60379
FBtr0300512	3710	3201.36	124.334	2.03079
FBtr0300513	3785	3505.83	499.566	7.45092
FBtr0300510	4228	4258.55	5.69791	0.069962
FBtr0300511	4132	3743.51	606.079	8.46563
FBtr0089636	2457	2369.1	714.78	15.776
FBtr0089631	1839	1665.79	19.7178	0.618936
FBtr0089630	1991	1800.82	0	0
FBtr0089633	1759	1594.99	29.2389	0.958539
FBtr0300519	4454	4155.04	556.031	6.99732
FBtr0301645	2732	2541.82	0	0
FBtr0301644	1930	1899.47	38.1621	1.05053
FBtr0301647	2611	2559.57	0.865864	0.0176885
FBtr0083490	1134	969.373	1919.18	103.522
FBtr0301640	1148	957.816	0	0
FBtr0301643	2159	2096.51	297.355	7.4163
FBtr0083498	914	723.816	0	0
FBtr0301649	1878	1687.82	0	0
FBtr0301648	1225	1151.95	0	0
FBtr0079883	4136	3825.09	278.88	3.81227
FBtr0079885	2323	2171.25	869.842	20.9479
FBtr0079884	1602	1447.81	335.035	12.1001
FBtr0079887	2224	2086.99	301.931	7.56476
FBtr0079886	2250	2105.21	129.133	3.20738
FBtr0079889	2872	2635.37	2504.71	49.6962
FBtr0079888	791	651.024	2816.8	226.239
FBtr0091914	595	404.073	0	0
FBtr0091916	498	308.68	0	0
FBtr0091911	412	219.059	2.43088	0.580245
FBtr0091910	595	404.651	8.2785	1.06974
FBtr0091913	413	210.022	234.285	58.3297
FBtr0091912	595	404.651	8.2785	1.06974
FBtr0100187	2024	1821.14	0	0
FBtr0100186	3834	3643.82	0	0
FBtr0100185	4288	4097.82	0	0
FBtr0100184	4749	4770.84	0	0
FBtr0100183	1753	1481.09	20250.9	714.944
FBtr0100182	974	737.309	1019.1	72.2726
FBtr0100188	1161	970.816	0	0
FBtr0076530	618	426.952	106	12.9818
FBtr0084618	750	570.426	0.108448	0.00994103
FBtr0084619	3826	3838.4	0.215895	0.00294104
FBtr0084611	1152	961.816	0	0
FBtr0084613	946	755.816	0	0
FBtr0084614	1047	856.816	0	0
FBtr0084617	1139	948.816	0	0
FBtr0345502	765	574.816	0	0
FBtr0345503	692	501.834	0	0
FBtr0345500	2242	1964.71	12.2376	0.325693
FBtr0082721	707	572.143	748.23	68.3816
FBtr0082726	2913	2839.34	29.5825	0.544787
FBtr0345507	6975	6384.7	653.905	5.35528
FBtr0345504	1177	1010.31	544.044	28.157
FBtr0345505	1864	1696.25	745.179	22.971
FBtr0345508	1474	1288.57	9.60595	0.389799
FBtr0345509	2972	2781.82	0	0
FBtr0100459	1649	1469.11	2.73134	0.0972145
FBtr0100451	725	568.121	8.09121	0.744699
FBtr0100453	942	806.068	2.13949	0.138786
FBtr0100452	829	648.922	356.389	28.7171
FBtr0100455	2462	2271.82	0	0
FBtr0100454	3868	3677.82	0	0
FBtr0100457	3616	3230.86	1313.88	21.2641
FBtr0100456	1515	1324.82	0	0
FBtr0075155	1519	1280.67	8	0.326633
FBtr0346086	1082	891.816	0	0
FBtr0346087	16734	17779.8	61	0.179396
FBtr0346085	825	585.598	27.4041	2.44695
FBtr0346082	3668	3554.43	938.838	13.8111
FBtr0346083	1532	1426.95	0	0
FBtr0346088	3339	3146.38	0	0
FBtr0346089	1349	1118.27	4033.85	188.616
FBtr0331336	8450	7422.47	0	0
FBtr0331337	3548	3399.82	1.28658	0.0197874
FBtr0331334	2004	1813.82	0	0
FBtr0331335	3593	3402.82	0	0
FBtr0331332	2404	2213.82	0	0
FBtr0331333	2041	1850.82	0	0
FBtr0331330	4723	4621.05	643.583	7.28236
FBtr0331331	3555	3364.82	0	0
FBtr0070639	896	704.135	1551.93	115.246
FBtr0070638	1450	1294.59	440	17.7717
FBtr0331338	3548	3399.82	1.28658	0.0197874
FBtr0331339	4766	4476.89	4.1178	0.0480946
FBtr0330065	1189	1103.2	269.097	12.7544
FBtr0330064	1506	1384.98	26.8973	1.01549
FBtr0330067	6417	6452.24	21.6062	0.175096
FBtr0330066	6206	6166.69	0	0
FBtr0330061	1554	1435.02	826.862	30.1289
FBtr0330060	882	716.63	929.753	67.8393
FBtr0330063	1491	1368.51	516.738	19.7439
FBtr0330062	1542	1422.52	214.819	7.89628
FBtr0079711	2741	2553.67	236.234	4.83712
FBtr0079710	2774	2519.78	80.3766	1.66793
FBtr0079713	361	188.851	3	0.830637
FBtr0079712	1688	1496.52	51.101	1.78548
