ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1075	"FBgn0036974"	"eRF1"	chr3L	+	20348354	20348650	20348354	20348421	20348941	20349206	1075	113,183,162	36,96,55	97,127,96	153,199,134	303	74	0.0	0.0	0.434,0.318,0.418	0.134,0.135,0.149	0.251
1079	"FBgn0036974"	"eRF1"	chr3L	+	20348354	20348650	20348354	20348385	20348941	20349206	1079	113,183,162	29,68,38	97,129,97	109,134,123	339	74	0.0	0.0	0.46,0.37,0.482	0.163,0.174,0.147	0.276
2197	"FBgn0020309"	"crol"	chr2L	-	11802370	11803674	11802904	11803674	11800154	11800322	2197	1370,1648,1191	24,23,18	1030,1415,1183	69,78,88	608	74	0.0	0.0	0.874,0.897,0.89	0.645,0.688,0.621	0.236
2198	"FBgn0020309"	"crol"	chr2L	-	11802286	11803674	11802904	11803674	11800154	11800322	2198	1633,1901,1361	24,23,18	1198,1589,1352	69,78,88	692	74	0.0	0.0	0.879,0.898,0.89	0.65,0.685,0.622	0.237
2527	"FBgn0003261"	"Rm62"	chr3R	-	6002062	6003911	6003672	6003911	6001557	6001736	2527	2308,3308,2530	1569,1849,1415	3998,4746,3956	1260,1399,1132	1684	74	6.66133814775e-16	2.41007214186e-13	0.061,0.073,0.073	0.122,0.13,0.133	-0.059
1212	"FBgn0027590"	"GstE12"	chr2R	-	24767953	24768172	24768097	24768172	24767474	24767577	1212	75,83,77	246,284,238	30,41,51	401,404,366	218	74	4.79616346638e-14	1.44604328511e-11	0.094,0.09,0.099	0.025,0.033,0.045	0.06
1847	"FBgn0039774"	"CDase"	chr3R	+	30460466	30460894	30460466	30460789	30462814	30462969	1847	350,418,313	131,167,143	176,217,161	165,201,146	179	74	2.1957990981e-12	5.67457224066e-10	0.525,0.509,0.475	0.306,0.309,0.313	0.194
1848	"FBgn0039774"	"CDase"	chr3R	+	30460466	30460908	30460466	30460789	30462814	30462969	1848	352,421,313	131,167,143	177,222,171	165,201,146	193	74	8.90532092512e-12	2.01371569419e-09	0.507,0.492,0.456	0.291,0.297,0.31	0.186
1849	"FBgn0039774"	"CDase"	chr3R	+	30460466	30460890	30460466	30460789	30462814	30462969	1849	432,517,415	131,167,143	238,292,210	165,201,146	175	74	2.05282457699e-11	4.12617739975e-09	0.582,0.567,0.551	0.379,0.381,0.378	0.187
207	"FBgn0035438"	"PHGPx"	chr3L	+	3326264	3326712	3326264	3326367	3327859	3328183	207	2002,2698,2095	588,870,639	2009,2253,1953	1140,1209,1014	419	74	1.36946565199e-10	2.47736336445e-08	0.376,0.354,0.367	0.237,0.248,0.254	0.119
1008	"FBgn0029002"	"miple2"	chr3L	+	274594	274813	274594	274807	274866	275018	1008	27,50,35	391,527,433	88,128,92	516,601,445	80	74	2.93573276799e-10	4.82794597936e-08	0.06,0.081,0.07	0.136,0.165,0.161	-0.084
1041	"FBgn0261802"	"CG42748"	chr2L	+	22156620	22157055	22156620	22156815	22158512	22159611	1041	11,16,18	40,53,53	45,40,38	36,36,29	314	74	4.70352423676e-10	7.09056278692e-08	0.061,0.066,0.074	0.228,0.208,0.236	-0.157
1331	"FBgn0264894"	"CG44085"	chr2L	+	13271295	13271972	13271295	13271627	13272233	13273048	1331	264,259,180	22,20,16	103,138,84	25,33,32	419	74	3.49858453319e-09	4.86841493888e-07	0.679,0.696,0.665	0.421,0.425,0.317	0.292
2130	"FBgn0004657"	"mys"	chrX	+	8061644	8061870	8061644	8061725	8063839	8064459	2130	224,320,247	58,109,65	202,252,241	131,141,140	219	74	1.42595708574e-08	1.84254026293e-06	0.566,0.498,0.562	0.343,0.377,0.368	0.179
1422	"FBgn0015279"	"Pi3K92E"	chr3R	-	20634126	20634732	20634545	20634732	20631777	20633713	1422	48,76,51	56,87,42	47,48,23	87,125,105	493	74	3.56695464276e-08	4.30174729917e-06	0.114,0.116,0.154	0.075,0.054,0.032	0.074
2374	"FBgn0000083"	"AnxB9"	chr3R	+	21065240	21065401	21065240	21065285	21067445	21067499	2374	366,416,396	187,357,280	478,512,446	656,701,545	190	74	6.56938267118e-08	7.4275082826e-06	0.433,0.312,0.355	0.221,0.221,0.242	0.139
598	"FBgn0039790"	"CG2246"	chr3R	-	30600123	30600323	30600263	30600323	30595389	30595626	598	63,83,74	6,8,5	58,78,59	23,27,18	214	74	8.77963000079e-08	9.34255921849e-06	0.784,0.782,0.837	0.466,0.5,0.531	0.302
1213	"FBgn0027590"	"GstE12"	chr2R	-	24767638	24768172	24768097	24768172	24767474	24767577	1213	65,97,67	246,284,238	51,47,68	401,404,366	533	74	9.75010999715e-08	9.79886054714e-06	0.035,0.045,0.038	0.017,0.016,0.025	0.02
1227	"FBgn0013263"	"Trl"	chr3L	-	14757483	14757962	14757907	14757962	14756903	14757330	1227	181,260,152	3,8,4	188,235,179	21,29,14	498	74	1.33671383185e-07	1.27269227464e-05	0.9,0.828,0.85	0.571,0.546,0.655	0.269
1906	"FBgn0039467"	"CG14253"	chr3R	+	26980517	26981101	26980517	26980702	26983962	26984217	1906	641,893,684	3,6,6	666,794,686	17,25,15	473	74	2.04024393824e-07	1.84540064214e-05	0.971,0.959,0.947	0.86,0.832,0.877	0.103
