ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2198	"FBgn0020309"	"crol"	chr2L	-	11802286	11803674	11802904	11803674	11800154	11800322	2198	226,270,184	24,23,18	183,205,211	69,78,88	148	74	0.0	0.0	0.825,0.854,0.836	0.57,0.568,0.545	0.277
2197	"FBgn0020309"	"crol"	chr2L	-	11802370	11803674	11802904	11803674	11800154	11800322	2197	137,205,138	24,23,18	146,190,168	69,78,88	148	74	9.34807786734e-14	8.41327008061e-11	0.741,0.817,0.793	0.514,0.549,0.488	0.267
1847	"FBgn0039774"	"CDase"	chr3R	+	30460466	30460894	30460466	30460789	30462814	30462969	1847	333,395,295	131,167,143	169,210,152	165,201,146	148	74	5.84710058149e-12	3.50826034889e-09	0.56,0.542,0.508	0.339,0.343,0.342	0.195
1331	"FBgn0264894"	"CG44085"	chr2L	+	13271295	13271972	13271295	13271627	13272233	13273048	1331	147,113,84	22,20,16	42,46,35	25,33,32	148	74	8.49897929811e-12	3.82454068415e-09	0.77,0.739,0.724	0.457,0.411,0.354	0.337
1848	"FBgn0039774"	"CDase"	chr3R	+	30460466	30460908	30460466	30460789	30462814	30462969	1848	335,398,295	131,167,143	170,215,162	165,201,146	148	74	2.43228770458e-11	8.75623573649e-09	0.561,0.544,0.508	0.34,0.348,0.357	0.189
1075	"FBgn0036974"	"eRF1"	chr3L	+	20348354	20348650	20348354	20348421	20348941	20349206	1075	29,74,41	36,96,55	40,44,35	153,199,134	148	74	3.05218073038e-11	9.15654219114e-09	0.287,0.278,0.272	0.116,0.1,0.116	0.168
1849	"FBgn0039774"	"CDase"	chr3R	+	30460466	30460890	30460466	30460789	30462814	30462969	1849	415,494,397	131,167,143	231,285,201	165,201,146	148	74	4.61944926755e-11	1.18785838308e-08	0.613,0.597,0.581	0.412,0.415,0.408	0.185
1079	"FBgn0036974"	"eRF1"	chr3L	+	20348354	20348650	20348354	20348385	20348941	20349206	1079	19,58,32	29,68,38	28,34,24	109,134,123	148	74	2.25279683796e-10	5.06879288541e-08	0.247,0.299,0.296	0.114,0.113,0.089	0.175
1008	"FBgn0029002"	"miple2"	chr3L	+	274594	274813	274594	274807	274866	275018	1008	27,50,35	391,527,433	88,128,92	516,601,445	79	74	2.9358582232e-10	5.8717164464e-08	0.061,0.082,0.07	0.138,0.166,0.162	-0.084
1212	"FBgn0027590"	"GstE12"	chr2R	-	24767953	24768172	24768097	24768172	24767474	24767577	1212	40,41,40	246,284,238	17,22,25	401,404,366	148	74	1.79042636272e-09	3.2227674529e-07	0.075,0.067,0.078	0.021,0.027,0.033	0.046
207	"FBgn0035438"	"PHGPx"	chr3L	+	3326264	3326712	3326264	3326367	3327859	3328183	207	659,913,727	588,870,639	755,787,661	1140,1209,1014	148	74	1.34751017011e-08	2.205016642e-06	0.359,0.344,0.363	0.249,0.246,0.246	0.108
1227	"FBgn0013263"	"Trl"	chr3L	-	14757483	14757962	14757907	14757962	14756903	14757330	1227	81,97,64	3,8,4	74,86,67	21,29,14	148	74	5.65755360338e-08	8.48633040507e-06	0.931,0.858,0.889	0.638,0.597,0.705	0.246
1906	"FBgn0039467"	"CG14253"	chr3R	+	26980517	26981101	26980517	26980702	26983962	26984217	1906	248,346,252	3,6,6	243,280,242	17,25,15	148	74	7.12704653072e-08	9.64595033848e-06	0.976,0.966,0.955	0.877,0.848,0.89	0.094
2130	"FBgn0004657"	"mys"	chrX	+	8061644	8061870	8061644	8061725	8063839	8064459	2130	176,269,188	58,109,65	165,205,198	131,141,140	148	74	7.50240581882e-08	9.64595033848e-06	0.603,0.552,0.591	0.386,0.421,0.414	0.175
138	"FBgn0033226"	"CG1882"	chr2R	+	7812503	7812992	7812503	7812691	7813280	7814745	138	348,407,338	7,5,5	404,452,386	33,25,14	148	74	1.0392040739e-07	1.24704488868e-05	0.961,0.976,0.971	0.86,0.9,0.932	0.072
2374	"FBgn0000083"	"AnxB9"	chr3R	+	21065240	21065401	21065240	21065285	21067445	21067499	2374	252,287,266	187,357,280	337,343,310	656,701,545	148	74	1.34893506587e-07	1.5175519491e-05	0.403,0.287,0.322	0.204,0.197,0.221	0.13
2638	"FBgn0027335"	"Rip11"	chrX	-	18637330	18637573	18637412	18637573	18636613	18636873	2638	200,190,149	508,540,450	110,106,88	471,526,485	148	74	8.66360801766e-07	9.1732320187e-05	0.164,0.15,0.142	0.105,0.092,0.083	0.059
2050	"FBgn0052423"	"shep"	chr3L	-	5168243	5168302	5168249	5168302	5166934	5167059	2050	130,206,128	15,32,22	202,294,229	6,20,11	79	74	1.06326684657e-06	0.000106326684657	0.89,0.858,0.845	0.969,0.932,0.951	-0.086
540	"FBgn0261439"	"SdhA"	chr2R	-	19395864	19395971	19395910	19395971	19395686	19395777	540	29,32,17	36,40,20	63,83,77	23,39,39	119	74	1.26825072855e-06	0.000120150069021	0.334,0.332,0.346	0.63,0.57,0.551	-0.246
1228	"FBgn0013263"	"Trl"	chr3L	-	14757841	14757962	14757907	14757962	14756903	14757330	1228	103,156,81	3,8,4	137,161,104	21,29,14	139	74	1.43066322456e-06	0.00012875969021	0.948,0.912,0.915	0.776,0.747,0.798	0.151
1110	"FBgn0032197"	"CG5694"	chr2L	-	10231282	10231692	10231538	10231692	10229704	10229955	1110	58,100,74	8,16,9	64,66,64	25,25,32	148	74	1.83772124485e-06	0.000150359010942	0.784,0.758,0.804	0.561,0.569,0.5	0.239
2602	"FBgn0259978"	"vlc"	chr2R	+	5702111	5702293	5702111	5702187	5702866	5702947	2602	267,363,248	7,6,5	276,349,304	23,23,17	148	74	1.82449716013e-06	0.000150359010942	0.95,0.968,0.961	0.857,0.884,0.899	0.08
2527	"FBgn0003261"	"Rm62"	chr3R	-	6002062	6003911	6003672	6003911	6001557	6001736	2527	291,286,242	1569,1849,1415	309,365,340	1260,1399,1132	148	74	2.54014499135e-06	0.000198793955845	0.085,0.072,0.079	0.109,0.115,0.131	-0.04
2324	"FBgn0027932"	"Akap200"	chr2L	+	8427614	8429462	8427614	8428067	8430280	8430977	2324	675,813,660	1014,1327,1002	664,772,642	1637,1770,1503	148	74	2.94891488573e-06	0.000219691621487	0.25,0.234,0.248	0.169,0.179,0.176	0.069
598	"FBgn0039790"	"CG2246"	chr3R	-	30600123	30600323	30600263	30600323	30595389	30595626	598	37,60,58	6,8,5	37,67,46	23,27,18	148	74	3.05127252065e-06	0.000219691621487	0.755,0.789,0.853	0.446,0.554,0.561	0.279
1730	"FBgn0022153"	"l(2)k05819"	chr2L	+	4396009	4396172	4396009	4396127	4396809	4396906	1730	24,36,32	61,76,53	47,67,52	47,61,40	118	74	5.34565433419e-06	0.000370083761598	0.198,0.229,0.275	0.385,0.408,0.449	-0.18
140	"FBgn0033226"	"CG1882"	chr2R	+	7812503	7812732	7812503	7812691	7813280	7814745	140	136,164,148	7,5,5	183,209,196	33,25,14	114	74	6.66371580682e-06	0.000444247720455	0.927,0.955,0.951	0.783,0.844,0.901	0.102
1041	"FBgn0261802"	"CG42748"	chr2L	+	22156620	22157055	22156620	22156815	22158512	22159611	1041	7,12,10	40,53,53	24,18,20	36,36,29	148	74	1.28266269062e-05	0.000824568872541	0.08,0.102,0.086	0.25,0.2,0.256	-0.146
