target_id	length	eff_length	est_counts	tpm
FBtr0302391	2612	2523.36	0	0
FBtr0299728	3946	3782.46	0	0
FBtr0333191	4111	3938.01	0	0
FBtr0077629	1785	1606.94	983.756	22.8224
FBtr0077628	998	812.26	9	0.413066
FBtr0077623	619	444.927	1.74125	0.145897
FBtr0077622	415	236.442	51.8959	8.1824
FBtr0077621	391	217.678	10060.8	1723.02
FBtr0077627	2889	2705.4	898.911	12.3868
FBtr0077626	2998	2809.99	2746.41	36.4362
FBtr0077625	3088	2892.51	174.678	2.25131
FBtr0072052	1410	1204.88	215242	6659.69
FBtr0072051	788	608.603	0	0
FBtr0072050	1249	1069.58	0	0
FBtr0072057	870	682.927	85	4.63999
FBtr0072056	1052	872.581	0	0
FBtr0072059	1221	981.485	2	0.0759658
FBtr0072058	3845	3758.32	1457.35	14.4558
FBtr0088225	1139	938.91	5543.01	220.087
FBtr0088224	1076	880.734	130.992	5.54462
FBtr0088227	3220	2977.46	1659.98	20.7839
FBtr0088226	724	552.127	1571.87	106.133
FBtr0088221	1200	1019.81	7.41271	0.270976
FBtr0088223	1523	1324.28	1898.65	53.449
FBtr0088222	1138	947.228	148	5.82477
FBtr0088228	1549	1369.48	5151	140.219
FBtr0308321	6762	6602.54	164.661	0.929721
FBtr0308320	3151	2973.68	17.1672	0.215217
FBtr0308323	6713	6554.47	0	0
FBtr0308322	3799	3710.04	30.8135	0.309624
FBtr0308325	7938	7669.47	0	0
FBtr0308324	6806	6645.57	0	0
FBtr0308327	8457	8190.61	212.668	0.967962
FBtr0308326	6286	6017.03	333.746	2.06779
FBtr0308329	7097	6833.09	1584.91	8.64686
FBtr0308328	8643	8367.99	65.1543	0.290264
FBtr0085138	2050	1857.94	972.227	19.5078
FBtr0085139	1909	1716.2	1830.37	39.7596
FBtr0085132	2635	2432.67	1566.59	24.0074
FBtr0085133	1130	944.043	2	0.0789787
FBtr0085130	2897	2659.45	7	0.0981248
FBtr0085131	1556	1402.21	1145	30.4413
FBtr0085136	1514	1334.58	0	0
FBtr0085137	2128	1929.59	1145.55	22.132
FBtr0085135	1054	874.581	0	0
FBtr0080989	852	672.603	0	0
FBtr0332234	4146	3966.58	0	0
FBtr0333107	9521	9209.81	0	0
FBtr0073015	1296	1099.81	1749	59.2849
FBtr0073016	3020	2844.16	5167	67.7261
FBtr0309054	3821	3641.58	0	0
FBtr0309055	754	598.046	187.43	11.6836
FBtr0309056	4422	4054.98	17.4402	0.160338
FBtr0333100	2497	2373.59	30.112	0.472941
FBtr0333109	9722	9393.46	3513.02	13.9421
FBtr0333108	9265	8946.87	116.23	0.484306
FBtr0303755	710	530.603	0	0
FBtr0303757	5340	5226.46	0	0
FBtr0303756	4522	4344.57	570.313	4.89371
FBtr0303751	3009	2884.98	137.745	1.77993
FBtr0303750	11586	11462.2	24.1058	0.0784017
FBtr0088736	432	246.278	7	1.05961
FBtr0303759	3841	3567.34	364.002	3.80392
FBtr0303758	1942	1723.29	83.9744	1.81661
FBtr0345678	4114	3860.04	30.7448	0.296929
FBtr0309588	112	15.4264	0	0
FBtr0309583	103	15.1356	0	0
FBtr0309580	134	19.0895	0	0
FBtr0309586	111	15.3964	0	0
FBtr0110942	2184	1996.71	119.995	2.24037
FBtr0110941	5141	4832.27	3071.98	23.6995
FBtr0110947	892	725.095	1.06602e-06	5.4808e-08
FBtr0110944	706	530.267	14	0.984251
FBtr0081259	2062	1886.04	731	14.4491
FBtr0081258	1366	1224.13	1834	55.8527
FBtr0081253	2305	2085.68	0	0
FBtr0081252	703	508.16	1	0.0733621
FBtr0081251	1316	1142.17	1	0.0326393
FBtr0081250	657	482.643	7	0.540684
FBtr0081257	1146	964.26	3.28992	0.127193
FBtr0082052	4958	4752.15	340.691	2.67265
FBtr0081254	4694	4396.81	14543.4	123.311
FBtr0082053	2836	2602.72	0	0
FBtr0345674	4482	4324.08	277.474	2.39221
FBtr0082055	1684	1535.23	57.9907	1.40817
FBtr0074549	920	740.581	0	0
FBtr0082056	2113	1945.38	147.009	2.81716
FBtr0080588	2343	2200.53	3	0.0508237
FBtr0074540	843	645.239	425	24.555
FBtr0074546	2397	2217.58	0	0
FBtr0074545	5686	5506.58	0	0
FBtr0334600	908	728.581	0	0
FBtr0333173	2668	2488.58	0	0
FBtr0334609	6583	6438.18	2.82564	0.0163616
FBtr0086860	1402	1199.4	14	0.435147
FBtr0305494	2809	2656.01	39.1017	0.548831
FBtr0305495	1465	1297.85	4433.64	127.353
FBtr0305497	2042	1839.66	432.201	8.75829
FBtr0305490	3539	3359.58	0	0
FBtr0305491	3549	3369.58	0	0
FBtr0072952	5184	5011.41	1450.81	10.7925
FBtr0305498	2839	2630.14	0	0
FBtr0305499	6954	6582.83	172.353	0.976062
FBtr0112516	1168	1000.32	573.806	21.3845
FBtr0112514	907	696.353	8	0.428285
FBtr0079629	5311	5043.9	23.3767	0.172778
FBtr0112512	1484	1286.62	79	2.28902
FBtr0112511	2239	2130.23	50.7009	0.887281
FBtr0112510	1761	1499.51	12.9495	0.32194
FBtr0112519	686	512.031	0	0
FBtr0305148	1226	1041.35	2	0.0715985
FBtr0305149	3468	3343.71	363.416	4.0518
FBtr0305147	3283	3137.53	423.688	5.0342
FBtr0305145	26263	26187.5	442.806	0.630365
FBtr0305142	48068	47749.1	13.0476	0.0101868
FBtr0305141	47440	47112.3	0	0
FBtr0309872	2605	2437.81	213.641	3.26705
FBtr0309873	2158	1975.65	135.721	2.56098
FBtr0309871	1493	1293.36	76.3484	2.20065
FBtr0309874	2794	2614.58	0	0
FBtr0309875	1689	1492.39	0	0
FBtr0085961	614	418.815	90330.5	8040.53
FBtr0309878	717	537.603	0	0
FBtr0309879	3569	3389.58	0	0
FBtr0085964	2636	2377.32	3051.37	47.8498
FBtr0085966	1802	1622.58	0	0
FBtr0300516	3808	3626.14	978.833	10.0632
FBtr0300514	3961	3790.37	503.504	4.95214
FBtr0300515	3853	3667.81	856.005	8.70045
FBtr0300512	3710	3506.06	151.904	1.61518
FBtr0300513	3785	3608.74	362.426	3.74401
FBtr0300510	4228	4187.83	39.4379	0.351073
FBtr0300511	4132	3978.4	851.663	7.98053
FBtr0089636	2457	2375.38	681.891	10.7017
FBtr0089631	1839	1686.64	20.7863	0.459439
FBtr0089630	1991	1811.58	0	0
FBtr0089633	1759	1605.58	147.482	3.42437
FBtr0300519	4454	4260.08	760.994	6.6594
