ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1037	"FBgn0029002"	"miple2"	chr3L	+	274594	274813	274594	274807	274866	275018	1037	76,79,111	666,559,721	205,160,270	407,433,508	80	74	0.0	0.0	0.095,0.116,0.125	0.318,0.255,0.33	-0.189
1770	"FBgn0015218"	"eIF-4E"	chr3L	-	9402209	9402460	9402279	9402460	9400582	9400953	1770	132,107,110	265,229,269	105,62,32	576,422,361	144	74	0.0	0.0	0.204,0.194,0.174	0.086,0.07,0.044	0.124
218	"FBgn0029897"	"RpL17"	chrX	-	6744108	6744238	6744195	6744238	6743057	6743148	218	240,147,240	120,124,213	281,99,150	1140,210,321	161	74	0.0	0.0	0.479,0.353,0.341	0.102,0.178,0.177	0.239
219	"FBgn0029897"	"RpL17"	chrX	-	6743949	6744238	6744195	6744238	6743057	6743148	219	111,92,118	120,124,213	175,49,88	1140,210,321	320	74	0.0	0.0	0.176,0.146,0.114	0.034,0.051,0.06	0.097
2289	"FBgn0010408"	"RpS9"	chr3L	-	9510281	9510651	9510464	9510651	9509889	9510158	2289	1619,1615,1786	8813,8272,10288	947,176,213	10739,4302,3386	257	74	0.0	0.0	0.05,0.053,0.048	0.025,0.012,0.018	0.032
450	"FBgn0020618"	"Rack1"	chr2L	-	7826533	7826981	7826769	7826981	7825628	7826336	450	746,544,688	8471,7482,8714	1342,436,391	9140,2423,2060	310	74	0.0	0.0	0.021,0.017,0.018	0.034,0.041,0.043	-0.021
2116	"FBgn0266084"	"Fhos"	chr3L	+	8796999	8797821	8796999	8797226	8798120	8798719	2116	356,291,348	89,94,121	171,137,119	134,102,117	669	74	2.55351295664e-15	6.98203399858e-13	0.307,0.255,0.241	0.124,0.129,0.101	0.15
1184	"FBgn0052594"	"be"	chrX	+	15031542	15033347	15031542	15032573	15033605	15034140	1184	522,346,403	89,85,78	295,257,183	197,91,100	848	74	5.46229728116e-14	1.30685462452e-11	0.339,0.262,0.311	0.116,0.198,0.138	0.153
2187	"FBgn0004657"	"mys"	chrX	+	8061644	8061870	8061644	8061725	8063839	8064459	2187	225,192,159	110,71,88	250,150,151	355,133,236	219	74	2.27851071344e-12	4.84563278392e-10	0.409,0.477,0.379	0.192,0.276,0.178	0.206
837	"FBgn0035348"	"CG16758"	chr3L	-	2502390	2502815	2502594	2502815	2499690	2500462	837	19,10,7	10,4,2	35,9,12	0,0,0	278	74	2.90556467775e-12	5.56125079321e-10	0.336,0.4,0.482	1.0,1.0,1.0	-0.594
