ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1037	"FBgn0029002"	"miple2"	chr3L	+	274594	274813	274594	274807	274866	275018	1037	76,79,111	666,559,721	205,160,270	407,433,508	79	74	0.0	0.0	0.097,0.117,0.126	0.321,0.257,0.332	-0.19
1770	"FBgn0015218"	"eIF-4E"	chr3L	-	9402209	9402460	9402279	9402460	9400582	9400953	1770	132,107,110	265,229,269	105,62,32	576,422,361	143	74	0.0	0.0	0.205,0.195,0.175	0.086,0.071,0.044	0.125
218	"FBgn0029897"	"RpL17"	chrX	-	6744108	6744238	6744195	6744238	6743057	6743148	218	196,118,193	120,124,213	227,77,105	1140,210,321	148	74	0.0	0.0	0.45,0.322,0.312	0.091,0.155,0.141	0.232
2289	"FBgn0010408"	"RpS9"	chr3L	-	9510281	9510651	9510464	9510651	9509889	9510158	2289	1440,1418,1586	8813,8272,10288	775,125,145	10739,4302,3386	148	74	0.0	0.0	0.076,0.079,0.072	0.035,0.014,0.021	0.052
87	"FBgn0038294"	"Mf"	chr3R	-	15176538	15178489	15178279	15178489	15176363	15176433	87	120,148,118	1256,1166,1352	55,10,23	2273,575,678	148	74	0.0	0.0	0.046,0.06,0.042	0.012,0.009,0.017	0.037
450	"FBgn0020618"	"Rack1"	chr2L	-	7826533	7826981	7826769	7826981	7825628	7826336	450	561,408,529	8471,7482,8714	1095,300,284	9140,2423,2060	148	74	7.77156117238e-16	2.47135645282e-13	0.032,0.027,0.029	0.057,0.058,0.064	-0.03
2704	"FBgn0011760"	"ctp"	chrX	+	4688202	4688672	4688202	4688317	4691636	4691844	2704	65,49,55	770,668,907	139,108,132	986,673,624	148	74	1.36548550245e-11	3.72192334096e-09	0.04,0.035,0.029	0.066,0.074,0.096	-0.044
2249	"FBgn0036816"	"Indy"	chr3L	-	18840275	18840516	18840372	18840516	18831946	18831984	2249	46,39,25	315,306,262	38,9,12	835,413,344	148	74	1.92210691807e-11	4.5842249996e-09	0.068,0.06,0.046	0.022,0.011,0.017	0.041
2116	"FBgn0266084"	"Fhos"	chr3L	+	8796999	8797821	8796999	8797226	8798120	8798719	2116	91,79,87	89,94,121	39,36,33	134,102,117	148	74	8.8299922929e-11	1.83950898513e-08	0.338,0.296,0.264	0.127,0.15,0.124	0.166
2187	"FBgn0004657"	"mys"	chrX	+	8061644	8061870	8061644	8061725	8063839	8064459	2187	183,163,134	110,71,88	206,127,135	355,133,236	148	74	9.64103241685e-11	1.83950898513e-08	0.454,0.534,0.432	0.225,0.323,0.222	0.217
1593	"FBgn0010315"	"CycD"	chrX	-	15909419	15909676	15909530	15909676	15908536	15909222	1593	7,11,11	186,139,143	20,23,24	128,61,55	148	74	5.70697378244e-10	9.89900543354e-08	0.018,0.038,0.037	0.072,0.159,0.179	-0.106
219	"FBgn0029897"	"RpL17"	chrX	-	6743949	6744238	6744195	6744238	6743057	6743148	219	33,26,35	120,124,213	69,17,30	1140,210,321	148	74	2.43823372603e-09	3.81745317071e-07	0.121,0.095,0.076	0.029,0.039,0.045	0.06
2338	"FBgn0004167"	"kst"	chr3L	+	3366443	3366962	3366443	3366773	3367514	3368133	2338	556,469,521	54,48,29	606,309,427	131,61,68	148	74	2.61323362949e-09	3.81745317071e-07	0.837,0.83,0.9	0.698,0.717,0.758	0.131
275	"FBgn0052767"	"CG32767"	chrX	-	5082521	5083025	5082881	5083025	5081485	5082239	275	6,2,3	0,0,0	10,11,8	3,5,7	148	74	2.80106626782e-09	3.81745317071e-07	1.0,1.0,1.0	0.625,0.524,0.364	0.496
