ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1488	"FBgn0033212"	"CG1399"	chr2R	-	7677069	7678404	7677069	7677734	7678569	7678626	1488	2770,2844,2936	110,98,84	3387,3912,3065	29,34,27	744	74	0.0	0.0	0.715,0.743,0.777	0.921,0.92,0.919	-0.175
1644	"FBgn0262582"	"cic"	chr3R	+	20297096	20298532	20298383	20298532	20296199	20296499	1644	507,510,361	52,58,40	93,178,160	72,77,57	1361	74	0.0	0.0	0.346,0.323,0.329	0.066,0.112,0.132	0.229
1646	"FBgn0027549"	"CG7927"	chr3L	+	8112781	8113320	8113011	8113320	8112493	8112714	1646	274,192,306	176,159,174	57,40,39	211,207,157	304	74	0.0	0.0	0.275,0.227,0.3	0.062,0.045,0.057	0.213
2272	"FBgn0033463"	"CG1513"	chr2R	-	9883896	9884206	9883896	9884002	9884621	9884708	2272	377,266,376	78,76,77	545,533,472	26,31,26	278	74	0.0	0.0	0.563,0.482,0.565	0.848,0.821,0.829	-0.296
626	"FBgn0004587"	"B52"	chr3R	+	13662954	13663051	13662969	13663051	13662296	13662404	626	226,212,252	517,450,528	48,60,42	546,678,529	89	74	0.0	0.0	0.267,0.281,0.284	0.068,0.069,0.062	0.211
637	"FBgn0020236"	"ATPCL"	chr2R	-	15996166	15996365	15996166	15996314	15996894	15997218	637	521,500,470	55,59,55	598,612,504	4,8,1	125	74	0.0	0.0	0.849,0.834,0.835	0.989,0.978,0.997	-0.149
1353	"FBgn0039600"	"CG1646"	chr3R	+	28812236	28812486	28812394	28812486	28812101	28812154	1353	85,79,55	49,52,29	20,25,23	66,70,56	232	74	1.11022302463e-16	2.51544816723e-14	0.356,0.326,0.377	0.088,0.102,0.116	0.251
1906	"FBgn0036240"	"CG6928"	chr3L	+	12007493	12008051	12007615	12008051	12007220	12007400	1906	86,77,78	27,28,33	22,15,19	43,35,35	196	74	4.4408920985e-16	8.80406858528e-14	0.546,0.509,0.472	0.162,0.139,0.17	0.352
1355	"FBgn0039600"	"CG1646"	chr3R	+	28812226	28812486	28812394	28812486	28812101	28812154	1355	75,69,58	49,52,29	20,23,24	66,70,56	242	74	1.13242748512e-14	1.99558887933e-12	0.319,0.289,0.379	0.085,0.091,0.116	0.232
778	"FBgn0031217"	"CG11377"	chr2L	+	103515	104142	103877	104142	103005	103434	778	1382,1346,1528	8,7,7	1355,1286,1302	38,36,26	436	74	3.00093283556e-13	4.7594794772e-11	0.967,0.97,0.974	0.858,0.858,0.895	0.1
187	"FBgn0037710"	"CG9393"	chr3R	-	9561582	9562111	9561582	9562001	9562174	9562570	187	40,31,29	159,137,186	3,11,6	173,197,133	184	74	7.28084259549e-13	1.04976512331e-10	0.092,0.083,0.059	0.007,0.022,0.018	0.062
616	"FBgn0028325"	"l(1)G0334"	chrX	+	4702691	4702892	4702823	4702892	4702324	4702591	616	95,70,75	190,164,171	35,32,41	228,238,220	206	74	1.04916075827e-12	1.38664080218e-10	0.152,0.133,0.136	0.052,0.046,0.063	0.087
