ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1488	"FBgn0033212"	"CG1399"	chr2R	-	7677069	7678404	7677069	7677734	7678569	7678626	1488	330,303,379	110,98,84	454,482,428	29,34,27	148	74	0.0	0.0	0.6,0.607,0.693	0.887,0.876,0.888	-0.25
1646	"FBgn0027549"	"CG7927"	chr3L	+	8112781	8113320	8113011	8113320	8112493	8112714	1646	137,100,147	176,159,174	31,29,25	211,207,157	148	74	0.0	0.0	0.28,0.239,0.297	0.068,0.065,0.074	0.203
2272	"FBgn0033463"	"CG1513"	chr2R	-	9883896	9884206	9883896	9884002	9884621	9884708	2272	186,147,196	78,76,77	306,278,264	26,31,26	148	74	0.0	0.0	0.544,0.492,0.56	0.855,0.818,0.835	-0.304
626	"FBgn0004587"	"B52"	chr3R	+	13662954	13663051	13662969	13663051	13662296	13662404	626	226,212,252	517,450,528	48,60,42	546,678,529	88	74	0.0	0.0	0.269,0.284,0.286	0.069,0.069,0.063	0.213
637	"FBgn0020236"	"ATPCL"	chr2R	-	15996166	15996365	15996166	15996314	15996894	15997218	637	521,500,470	55,59,55	598,612,504	4,8,1	124	74	0.0	0.0	0.85,0.835,0.836	0.989,0.979,0.997	-0.148
1353	"FBgn0039600"	"CG1646"	chr3R	+	28812236	28812486	28812394	28812486	28812101	28812154	1353	74,61,44	49,52,29	16,17,17	66,70,56	148	74	1.11022302463e-16	2.93098878502e-14	0.43,0.37,0.431	0.108,0.108,0.132	0.294
1906	"FBgn0036240"	"CG6928"	chr3L	+	12007493	12008051	12007615	12008051	12007220	12007400	1906	54,46,56	27,28,33	12,10,14	43,35,35	148	74	8.22675261247e-14	1.86159659116e-11	0.5,0.451,0.459	0.122,0.125,0.167	0.332
1355	"FBgn0039600"	"CG1646"	chr3R	+	28812226	28812486	28812394	28812486	28812101	28812154	1355	64,51,47	49,52,29	16,15,18	66,70,56	148	74	9.94759830064e-14	1.96962446353e-11	0.395,0.329,0.448	0.108,0.097,0.138	0.276
778	"FBgn0031217"	"CG11377"	chr2L	+	103515	104142	103877	104142	103005	103434	778	431,401,479	8,7,7	406,400,408	38,36,26	148	74	5.54667423103e-13	9.76214664661e-11	0.964,0.966,0.972	0.842,0.847,0.887	0.109
616	"FBgn0028325"	"l(1)G0334"	chrX	+	4702691	4702892	4702823	4702892	4702324	4702591	616	95,70,75	190,164,171	35,32,41	228,238,220	148	74	1.02229336107e-12	1.61931268393e-10	0.2,0.176,0.18	0.071,0.063,0.085	0.112
2260	"FBgn0001123"	"Galphas"	chr2R	+	23946437	23946520	23946446	23946520	23946136	23946261	2260	168,143,218	622,471,641	276,289,262	385,539,394	82	74	3.35698135956e-12	4.83405315777e-10	0.196,0.215,0.235	0.393,0.326,0.375	-0.149
540	"FBgn0025741"	"PlexA"	chr4	-	1014965	1015352	1014965	1015301	1015424	1015620	540	948,788,788	78,53,57	765,873,708	17,21,18	124	74	4.50572912314e-12	5.94756244254e-10	0.879,0.899,0.892	0.964,0.961,0.959	-0.071
187	"FBgn0037710"	"CG9393"	chr3R	-	9561582	9562111	9561582	9562001	9562174	9562570	187	35,29,27	159,137,186	3,10,6	173,197,133	148	74	9.54414325349e-12	1.16291714719e-09	0.099,0.096,0.068	0.009,0.025,0.022	0.069
1499	"FBgn0022343"	"CG3760"	chr2R	+	24938955	24939217	24938973	24939217	24938759	24938842	1499	462,421,532	144,116,145	380,407,326	211,237,180	91	74	8.98629060053e-10	1.01673459366e-07	0.723,0.747,0.749	0.594,0.583,0.596	0.149
1051	"FBgn0063485"	"Lasp"	chr3L	-	16678807	16679932	16678807	16679869	16680811	16680947	1051	541,519,416	28,40,17	448,562,526	9,8,6	136	74	2.40450059863e-09	2.38045559264e-07	0.913,0.876,0.93	0.964,0.975,0.979	-0.066
925	"FBgn0262962"	"CG43273"	chr3R	+	24830438	24830973	24830448	24830973	24830300	24830384	925	24,10,28	10,2,8	27,42,25	0,1,0	83	74	2.39165343086e-09	2.38045559264e-07	0.682,0.817,0.757	1.0,0.974,1.0	-0.239
1167	"FBgn0052016"	"4E-T"	chr4	-	953512	953899	953512	953806	954019	954226	1167	273,216,238	47,43,54	299,375,290	22,28,22	148	74	5.78596115464e-09	4.68465022774e-07	0.744,0.715,0.688	0.872,0.87,0.868	-0.154
1212	"FBgn0031883"	"Caper"	chr2L	+	7035074	7035561	7035406	7035561	7032903	7033018	1212	84,64,78	200,213,207	100,124,88	134,155,101	148	74	5.38733480049e-09	4.68465022774e-07	0.174,0.131,0.159	0.272,0.286,0.303	-0.132
