ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1048	"FBgn0034858"	"eIF2B-delta"	chr2R	+	23386941	23387612	23387006	23387612	23386520	23386622	1048	63,95,81	19,15,22	32,45,32	52,63,74	138	74	0.0	0.0	0.64,0.773,0.664	0.248,0.277,0.188	0.455
1964	"FBgn0002783"	"mor"	chr3R	-	15968574	15969594	15968574	15969402	15969881	15970092	1964	394,536,450	42,40,54	569,490,593	209,121,192	148	74	0.0	0.0	0.824,0.87,0.806	0.576,0.669,0.607	0.216
2162	"FBgn0261602"	"RpL8"	chr3L	+	2587575	2587890	2587750	2587890	2587455	2587513	2162	515,795,617	3479,5515,4402	226,348,402	4607,6163,7528	148	74	0.0	0.0	0.069,0.067,0.065	0.024,0.027,0.026	0.041
2204	"FBgn0010909"	"msn"	chr3L	-	2557792	2558389	2557792	2558035	2560115	2560295	2204	680,757,559	94,100,82	189,291,285	84,106,113	148	74	0.0	0.0	0.783,0.791,0.773	0.529,0.579,0.558	0.227
2246	"FBgn0033463"	"CG1513"	chr2R	-	9883896	9884206	9883896	9884002	9884621	9884708	2246	249,317,251	9,11,10	351,299,368	91,54,65	148	74	0.0	0.0	0.933,0.935,0.926	0.659,0.735,0.739	0.22
2339	"FBgn0003261"	"Rm62"	chr3R	-	6008036	6008309	6008036	6008306	6008550	6008579	2339	26,72,51	8,21,9	79,111,133	178,209,231	76	74	0.0	0.0	0.76,0.769,0.847	0.302,0.341,0.359	0.458
945	"FBgn0010348"	"Arf79F"	chr3L	-	22869841	22870150	22869841	22870065	22871459	22871724	945	4291,6584,4960	61,92,73	7964,6272,8067	290,216,347	148	74	0.0	0.0	0.972,0.973,0.971	0.932,0.936,0.921	0.042
569	"FBgn0051151"	"wge"	chr3R	-	22714533	22716664	22714533	22716631	22716933	22717050	569	10,39,19	52,73,46	47,64,80	16,29,29	106	74	1.11022302463e-16	2.09415818021e-14	0.118,0.272,0.224	0.672,0.606,0.658	-0.441
1126	"FBgn0001105"	"Gbeta13F"	chrX	+	15861235	15861492	15861376	15861492	15860114	15860250	1126	228,307,184	290,482,340	483,398,471	331,249,344	148	74	2.88657986403e-15	4.83983223869e-13	0.282,0.242,0.213	0.422,0.444,0.406	-0.178
1127	"FBgn0001105"	"Gbeta13F"	chrX	+	15860988	15861492	15861376	15861492	15860114	15860250	1127	224,305,180	290,482,340	472,390,456	331,249,344	148	74	7.1054273576e-15	1.07220898826e-12	0.279,0.24,0.209	0.416,0.439,0.399	-0.175
