ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1048	"FBgn0034858"	"eIF2B-delta"	chr2R	+	23386941	23387612	23387006	23387612	23386520	23386622	1048	63,95,81	19,15,22	32,45,32	52,63,74	139	74	0.0	0.0	0.638,0.771,0.662	0.247,0.276,0.187	0.454
1284	"FBgn0033062"	"Ars2"	chr2R	-	6080827	6081415	6080827	6081034	6081735	6081840	1284	524,642,454	97,104,97	516,630,685	24,44,30	455	74	0.0	0.0	0.468,0.501,0.432	0.778,0.7,0.788	-0.288
142	"FBgn0039187"	"CG6454"	chr3R	+	24350726	24352351	24352052	24352351	24349889	24350235	142	92,83,52	65,84,79	189,195,183	57,48,56	1400	74	0.0	0.0	0.07,0.05,0.034	0.149,0.177,0.147	-0.106
1527	"FBgn0260944"	"Rbp1"	chr3R	+	10785402	10786465	10786157	10786465	10784556	10784923	1527	255,378,260	484,542,416	341,378,350	160,259,219	829	74	0.0	0.0	0.045,0.059,0.053	0.16,0.115,0.125	-0.081
1626	"FBgn0262582"	"cic"	chr3R	+	20297096	20298532	20298383	20298532	20296199	20296499	1626	13,25,11	63,58,68	116,71,138	25,34,45	1361	74	0.0	0.0	0.011,0.023,0.009	0.201,0.102,0.143	-0.134
1964	"FBgn0002783"	"mor"	chr3R	-	15968574	15969594	15968574	15969402	15969881	15970092	1964	868,1171,993	42,40,54	1339,1058,1272	209,121,192	266	74	0.0	0.0	0.852,0.891,0.836	0.641,0.709,0.648	0.194
2162	"FBgn0261602"	"RpL8"	chr3L	+	2587575	2587890	2587750	2587890	2587455	2587513	2162	534,823,642	3479,5515,4402	265,396,448	4607,6163,7528	249	74	0.0	0.0	0.044,0.042,0.042	0.017,0.019,0.017	0.025
2246	"FBgn0033463"	"CG1513"	chr2R	-	9883896	9884206	9883896	9884002	9884621	9884708	2246	403,583,417	9,11,10	566,500,570	91,54,65	278	74	0.0	0.0	0.923,0.934,0.917	0.623,0.711,0.7	0.247
2339	"FBgn0003261"	"Rm62"	chr3R	-	6008036	6008309	6008036	6008306	6008550	6008579	2339	26,72,51	8,21,9	79,111,133	178,209,231	77	74	0.0	0.0	0.757,0.767,0.845	0.299,0.338,0.356	0.459
621	"FBgn0004587"	"B52"	chr3R	+	13663454	13665526	13665452	13665526	13662969	13663051	621	1679,2474,1729	773,801,694	2712,2712,3009	419,482,479	2072	74	0.0	0.0	0.072,0.099,0.082	0.188,0.167,0.183	-0.095
945	"FBgn0010348"	"Arf79F"	chr3L	-	22869841	22870150	22869841	22870065	22871459	22871724	945	4890,7508,5580	61,92,73	8666,6906,8850	290,216,347	159	74	0.0	0.0	0.974,0.974,0.973	0.933,0.937,0.922	0.043
569	"FBgn0051151"	"wge"	chr3R	-	22714533	22716664	22714533	22716631	22716933	22717050	569	10,39,19	52,73,46	47,64,80	16,29,29	107	74	1.11022302463e-16	1.40073138274e-14	0.117,0.27,0.222	0.67,0.604,0.656	-0.44
2043	"FBgn0261822"	"Bsg"	chr2L	+	8089184	8089736	8089393	8089736	8083419	8083521	2043	367,456,362	32,39,20	447,357,453	117,81,117	283	74	5.55111512313e-16	6.46491407417e-14	0.75,0.754,0.826	0.5,0.535,0.503	0.264
2204	"FBgn0010909"	"msn"	chr3L	-	2557792	2558389	2557792	2558035	2560115	2560295	2204	2403,2626,2156	94,100,82	836,1153,1096	84,106,113	428	74	2.22044604925e-15	2.40125379897e-13	0.815,0.82,0.82	0.632,0.653,0.626	0.181
570	"FBgn0051151"	"wge"	chr3R	-	22714533	22716667	22714533	22716631	22716933	22717050	570	4,8,7	52,73,46	16,22,32	16,29,29	110	74	1.01030295241e-14	1.01973244663e-12	0.049,0.069,0.093	0.402,0.338,0.426	-0.318
1126	"FBgn0001105"	"Gbeta13F"	chrX	+	15861235	15861492	15861376	15861492	15860114	15860250	1126	399,498,324	290,482,340	773,635,772	331,249,344	215	74	2.46469511467e-14	2.33221775226e-12	0.321,0.262,0.247	0.446,0.467,0.436	-0.173
1127	"FBgn0001105"	"Gbeta13F"	chrX	+	15860988	15861492	15861376	15861492	15860114	15860250	1127	539,721,457	290,482,340	1001,882,1063	331,249,344	462	74	1.19682042055e-13	1.0658741863e-11	0.229,0.193,0.177	0.326,0.362,0.331	-0.14
1533	"FBgn0259938"	"cwo"	chr3R	+	10396236	10396820	10396696	10396820	10388257	10389437	1533	487,799,584	52,74,50	462,432,481	98,105,118	534	74	1.40043532326e-12	1.17792171079e-10	0.565,0.599,0.618	0.395,0.363,0.361	0.221
1863	"FBgn0022764"	"Sin3A"	chr2R	-	12581638	12581951	12581638	12581939	12582288	12583829	1863	86,81,60	154,144,104	99,114,156	59,86,106	86	74	1.04705133452e-11	8.34334589718e-10	0.325,0.326,0.332	0.591,0.533,0.559	-0.233
2111	"FBgn0042693"	"PP2A-B'"	chr3R	+	18169483	18170098	18169656	18170098	18167756	18167867	2111	316,521,406	9,21,7	489,554,680	38,72,73	247	74	1.3515188968e-11	1.02309980488e-09	0.913,0.881,0.946	0.794,0.697,0.736	0.171
1665	"FBgn0040666"	"CG12848"	chr2R	-	24762565	24762981	24762565	24762972	24763032	24763094	1665	15,27,12	26,52,32	6,12,11	128,95,123	83	74	1.80969683683e-11	1.30470524331e-09	0.34,0.316,0.251	0.04,0.101,0.074	0.231
821	"FBgn0032006"	"Pvr"	chr2L	-	8220979	8222114	8220979	8221967	8222225	8222376	821	2013,2423,1819	59,59,75	788,1315,1098	5,12,13	221	74	1.44290912552e-10	9.92983825471e-09	0.92,0.932,0.89	0.981,0.973,0.966	-0.059
587	"FBgn0034914"	"CG5554"	chr2R	+	23846106	23847024	23846127	23847024	23845765	23845940	587	27,34,22	320,391,298	39,55,51	139,240,245	95	74	2.30592989148e-10	1.51790341552e-08	0.062,0.063,0.054	0.179,0.151,0.14	-0.097
831	"FBgn0082598"	"akirin"	chr3L	+	7371706	7372072	7371731	7372072	7369842	7370068	831	583,846,671	27,51,39	983,844,1007	16,22,12	99	74	2.81314305184e-10	1.77462440854e-08	0.942,0.925,0.928	0.979,0.966,0.984	-0.045
174	"FBgn0038787"	"CG4360"	chr3R	-	20324273	20326228	20324273	20326152	20326315	20326798	174	57,87,63	129,121,113	56,84,79	40,48,56	150	74	9.01912877715e-10	5.46198438744e-08	0.179,0.262,0.216	0.409,0.463,0.41	-0.208
657	"FBgn0035028"	"Start1"	chr2R	+	24577152	24577299	24577175	24577299	24576565	24577107	657	1,3,1	49,46,35	14,14,23	53,37,66	97	74	1.28897581497e-09	7.50580532256e-08	0.015,0.047,0.021	0.168,0.224,0.21	-0.173
1740	"FBgn0003660"	"Syb"	chr2R	-	10250878	10251213	10250878	10251144	10251927	10251984	1740	856,1060,873	340,600,450	1026,1111,1239	918,936,1144	143	74	1.73119674152e-09	9.70752543208e-08	0.566,0.478,0.501	0.366,0.381,0.359	0.146
629	"FBgn0020236"	"ATPCL"	chr2R	-	15996166	15996365	15996166	15996314	15996894	15997218	629	680,808,599	1,7,2	267,357,347	6,14,15	125	74	1.89736859557e-09	1.02593430489e-07	0.998,0.986,0.994	0.963,0.938,0.932	0.048
303	"FBgn0265523"	"Smr"	chrX	-	12730933	12732400	12730933	12731906	12742318	12742444	303	61,118,90	27,38,26	302,298,370	39,28,45	568	74	2.0468903239e-09	1.06861791393e-07	0.227,0.288,0.311	0.502,0.581,0.517	-0.258
1739	"FBgn0266186"	"Vamp7"	chr2R	-	9841846	9842225	9841846	9842167	9842300	9842502	1739	27,78,49	322,345,243	58,82,80	153,198,208	132	74	2.33990848919e-09	1.18087381754e-07	0.045,0.112,0.102	0.175,0.188,0.177	-0.094
1200	"FBgn0027279"	"l(1)G0196"	chrX	+	22500997	22502869	22502194	22502869	22498306	22498619	1200	492,716,494	172,175,139	558,618,760	70,102,113	1271	74	5.12515208051e-09	2.50305814513e-07	0.143,0.192,0.171	0.317,0.261,0.281	-0.118
1748	"FBgn0031228"	"CG11455"	chr2L	+	155545	155784	155637	155784	155334	155429	1748	410,615,502	3,11,8	450,549,601	33,21,31	166	74	6.94621427044e-09	3.2864276267e-07	0.984,0.961,0.965	0.859,0.921,0.896	0.078
883	"FBgn0261802"	"CG42748"	chr2L	+	22158491	22159611	22158512	22159611	22156620	22156815	883	1,1,4	40,53,53	8,11,7	21,28,20	95	74	2.42006498175e-08	1.11029647951e-06	0.019,0.014,0.056	0.229,0.234,0.214	-0.196
308	"FBgn0086377"	"Syx7"	chr3L	+	21446160	21446375	21446197	21446375	21445833	21446023	308	11,16,14	274,425,285	32,39,50	335,310,361	111	74	2.705899671e-08	1.20492120644e-06	0.026,0.024,0.032	0.06,0.077,0.085	-0.047
501	"FBgn0250837"	"dUTPase"	chr2L	+	11011453	11012135	11011471	11012135	11011311	11011379	501	202,218,195	86,125,88	107,101,114	89,146,141	92	74	2.98790238107e-08	1.29248120141e-06	0.654,0.584,0.641	0.492,0.358,0.394	0.212
