pos	region	seqclass	seqname	values
20	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
21	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
22	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
23	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
24	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
25	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
26	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
27	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
28	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
29	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
30	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
31	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
32	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
33	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
34	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
35	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
36	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
37	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
38	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
39	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
40	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
41	seq4	moreincluded	chrX:-:18637330-18637573:18637412-18637573:18636613-18636873	0.0
