ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3014	"FBgn0020236"	"ATPCL"	chr2R	-	15996166	15996365	15996166	15996314	15996894	15997218	3014	680,808,599	1,7,2	607,570,687	28,30,35	124	74	0.0	0.0	0.998,0.986,0.994	0.928,0.919,0.921	0.07
3345	"FBgn0024491"	"Bin1"	chr3R	-	16189202	16189387	16189202	16189374	16189504	16189564	3345	61,90,46	10,25,17	128,107,131	213,152,205	86	74	0.0	0.0	0.84,0.756,0.7	0.341,0.377,0.355	0.408
3349	"FBgn0024491"	"Bin1"	chr3R	-	16189198	16189416	16189198	16189374	16189504	16189564	3349	123,203,123	10,25,17	283,237,286	213,152,205	115	74	0.0	0.0	0.888,0.839,0.823	0.461,0.501,0.473	0.372
3351	"FBgn0024491"	"Bin1"	chr3R	-	16189198	16189403	16189198	16189374	16189504	16189564	3351	97,149,105	10,25,17	229,173,218	213,152,205	102	74	0.0	0.0	0.876,0.812,0.818	0.438,0.452,0.436	0.393
4817	"FBgn0034858"	"eIF2B-delta"	chr2R	+	23386941	23387612	23387006	23387612	23386520	23386622	4817	63,95,81	19,15,22	51,30,63	89,52,83	138	74	0.0	0.0	0.64,0.773,0.664	0.235,0.236,0.289	0.439
6405	"FBgn0033212"	"CG1399"	chr2R	-	7677069	7678404	7677069	7677734	7678569	7678623	6405	341,513,413	10,13,10	402,335,445	69,34,59	148	74	0.0	0.0	0.945,0.952,0.954	0.744,0.831,0.79	0.162
8401	"FBgn0002783"	"mor"	chr3R	-	15968574	15969594	15968574	15969402	15969881	15970092	8401	394,536,450	42,40,54	361,313,363	110,105,110	148	74	0.0	0.0	0.824,0.87,0.806	0.621,0.598,0.623	0.219
9718	"FBgn0033463"	"CG1513"	chr2R	-	9883896	9884206	9883896	9884002	9884621	9884687	9718	249,317,251	9,11,10	302,176,287	46,47,68	148	74	0.0	0.0	0.933,0.935,0.926	0.766,0.652,0.678	0.233
6203	"FBgn0022160"	"Gpo-1"	chr2R	-	15860600	15860753	15860600	15860722	15862682	15862755	6203	58,69,51	1,1,0	117,86,143	36,17,35	104	74	2.77555756156e-15	2.94455817753e-12	0.976,0.98,1.0	0.698,0.783,0.744	0.244
2655	"FBgn0051151"	"wge"	chr3R	-	22714533	22716664	22714533	22716631	22716933	22717050	2655	10,39,19	52,73,46	72,60,67	17,18,35	106	74	5.88418203051e-15	5.61821700273e-12	0.118,0.272,0.224	0.747,0.699,0.572	-0.468
7472	"FBgn0266186"	"Vamp7"	chr2R	-	9841846	9842225	9841846	9842167	9842300	9842502	7472	27,78,49	322,345,243	156,83,116	289,235,244	131	74	4.98490138057e-14	4.32689439833e-11	0.045,0.113,0.102	0.234,0.166,0.212	-0.117
4477	"FBgn0038742"	"Arc42"	chr3R	+	19877968	19878208	19878005	19878208	19877736	19877911	4477	159,225,155	2,0,1	220,200,272	27,17,19	110	74	8.48210390814e-14	6.74892734291e-11	0.982,1.0,0.991	0.846,0.888,0.906	0.111
