ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1168	"FBgn0035438"	"PHGPx"	chr3L	+	3326264	3326712	3326264	3326367	3327859	3328183	1168	2002,2698,2095	588,870,639	2091,1691,2018	1543,1093,1562	419	74	0.0	0.0	0.376,0.354,0.367	0.193,0.215,0.186	0.168
14554	"FBgn0261673"	"nemy"	chr2R	-	12665564	12665799	12665744	12665799	12664984	12665232	14554	411,641,485	30,45,29	473,382,525	106,97,113	254	74	0.0	0.0	0.8,0.806,0.83	0.565,0.534,0.575	0.254
14568	"FBgn0261673"	"nemy"	chr2R	-	12665615	12665799	12665744	12665799	12664984	12665232	14568	256,400,309	30,45,29	302,228,328	106,97,113	203	74	0.0	0.0	0.757,0.764,0.795	0.509,0.461,0.514	0.277
14569	"FBgn0261673"	"nemy"	chr2R	-	12665591	12665799	12665744	12665799	12664984	12665232	14569	303,463,348	30,45,29	324,265,370	106,97,113	227	74	0.0	0.0	0.767,0.77,0.796	0.499,0.471,0.516	0.282
14570	"FBgn0261673"	"nemy"	chr2R	-	12665593	12665799	12665744	12665799	12664984	12665232	14570	301,459,348	30,45,29	323,262,366	106,97,113	225	74	0.0	0.0	0.767,0.77,0.798	0.501,0.47,0.516	0.283
3127	"FBgn0035422"	"RpL28"	chr3L	-	3222744	3222960	3222926	3222960	3221881	3221981	3127	86,118,92	192,977,591	151,93,141	2755,2353,2626	256	74	0.0	0.0	0.115,0.034,0.043	0.016,0.011,0.015	0.05
5036	"FBgn0024491"	"Bin1"	chr3R	-	16189428	16189564	16189504	16189564	16189202	16189374	5036	147,312,184	10,25,17	508,420,582	213,152,205	150	74	0.0	0.0	0.879,0.86,0.842	0.541,0.577,0.583	0.293
5164	"FBgn0260233"	"CG42507"	chr3L	-	14757841	14757962	14757907	14757962	14756903	14757330	5164	103,156,81	3,8,4	89,75,102	44,47,64	140	74	0.0	0.0	0.948,0.912,0.915	0.517,0.458,0.457	0.448
5168	"FBgn0260233"	"CG42507"	chr3L	-	14757793	14757962	14757907	14757962	14756903	14757330	5168	35,62,26	3,8,4	42,34,40	44,47,64	188	74	0.0	0.0	0.821,0.753,0.719	0.273,0.222,0.197	0.534
7352	"FBgn0013263"	"Trl"	chr3L	-	14757662	14757962	14757907	14757962	14756903	14757330	7352	57,118,52	3,8,4	72,65,73	44,47,64	319	74	0.0	0.0	0.815,0.774,0.751	0.275,0.243,0.209	0.538
7355	"FBgn0013263"	"Trl"	chr3L	-	14757483	14757962	14757907	14757962	14756903	14757330	7355	181,260,152	3,8,4	140,122,172	44,47,64	498	74	0.0	0.0	0.9,0.828,0.85	0.321,0.278,0.285	0.565
2373	"FBgn0020238"	"14-3-3epsilon"	chr3R	+	18247970	18248158	18247970	18248151	18248214	18248579	2373	125,158,157	1647,1792,1330	223,183,197	977,769,960	81	74	1.11022302463e-16	1.22756505816e-13	0.065,0.075,0.097	0.173,0.179,0.158	-0.091
5032	"FBgn0024491"	"Bin1"	chr3R	-	16189455	16189564	16189504	16189564	16189202	16189374	5032	71,179,78	10,25,17	289,256,327	213,152,205	123	74	1.11022302463e-16	1.22756505816e-13	0.81,0.812,0.734	0.449,0.503,0.49	0.305
3106	"FBgn0035422"	"RpL28"	chr3L	-	3222365	3222600	3222574	3222600	3221883	3221981	3106	69,114,118	20,31,16	769,606,819	23,20,28	283	74	4.88498130835e-15	5.01548009473e-12	0.474,0.49,0.659	0.897,0.888,0.884	-0.349
12207	"FBgn0043070"	"MESK2"	chr2R	+	21512092	21512315	21512092	21512177	21514208	21514994	12207	159,200,163	121,99,78	381,271,366	58,54,69	212	74	1.21014309684e-14	1.1596397916e-11	0.314,0.414,0.422	0.696,0.637,0.649	-0.277
6391	"FBgn0036974"	"eRF1"	chr3L	+	20348354	20348650	20348354	20348385	20348941	20349206	6391	113,183,162	29,68,38	109,89,111	111,112,90	339	74	1.60982338571e-14	1.44622508414e-11	0.46,0.37,0.482	0.177,0.148,0.212	0.258
441	"FBgn0032859"	"Arpc2"	chr2L	+	20422298	20422415	20422298	20422411	20422468	20423027	441	7,43,31	265,537,394	81,69,101	420,340,426	78	74	1.78745906965e-14	1.51134921571e-11	0.024,0.071,0.069	0.155,0.161,0.184	-0.112
15290	"FBgn0259978"	"vlc"	chr2R	+	5702111	5702293	5702111	5702187	5702866	5702947	15290	319,440,292	7,6,5	349,290,332	34,25,37	180	74	4.99600361081e-14	3.98958643899e-11	0.949,0.968,0.96	0.808,0.827,0.787	0.152
7398	"FBgn0027948"	"msps"	chr3R	+	16051234	16051408	16051234	16051348	16052074	16052833	7398	6,3,2	0,0,0	0,0,0	2,1,1	134	74	6.17284001692e-14	4.66991591596e-11	1.0,1.0,1.0	0.0,0.0,0.0	1.0
6398	"FBgn0036974"	"eRF1"	chr3L	+	20348354	20348650	20348354	20348421	20348941	20349206	6398	113,183,162	36,96,55	109,89,111	131,121,148	303	74	9.61453139325e-14	6.90996371233e-11	0.434,0.318,0.418	0.169,0.152,0.155	0.231
12949	"FBgn0020309"	"crol"	chr2L	-	11802286	11803674	11802904	11803674	11800154	11800322	12949	1633,1901,1361	24,23,18	1526,1466,2005	65,51,95	692	74	1.59872115546e-13	1.09428656612e-10	0.879,0.898,0.89	0.715,0.755,0.693	0.168
12950	"FBgn0020309"	"crol"	chr2L	-	11802370	11803674	11802904	11803674	11800154	11800322	12950	1370,1648,1191	24,23,18	1321,1282,1748	65,51,95	608	74	3.1785685195e-13	2.07676108633e-10	0.874,0.897,0.89	0.712,0.754,0.691	0.168
6189	"FBgn0261802"	"CG42748"	chr2L	+	22156620	22157055	22156620	22156815	22158512	22159611	6189	11,16,18	40,53,53	68,39,53	35,27,46	314	74	7.95696841749e-13	4.97275930578e-10	0.061,0.066,0.074	0.314,0.254,0.214	-0.194
15286	"FBgn0259978"	"vlc"	chr2R	+	5702111	5702299	5702111	5702187	5702866	5702947	15286	169,280,179	7,6,5	227,196,205	34,25,37	186	74	1.38833389229e-12	8.31496306991e-10	0.906,0.949,0.934	0.726,0.757,0.688	0.206
15274	"FBgn0259978"	"vlc"	chr2R	+	5702111	5702301	5702111	5702187	5702866	5702947	15274	164,277,176	7,6,5	226,192,203	34,25,37	188	74	1.76580972067e-12	1.015269957e-09	0.902,0.948,0.933	0.723,0.751,0.684	0.208
9769	"FBgn0034708"	"Vps35"	chr2R	+	22185971	22186320	22185971	22186094	22186516	22186704	9769	289,300,246	79,118,78	156,157,165	120,115,157	300	74	2.37443398277e-12	1.31269669494e-09	0.474,0.385,0.438	0.243,0.252,0.206	0.199
15283	"FBgn0259978"	"vlc"	chr2R	+	5702111	5702388	5702111	5702187	5702866	5702947	15283	194,331,216	7,6,5	286,238,253	34,25,37	275	74	5.01465535763e-12	2.66965393002e-09	0.882,0.937,0.921	0.694,0.719,0.648	0.226
1466	"FBgn0002868"	"MtnA"	chr3R	-	9784207	9784370	9784223	9784370	9783406	9783959	1466	342,565,422	26514,35701,28866	882,667,790	34147,24327,30058	90	74	1.27616806012e-11	6.55129989149e-09	0.01,0.013,0.012	0.021,0.022,0.021	-0.01
9750	"FBgn0028690"	"Rpn5"	chr3R	+	5789492	5789714	5789492	5789710	5789769	5790824	9750	7,37,21	280,325,284	85,84,102	494,356,471	78	74	1.98236982385e-11	9.82571856828e-09	0.023,0.097,0.066	0.14,0.183,0.17	-0.102
4938	"FBgn0039266"	"CG11791"	chr3R	+	25050589	25050787	25050589	25050617	25051180	25051556	4938	168,217,195	198,275,203	128,104,198	367,330,363	244	74	2.08860706508e-11	1.00072126512e-08	0.205,0.193,0.226	0.096,0.087,0.142	0.1
3108	"FBgn0035422"	"RpL28"	chr3L	-	3222152	3222379	3222365	3222379	3221883	3221981	3108	40,66,56	42,62,64	143,110,133	393,294,426	287	74	2.66930921811e-11	1.23769840971e-08	0.197,0.215,0.184	0.086,0.088,0.075	0.116
12065	"FBgn0266084"	"Fhos"	chr3L	+	8796999	8797821	8796999	8797226	8798120	8798719	12065	40,60,47	58,73,43	195,131,222	68,75,83	669	74	4.86151119361e-11	2.18373005928e-08	0.071,0.083,0.108	0.241,0.162,0.228	-0.123
9389	"FBgn0041210"	"HDAC4"	chrX	-	13284891	13285632	13285202	13285632	13276434	13276547	9389	146,254,136	0,0,1	189,184,299	11,7,16	385	74	7.74615926957e-11	3.37403919215e-08	1.0,1.0,0.963	0.768,0.835,0.782	0.193
14954	"FBgn0038947"	"Sar1"	chr3R	+	22356684	22357047	22356684	22356749	22357530	22357671	14954	18,17,26	59,110,82	11,10,7	199,144,215	372	74	1.24003030066e-10	5.24241045344e-08	0.057,0.03,0.059	0.011,0.014,0.006	0.038
13998	"FBgn0000083"	"AnxB9"	chr3R	+	21065240	21065414	21065240	21065285	21067445	21067499	13998	323,400,353	187,357,280	375,265,386	546,478,552	203	74	1.29498856083e-10	5.31833302096e-08	0.386,0.29,0.315	0.2,0.168,0.203	0.14
12622	"FBgn0004657"	"mys"	chrX	+	8061644	8061870	8061644	8061725	8063839	8064459	12622	224,320,247	58,109,65	232,167,262	148,103,177	219	74	2.51791476558e-10	1.00534741223e-07	0.566,0.498,0.562	0.346,0.354,0.333	0.198
3457	"FBgn0025741"	"PlexA"	chr4	-	1014275	1014513	1014317	1014513	1013403	1013768	3457	61,119,111	139,171,136	159,138,197	117,78,111	116	74	1.12228593085e-09	4.35992918109e-07	0.219,0.307,0.342	0.464,0.53,0.531	-0.219
12995	"FBgn0261822"	"Bsg"	chr2L	+	8088303	8088516	8088303	8088453	8089490	8089736	12995	78,108,84	7,16,8	98,71,98	45,25,44	137	74	1.3991138248e-09	5.29233213623e-07	0.858,0.785,0.85	0.541,0.605,0.546	0.267
6388	"FBgn0036974"	"eRF1"	chr3L	+	20348354	20348535	20348354	20348385	20348941	20349206	6388	38,47,50	29,68,38	27,22,44	111,112,90	224	74	1.52159951305e-09	5.60806958989e-07	0.302,0.186,0.303	0.074,0.061,0.139	0.172
7996	"FBgn0021765"	"scu"	chrX	+	18091258	18091495	18091258	18091390	18091554	18091796	7996	19,36,18	4,9,4	31,26,28	46,30,37	179	74	1.66061897566e-09	5.96743428903e-07	0.663,0.623,0.65	0.218,0.264,0.238	0.405
8755	"FBgn0047135"	"CG32276"	chr3L	-	3198926	3199047	3198992	3199047	3198751	3198866	8755	5,10,12	283,464,310	45,24,53	515,362,493	140	74	1.7717227685e-09	6.21140074986e-07	0.009,0.011,0.02	0.044,0.034,0.054	-0.031
14000	"FBgn0000083"	"AnxB9"	chr3R	+	21065240	21065416	21065240	21065285	21067445	21067499	14000	225,275,244	187,357,280	278,201,269	546,478,552	205	74	1.83615844751e-09	6.28403369631e-07	0.303,0.218,0.239	0.155,0.132,0.15	0.108
13999	"FBgn0000083"	"AnxB9"	chr3R	+	21065240	21065410	21065240	21065285	21067445	21067499	13999	220,274,242	187,357,280	279,199,269	546,478,552	199	74	2.0825827729e-09	6.96163832039e-07	0.304,0.222,0.243	0.16,0.134,0.153	0.107
10594	"FBgn0013576"	"mtd"	chr3R	-	5305540	5305739	5305710	5305739	5304110	5304182	10594	2,19,6	79,154,82	26,32,34	88,100,94	244	74	2.83252210576e-09	9.2533347155e-07	0.008,0.036,0.022	0.082,0.088,0.099	-0.068
10705	"FBgn0039774"	"CDase"	chr3R	+	30460466	30460908	30460466	30460789	30462814	30462969	10705	352,421,313	131,167,143	271,241,291	198,186,254	193	74	2.91413881914e-09	9.30840697474e-07	0.507,0.492,0.456	0.344,0.332,0.305	0.158
2887	"FBgn0013987"	"MAPk-Ak2"	chrX	-	5764068	5764203	5764093	5764203	5762447	5762681	2887	267,406,258	355,563,383	268,242,296	744,580,735	99	74	3.13850490041e-09	9.80714553011e-07	0.36,0.35,0.335	0.212,0.238,0.231	0.121
1172	"FBgn0035438"	"PHGPx"	chr3L	+	3326264	3326441	3326264	3326367	3327859	3328183	1172	173,307,226	588,870,639	280,215,274	1543,1093,1562	148	74	3.63792940217e-09	1.08940827556e-06	0.128,0.15,0.15	0.083,0.09,0.081	0.058
6395	"FBgn0036974"	"eRF1"	chr3L	+	20348354	20348535	20348354	20348421	20348941	20349206	6395	38,47,50	36,96,55	27,22,44	131,121,148	188	74	3.61760932321e-09	1.08940827556e-06	0.294,0.162,0.264	0.075,0.067,0.105	0.158
10703	"FBgn0039774"	"CDase"	chr3R	+	30460466	30460894	30460466	30460789	30462814	30462969	10703	350,418,313	131,167,143	271,247,289	198,186,254	179	74	4.93296115067e-09	1.44706905265e-06	0.525,0.509,0.475	0.361,0.354,0.32	0.158
