ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1029	"FBgn0029002"	"miple2"	chr3L	+	274594	274813	274594	274807	274866	275018	1029	76,79,111	666,559,721	334,243,327	751,509,707	80	74	0.0	0.0	0.095,0.116,0.125	0.291,0.306,0.3	-0.187
1517	"FBgn0053558"	"mim"	chr2R	-	6927389	6928836	6928508	6928836	6926669	6926821	1517	132,138,135	79,46,63	45,65,57	85,90,110	1193	74	0.0	0.0	0.094,0.157,0.117	0.032,0.043,0.031	0.087
2019	"FBgn0040309"	"Jafrac1"	chrX	+	13329823	13330030	13329823	13329964	13331121	13331994	2019	210,113,197	2497,2200,2677	456,426,578	2922,2262,2954	140	74	0.0	0.0	0.043,0.026,0.037	0.076,0.091,0.094	-0.052
2099	"FBgn0266084"	"Fhos"	chr3L	+	8796999	8797821	8796999	8797226	8798120	8798719	2099	356,291,348	89,94,121	77,58,115	93,87,73	669	74	0.0	0.0	0.307,0.255,0.241	0.084,0.069,0.148	0.167
2169	"FBgn0004657"	"mys"	chrX	+	8061644	8061870	8061644	8061725	8063839	8064459	2169	225,192,159	110,71,88	190,142,183	223,248,338	219	74	0.0	0.0	0.409,0.477,0.379	0.224,0.162,0.155	0.241
2266	"FBgn0010408"	"RpS9"	chr3L	-	9510281	9510651	9510464	9510651	9509889	9510158	2266	1619,1615,1786	8813,8272,10288	194,392,339	3700,5923,5425	257	74	0.0	0.0	0.05,0.053,0.048	0.015,0.019,0.018	0.033
2423	"FBgn0000083"	"AnxB9"	chr3R	+	21065240	21065401	21065240	21065285	21067445	21067499	2423	385,241,277	411,374,419	378,382,557	191,255,270	190	74	0.0	0.0	0.267,0.201,0.205	0.435,0.368,0.446	-0.192
711	"FBgn0028697"	"RpL15"	chr3L	+	27267255	27267459	27267255	27267283	27267591	27267918	711	714,570,618	121,126,213	709,726,889	538,785,898	250	74	0.0	0.0	0.636,0.572,0.462	0.281,0.215,0.227	0.316
97	"FBgn0053129"	"CG33129"	chr2L	-	10967855	10968166	10968133	10968166	10966501	10966621	97	75,64,61	457,290,382	36,31,42	662,801,975	352	74	0.0	0.0	0.033,0.044,0.032	0.011,0.008,0.009	0.027
2602	"FBgn0030151"	"CG1354"	chrX	+	9778867	9778933	9778867	9778913	9779051	9779242	2602	94,63,85	327,290,322	12,11,11	155,224,219	94	74	2.22044604925e-16	4.13225009765e-14	0.185,0.146,0.172	0.057,0.037,0.038	0.124
