ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1053	"FBgn0250823"	"gish"	chr3R	+	16301804	16302372	16301822	16302372	16301244	16301351	1053	429,475,485	234,170,242	150,141,142	319,238,311	91	74	0.0	0.0	0.599,0.694,0.62	0.277,0.325,0.271	0.347
1479	"FBgn0033212"	"CG1399"	chr2R	-	7677069	7678404	7677069	7677734	7678569	7678626	1479	330,303,379	110,98,84	466,522,586	21,21,22	148	74	0.0	0.0	0.6,0.607,0.693	0.917,0.926,0.93	-0.291
1640	"FBgn0027549"	"CG7927"	chr3L	+	8112781	8113320	8113011	8113320	8112493	8112714	1640	137,100,147	176,159,174	22,24,29	151,137,176	148	74	0.0	0.0	0.28,0.239,0.297	0.068,0.081,0.076	0.197
1871	"FBgn0267698"	"Pak"	chr3R	+	6357874	6359022	6358282	6359022	6356749	6357340	1871	46,60,53	167,156,135	7,16,7	166,177,223	148	74	0.0	0.0	0.121,0.161,0.164	0.021,0.043,0.015	0.122
1900	"FBgn0036240"	"CG6928"	chr3L	+	12007493	12008051	12007615	12008051	12007220	12007400	1900	54,46,56	27,28,33	4,3,8	45,31,22	148	74	0.0	0.0	0.5,0.451,0.459	0.043,0.046,0.154	0.389
2221	"FBgn0010909"	"msn"	chr3L	-	2557792	2558389	2557792	2558035	2560115	2560295	2221	575,566,482	63,52,46	189,291,285	84,106,113	148	74	0.0	0.0	0.82,0.845,0.84	0.529,0.579,0.558	0.28
2357	"FBgn0003261"	"Rm62"	chr3R	-	6008036	6008309	6008036	6008306	6008550	6008579	2357	85,78,105	31,31,41	79,111,133	178,209,231	76	74	0.0	0.0	0.728,0.71,0.714	0.302,0.341,0.359	0.383
584	"FBgn0041775"	"tral"	chr3L	+	12517415	12517957	12517427	12517957	12516558	12517059	584	147,114,125	120,105,98	20,42,42	137,154,198	85	74	0.0	0.0	0.516,0.486,0.526	0.113,0.192,0.156	0.356
622	"FBgn0004587"	"B52"	chr3R	+	13662954	13663051	13662969	13663051	13662296	13662404	622	226,212,252	517,450,528	50,62,46	470,560,611	88	74	0.0	0.0	0.269,0.284,0.286	0.082,0.085,0.06	0.204
772	"FBgn0031217"	"CG11377"	chr2L	+	103515	104142	103877	104142	103005	103434	772	431,401,479	8,7,7	510,341,438	65,39,66	148	74	0.0	0.0	0.964,0.966,0.972	0.797,0.814,0.768	0.174
1875	"FBgn0052423"	"shep"	chr3L	-	5162455	5162631	5162455	5162610	5162966	5163149	1875	164,141,164	291,266,289	77,96,80	410,406,431	94	74	1.11022302463e-16	1.56339587741e-14	0.307,0.294,0.309	0.129,0.157,0.127	0.166
2179	"FBgn0261602"	"RpL8"	chr3L	+	2587575	2587890	2587750	2587890	2587455	2587513	2179	666,543,657	5899,4972,5828	226,348,402	4607,6163,7528	148	74	4.4408920985e-16	5.73245155048e-14	0.053,0.052,0.053	0.024,0.027,0.026	0.027
722	"FBgn0003495"	"spz"	chr3R	-	27066607	27066884	27066607	27066665	27067121	27067199	722	417,376,374	269,246,241	246,255,241	335,369,402	148	74	2.33146835171e-15	2.77803421292e-13	0.437,0.433,0.437	0.269,0.257,0.231	0.183
1926	"FBgn0001248"	"Idh"	chr3L	-	8356403	8357935	8356403	8357905	8360792	8360906	1926	67,57,46	258,254,224	20,22,21	305,301,327	103	74	2.18047802036e-13	2.4125431811e-11	0.157,0.139,0.129	0.045,0.05,0.044	0.095
1738	"FBgn0001149"	"GstD1"	chr3R	-	12367816	12368593	12367816	12368575	12369202	12369268	1738	92,87,87	1426,912,1265	19,34,35	793,1244,1265	91	74	6.32938146339e-13	6.53614125786e-11	0.05,0.072,0.053	0.019,0.022,0.022	0.037
1475	"FBgn0033636"	"tou"	chr2R	-	11581627	11582145	11581627	11581749	11583014	11587025	1475	74,75,68	49,50,63	19,27,26	49,71,73	148	74	8.390288464e-12	7.64503342984e-10	0.43,0.429,0.351	0.162,0.16,0.151	0.246
2093	"FBgn0026620"	"tacc"	chr3R	-	4737472	4737780	4737472	4737738	4741851	4744182	2093	195,163,128	33,39,27	76,93,106	39,64,73	115	74	8.29836199756e-12	7.64503342984e-10	0.792,0.729,0.753	0.556,0.483,0.483	0.251
381	"FBgn0010772"	"Xe7"	chr3R	-	5667097	5667388	5667097	5667305	5667692	5667950	381	74,47,71	84,78,77	43,48,61	233,118,227	148	74	1.31048505381e-11	1.12774519353e-09	0.306,0.232,0.316	0.084,0.169,0.118	0.161
2129	"FBgn0042693"	"PP2A-B'"	chr3R	+	18169483	18170098	18169656	18170098	18167756	18167867	2129	343,262,255	28,8,15	264,325,375	38,72,73	148	74	3.68727270939e-11	3.00609759308e-09	0.86,0.942,0.895	0.776,0.693,0.72	0.169
1248	"FBgn0036493"	"CG7255"	chr3L	+	15308920	15311195	15310957	15311195	15308559	15308835	1248	127,85,96	118,88,113	41,62,42	107,128,141	148	74	5.46261702539e-10	4.23079688616e-08	0.35,0.326,0.298	0.161,0.195,0.13	0.163
1890	"FBgn0020767"	"Spred"	chr2R	-	14762918	14763074	14762918	14763008	14763830	14763999	1890	242,216,201	34,43,37	264,289,271	10,18,16	139	74	6.69111432927e-10	4.93549337907e-08	0.791,0.728,0.743	0.934,0.895,0.9	-0.156
632	"FBgn0020236"	"ATPCL"	chr2R	-	15996166	15996365	15996166	15996314	15996894	15997218	632	521,500,470	55,59,55	267,357,347	6,14,15	124	74	7.05519864752e-10	4.96750122955e-08	0.85,0.835,0.836	0.964,0.938,0.932	-0.104
2092	"FBgn0026620"	"tacc"	chr3R	-	4737472	4737780	4737472	4737738	4739571	4739615	2092	150,114,103	16,11,9	44,61,60	26,28,19	115	74	9.49544443074e-10	6.3949754014e-08	0.858,0.87,0.88	0.521,0.584,0.67	0.278
1881	"FBgn0022764"	"Sin3A"	chr2R	-	12580115	12580630	12580115	12580612	12581201	12581577	1881	155,173,133	52,55,31	86,121,106	79,77,81	91	74	1.58274349182e-09	9.90575263551e-08	0.708,0.719,0.777	0.47,0.561,0.516	0.219
2262	"FBgn0011642"	"Zyx"	chr4	-	1059100	1059351	1059100	1059288	1059418	1059836	2262	278,171,185	79,50,53	64,73,74	40,72,55	136	74	1.59873347894e-09	9.90575263551e-08	0.657,0.65,0.655	0.465,0.356,0.423	0.239
657	"FBgn0016694"	"Pdp1"	chr3L	-	7816483	7816740	7816483	7816725	7817436	7817662	657	11,1,7	136,104,87	12,16,33	38,84,61	88	74	1.8766028731e-09	1.11802225017e-07	0.064,0.008,0.063	0.21,0.138,0.313	-0.175
318	"FBgn0267795"	"CG32138"	chr3L	+	14069891	14070369	14069921	14070369	14068807	14068927	318	380,298,367	4,3,10	290,308,310	24,21,21	103	74	2.55649890146e-09	1.46667288828e-07	0.986,0.986,0.963	0.897,0.913,0.914	0.07
1677	"FBgn0040666"	"CG12848"	chr2R	-	24762565	24762981	24762565	24762972	24763032	24763094	1677	20,15,26	52,40,76	6,12,11	128,95,123	82	74	2.67951560939e-09	1.48234631391e-07	0.258,0.253,0.236	0.041,0.102,0.075	0.176
2252	"FBgn0001123"	"Galphas"	chr2R	+	23946437	23946520	23946446	23946520	23946136	23946261	2252	168,143,218	622,471,641	223,269,282	434,441,482	82	74	2.8235633831e-09	1.50817230359e-07	0.196,0.215,0.235	0.317,0.355,0.346	-0.124
1488	"FBgn0021764"	"sdk"	chrX	+	741678	741876	741690	741876	740426	740858	1488	4,4,1	0,0,0	5,1,0	3,3,2	85	74	4.43381964477e-09	2.28932887658e-07	1.0,1.0,1.0	0.592,0.225,0.0	0.728
505	"FBgn0031589"	"CG3714"	chr2L	-	4196474	4196814	4196474	4196779	4197964	4198071	505	28,25,27	28,15,23	9,19,19	54,52,65	108	74	4.76093586776e-09	2.37893214812e-07	0.407,0.533,0.446	0.102,0.2,0.167	0.306
261	"FBgn0031220"	"CG4822"	chr2L	-	119133	119375	119133	119235	119430	119554	261	1889,1770,1507	40,22,23	664,1035,959	39,36,37	148	74	1.19990481995e-08	5.80828926907e-07	0.959,0.976,0.97	0.895,0.935,0.928	0.049
2275	"FBgn0032101"	"CG9586"	chr2L	-	9165420	9165872	9165420	9165842	9165942	9166164	2275	41,28,32	378,367,469	8,7,7	268,273,373	103	74	2.17732322172e-08	1.02202232438e-06	0.072,0.052,0.047	0.021,0.018,0.013	0.04
610	"FBgn0004913"	"Gnf1"	chr3R	+	4908181	4909090	4908247	4909090	4906788	4908119	610	31,37,38	206,166,162	5,13,10	147,152,150	139	74	5.35683121194e-08	2.44050927862e-06	0.074,0.106,0.111	0.018,0.044,0.034	0.065
2264	"FBgn0033463"	"CG1513"	chr2R	-	9883896	9884206	9883896	9884002	9884621	9884708	2264	186,147,196	78,76,77	351,299,368	91,54,65	148	74	6.31129963846e-08	2.79320089714e-06	0.544,0.492,0.56	0.659,0.735,0.739	-0.179
317	"FBgn0267795"	"CG32138"	chr3L	+	14065588	14067268	14065615	14067268	14065071	14065158	317	93,78,41	139,114,119	59,74,91	292,302,417	100	74	7.93274647082e-08	3.41328452314e-06	0.331,0.336,0.203	0.13,0.153,0.139	0.149
136	"FBgn0261983"	"l(2)gd1"	chr2L	+	11110104	11110249	11110158	11110249	11109355	11109507	136	88,72,88	79,89,101	46,41,29	99,93,101	127	74	9.96086773064e-08	4.06036424073e-06	0.394,0.32,0.337	0.213,0.204,0.143	0.164
2344	"FBgn0030974"	"CG7358"	chrX	-	18890066	18890481	18890066	18890448	18890740	18891860	2344	71,71,68	8,8,10	38,54,45	0,0,1	106	74	9.94344437899e-08	4.06036424073e-06	0.861,0.861,0.826	1.0,1.0,0.969	-0.14
1539	"FBgn0260944"	"Rbp1"	chr3R	+	10785402	10786465	10786157	10786465	10784556	10784923	1539	74,51,68	563,506,655	58,50,44	160,259,219	148	74	1.75641700184e-07	6.97612804064e-06	0.062,0.048,0.049	0.153,0.088,0.091	-0.058
2157	"FBgn0040297"	"Nhe2"	chr2L	+	21125316	21125439	21125346	21125439	21124439	21124521	2157	26,16,20	12,14,11	0,5,5	20,11,17	103	74	2.28672450309e-07	8.85534063822e-06	0.609,0.451,0.566	0.0,0.246,0.174	0.402
