target_id	length	eff_length	est_counts	tpm
FBtr0302391	2612	2538.97	0	0
FBtr0299728	3946	3776.08	0	0
FBtr0333191	4111	3932.24	0	0
FBtr0077629	1785	1620.56	1042.18	21.7999
FBtr0077628	998	819.582	6	0.24816
FBtr0077623	619	443.641	1.94867	0.148895
FBtr0077622	415	238.551	42.7839	6.07957
FBtr0077621	391	220.827	7555.81	1159.85
FBtr0077627	2889	2710.39	1512.53	18.9167
FBtr0077626	2998	2809.09	3221.31	38.8723
FBtr0077625	3088	2891.42	299.161	3.50726
FBtr0072052	1410	1222.24	296228	8215.68
FBtr0072051	788	609.244	0	0
FBtr0072050	1249	1070.24	0	0
FBtr0072057	870	667.031	111	5.64093
FBtr0072056	1052	873.244	0	0
FBtr0072059	1221	981.447	3	0.103616
FBtr0072058	3845	3753.11	1804.93	16.302
FBtr0088225	1139	942.549	7128.35	256.365
FBtr0088224	1076	884.797	147.63	5.65595
FBtr0088227	3220	2975.09	1911.35	21.7777
FBtr0088226	724	552.763	1853.62	113.672
FBtr0088221	1200	1012.59	0	0
FBtr0088223	1523	1310.16	2360.38	61.0705
FBtr0088222	1138	940.014	164	5.91402
FBtr0088228	1549	1377.04	6058	149.127
FBtr0308321	6762	6625.98	164.761	0.842904
FBtr0308320	3151	3001.06	26.1315	0.295164
FBtr0308323	6713	6577.36	0	0
FBtr0308322	3799	3746.25	30.4496	0.275523
FBtr0308325	7938	7659.22	0	0
FBtr0308324	6806	6668.71	6.39081e-07	3.24853e-09
FBtr0308327	8457	8181.77	172.903	0.716354
FBtr0308326	6286	5979.48	171.552	0.972537
FBtr0308329	7097	6808.12	2530.88	12.6014
FBtr0308328	8643	8360.33	109.52	0.444062
FBtr0085138	2050	1846.28	1764.56	32.3977
FBtr0085139	1909	1702.08	3242.37	64.5739
FBtr0085132	2635	2429.32	2537.69	35.4101
FBtr0085133	1130	960.042	3	0.105926
FBtr0085130	2897	2677.67	1	0.0126595
FBtr0085131	1556	1401.39	1137	27.5027
FBtr0085136	1514	1335.24	0	0
FBtr0085137	2128	1915.65	1155.58	20.4483
FBtr0085135	1054	868.318	1	0.0390386
FBtr0080989	852	673.244	0	0
FBtr0332234	4146	3978.19	0	0
FBtr0333107	9521	9250.31	0	0
FBtr0073015	1296	1114.03	1984	60.3695
FBtr0073016	3020	2843.78	5800	69.1361
FBtr0309054	3821	3642.24	0	0
FBtr0309055	754	584.183	180.967	10.5009
FBtr0309056	4422	4047.09	30	0.251276
FBtr0333100	2497	2340.43	88.6194	1.28353
FBtr0333109	9722	9436.13	4733.16	17.0032
FBtr0333108	9265	8983.7	67.4787	0.254616
FBtr0303755	710	531.244	0	0
FBtr0303757	5340	5259.55	0	0
FBtr0303756	4522	4351	562.509	4.38242
FBtr0303751	3009	2898.65	213.353	2.49504
FBtr0303750	11586	11482.8	98.3553	0.290352
FBtr0088736	432	243.716	6	0.834529
FBtr0303759	3841	3552.84	468.767	4.47255
FBtr0303758	1942	1726.88	130.577	2.56317
FBtr0345678	4114	3792.65	49.8817	0.445832
FBtr0309588	112	16.0082	0	0
FBtr0309583	103	15.16	0	0
FBtr0309580	134	19.2389	0	0
FBtr0309586	111	16.0129	2	4.23384
FBtr0110942	2184	2017.91	171.428	2.87974
FBtr0110941	5141	4821.1	3475.92	24.4398
FBtr0110947	892	725.109	7.65874e-07	3.58037e-08
FBtr0110944	706	532.861	23	1.46315
FBtr0081259	2062	1899.94	824	14.7015
FBtr0081258	1366	1225.23	2378	65.7915
FBtr0081253	2305	2099.08	0	0
FBtr0081252	703	524.244	0	0
FBtr0081251	1316	1159.48	6	0.175412
FBtr0081250	657	485.588	10	0.698081
FBtr0081257	1146	962.374	0	0
FBtr0082052	4958	4756.11	411.339	2.93172
FBtr0081254	4694	4404.06	12231	94.1422
FBtr0082053	2836	2601.76	0	0
FBtr0345674	4482	4282.88	375.468	2.97174
FBtr0082055	1684	1540.93	65.991	1.45169
FBtr0074549	920	741.244	0	0
FBtr0082056	2113	1939.71	113.009	1.97492
FBtr0080588	2343	2214.24	1	0.0153091
FBtr0074540	843	649.285	496	25.8952
FBtr0074546	2397	2218.24	0	0
FBtr0074545	5686	5393.7	0	0
FBtr0334600	908	729.244	0	0
FBtr0333173	2668	2489.24	0	0
FBtr0334609	6583	6533.75	0	0
