ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1012	"FBgn0004919"	"gol"	chr2R	-	25074036	25075338	25075241	25075338	25073277	25073589	1012	124,146,115	2,2,3	152,69,58	35,15,23	148	74	0.0	0.0	0.969,0.973,0.95	0.685,0.697,0.558	0.317
1032	"FBgn0029002"	"miple2"	chr3L	+	274594	274813	274594	274807	274866	275018	1032	27,50,35	391,527,433	205,160,270	407,433,508	79	74	0.0	0.0	0.061,0.082,0.07	0.321,0.257,0.332	-0.232
1099	"FBgn0036974"	"eRF1"	chr3L	+	20348354	20348650	20348354	20348421	20348941	20349206	1099	29,74,41	36,96,55	45,15,19	296,208,173	148	74	0.0	0.0	0.287,0.278,0.272	0.071,0.035,0.052	0.226
1102	"FBgn0036974"	"eRF1"	chr3L	+	20348354	20348650	20348354	20348385	20348941	20349206	1102	19,58,32	29,68,38	37,11,11	328,130,117	148	74	0.0	0.0	0.247,0.299,0.296	0.053,0.041,0.045	0.234
1253	"FBgn0013263"	"Trl"	chr3L	-	14757662	14757962	14757907	14757962	14756903	14757330	1253	29,46,19	3,8,4	52,35,64	116,54,102	148	74	0.0	0.0	0.829,0.742,0.704	0.183,0.245,0.239	0.536
1255	"FBgn0013263"	"Trl"	chr3L	-	14757483	14757962	14757907	14757962	14756903	14757330	1255	81,97,64	3,8,4	77,65,99	116,54,102	148	74	0.0	0.0	0.931,0.858,0.889	0.249,0.376,0.327	0.575
1256	"FBgn0013263"	"Trl"	chr3L	-	14757841	14757962	14757907	14757962	14756903	14757330	1256	103,156,81	3,8,4	167,97,146	116,54,102	139	74	0.0	0.0	0.948,0.912,0.915	0.434,0.489,0.432	0.473
1478	"FBgn0037262"	"MED31"	chr3R	+	4641962	4642428	4641962	4642008	4642568	4642658	1478	101,183,136	0,2,1	261,126,196	46,28,22	148	74	0.0	0.0	1.0,0.979,0.986	0.739,0.692,0.817	0.239
1479	"FBgn0037262"	"MED31"	chr3R	+	4641962	4642422	4641962	4642008	4642568	4642658	1479	29,68,47	0,2,1	65,14,23	46,28,22	148	74	0.0	0.0	1.0,0.944,0.959	0.414,0.2,0.343	0.649
151	"FBgn0020279"	"lig"	chr2R	+	8073973	8074500	8073973	8074404	8075472	8075607	151	1334,1278,1038	11,9,10	1487,830,798	82,32,45	148	74	0.0	0.0	0.984,0.986,0.981	0.901,0.928,0.899	0.074
1758	"FBgn0015218"	"eIF-4E"	chr3L	-	9402209	9402460	9402279	9402460	9400582	9400953	1758	96,108,67	120,177,132	105,62,32	576,422,361	143	74	0.0	0.0	0.293,0.24,0.208	0.086,0.071,0.044	0.18
216	"FBgn0029897"	"RpL17"	chrX	-	6744108	6744238	6744195	6744238	6743057	6743148	216	147,207,147	95,115,112	227,77,105	1140,210,321	148	74	0.0	0.0	0.436,0.474,0.396	0.091,0.155,0.141	0.306
2173	"FBgn0004657"	"mys"	chrX	+	8061644	8061870	8061644	8061725	8063839	8064459	2173	176,269,188	58,109,65	206,127,135	355,133,236	148	74	0.0	0.0	0.603,0.552,0.591	0.225,0.323,0.222	0.325
2274	"FBgn0010408"	"RpS9"	chr3L	-	9510281	9510651	9510464	9510651	9509889	9510158	2274	909,1625,1180	6484,8309,6351	775,125,145	10739,4302,3386	148	74	0.0	0.0	0.066,0.089,0.085	0.035,0.014,0.021	0.057
87	"FBgn0038294"	"Mf"	chr3R	-	15176538	15178489	15178279	15178489	15176363	15176433	87	82,96,81	609,918,676	55,10,23	2273,575,678	148	74	0.0	0.0	0.063,0.05,0.057	0.012,0.009,0.017	0.044
209	"FBgn0035438"	"PHGPx"	chr3L	+	3326264	3326712	3326264	3326367	3327859	3328183	209	659,913,727	588,870,639	1046,493,521	1582,1120,1155	148	74	1.11022302463e-16	1.30381816455e-14	0.359,0.344,0.363	0.248,0.18,0.184	0.151
2686	"FBgn0011760"	"ctp"	chrX	+	4688202	4688672	4688202	4688317	4691636	4691844	2686	43,52,32	632,804,649	139,108,132	986,673,624	148	74	6.88338275268e-15	7.60816246605e-13	0.033,0.031,0.024	0.066,0.074,0.096	-0.049
2507	"FBgn0260936"	"scny"	chr3L	+	5774413	5775013	5774413	5774846	5775188	5775845	2507	61,82,46	7,11,5	62,28,26	40,27,34	148	74	6.46149800332e-14	6.74508597124e-12	0.813,0.788,0.821	0.437,0.341,0.277	0.456
259	"FBgn0033486"	"dmpd"	chr2R	+	10117693	10117899	10117693	10117868	10118031	10118542	259	3,6,11	49,66,71	44,40,35	85,59,49	104	74	2.3625545964e-13	2.33644215086e-11	0.042,0.061,0.099	0.269,0.325,0.337	-0.243
1885	"FBgn0039774"	"CDase"	chr3R	+	30460466	30460894	30460466	30460789	30462814	30462969	1885	333,395,295	131,167,143	218,152,111	204,157,128	148	74	2.49023024423e-13	2.33957131445e-11	0.56,0.542,0.508	0.348,0.326,0.302	0.211
1886	"FBgn0039774"	"CDase"	chr3R	+	30460466	30460908	30460466	30460789	30462814	30462969	1886	335,398,295	131,167,143	219,151,115	204,157,128	148	74	3.1963320879e-13	2.85995618722e-11	0.561,0.544,0.508	0.349,0.325,0.31	0.21
1947	"FBgn0039467"	"CG14253"	chr3R	+	26980517	26981101	26980517	26980702	26983962	26984217	1947	248,346,252	3,6,6	391,243,260	31,43,25	148	74	4.90385509977e-13	4.18833806021e-11	0.976,0.966,0.955	0.863,0.739,0.839	0.152
