ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1012	"FBgn0004919"	"gol"	chr2R	-	25074036	25075338	25075241	25075338	25073277	25073589	1012	1430,2078,1646	2,2,3	1816,1229,997	35,15,23	1279	74	0.0	0.0	0.976,0.984,0.969	0.75,0.826,0.715	0.213
1032	"FBgn0029002"	"miple2"	chr3L	+	274594	274813	274594	274807	274866	275018	1032	27,50,35	391,527,433	205,160,270	407,433,508	80	74	0.0	0.0	0.06,0.081,0.07	0.318,0.255,0.33	-0.231
1099	"FBgn0036974"	"eRF1"	chr3L	+	20348354	20348650	20348354	20348421	20348941	20349206	1099	113,183,162	36,96,55	128,56,53	296,208,173	303	74	0.0	0.0	0.434,0.318,0.418	0.096,0.062,0.07	0.314
1102	"FBgn0036974"	"eRF1"	chr3L	+	20348354	20348650	20348354	20348385	20348941	20349206	1102	113,183,162	29,68,38	130,56,53	328,130,117	339	74	0.0	0.0	0.46,0.37,0.482	0.08,0.086,0.09	0.352
1253	"FBgn0013263"	"Trl"	chr3L	-	14757662	14757962	14757907	14757962	14756903	14757330	1253	57,118,52	3,8,4	102,69,103	116,54,102	319	74	0.0	0.0	0.815,0.774,0.751	0.169,0.229,0.19	0.584
1255	"FBgn0013263"	"Trl"	chr3L	-	14757483	14757962	14757907	14757962	14756903	14757330	1255	181,260,152	3,8,4	180,192,233	116,54,102	498	74	0.0	0.0	0.9,0.828,0.85	0.187,0.346,0.253	0.597
1256	"FBgn0013263"	"Trl"	chr3L	-	14757841	14757962	14757907	14757962	14756903	14757330	1256	103,156,81	3,8,4	167,97,146	116,54,102	140	74	0.0	0.0	0.948,0.912,0.915	0.432,0.487,0.431	0.475
1478	"FBgn0037262"	"MED31"	chr3R	+	4641962	4642428	4641962	4642008	4642568	4642658	1478	528,785,611	0,2,1	939,419,647	46,28,22	494	74	0.0	0.0	1.0,0.983,0.989	0.754,0.692,0.815	0.237
1479	"FBgn0037262"	"MED31"	chr3R	+	4641962	4642422	4641962	4642008	4642568	4642658	1479	447,662,518	0,2,1	733,300,463	46,28,22	488	74	0.0	0.0	1.0,0.98,0.987	0.707,0.619,0.761	0.293
151	"FBgn0020279"	"lig"	chr2R	+	8073973	8074500	8073973	8074404	8075472	8075607	151	1676,1664,1305	11,9,10	1894,1155,1076	82,32,45	170	74	0.0	0.0	0.985,0.988,0.983	0.91,0.94,0.912	0.065
1758	"FBgn0015218"	"eIF-4E"	chr3L	-	9402209	9402460	9402279	9402460	9400582	9400953	1758	96,108,67	120,177,132	105,62,32	576,422,361	144	74	0.0	0.0	0.291,0.239,0.207	0.086,0.07,0.044	0.179
209	"FBgn0035438"	"PHGPx"	chr3L	+	3326264	3326712	3326264	3326367	3327859	3328183	209	2002,2698,2095	588,870,639	2580,1475,1500	1582,1120,1155	419	74	0.0	0.0	0.376,0.354,0.367	0.224,0.189,0.187	0.166
216	"FBgn0029897"	"RpL17"	chrX	-	6744108	6744238	6744195	6744238	6743057	6743148	216	177,266,179	95,115,112	281,99,150	1140,210,321	161	74	0.0	0.0	0.461,0.515,0.423	0.102,0.178,0.177	0.314
2173	"FBgn0004657"	"mys"	chrX	+	8061644	8061870	8061644	8061725	8063839	8064459	2173	224,320,247	58,109,65	250,150,151	355,133,236	219	74	0.0	0.0	0.566,0.498,0.562	0.192,0.276,0.178	0.327
217	"FBgn0029897"	"RpL17"	chrX	-	6743949	6744238	6744195	6744238	6743057	6743148	217	59,111,97	95,115,112	175,49,88	1140,210,321	320	74	0.0	0.0	0.126,0.182,0.167	0.034,0.051,0.06	0.11
2274	"FBgn0010408"	"RpS9"	chr3L	-	9510281	9510651	9510464	9510651	9509889	9510158	2274	1063,1824,1356	6484,8309,6351	947,176,213	10739,4302,3386	257	74	0.0	0.0	0.045,0.059,0.058	0.025,0.012,0.018	0.036
2507	"FBgn0260936"	"scny"	chr3L	+	5774413	5775013	5774413	5774846	5775188	5775845	2507	94,145,74	7,11,5	97,51,48	40,27,34	241	74	9.99200722163e-16	1.11205162725e-13	0.805,0.802,0.82	0.427,0.367,0.302	0.444
2601	"FBgn0038947"	"Sar1"	chr3R	+	22356684	22357047	22356684	22356749	22357530	22357671	2601	18,17,26	59,110,82	18,6,2	617,162,254	372	74	1.7763568394e-15	1.86714841119e-13	0.057,0.03,0.059	0.006,0.007,0.002	0.044
1885	"FBgn0039774"	"CDase"	chr3R	+	30460466	30460894	30460466	30460789	30462814	30462969	1885	350,418,313	131,167,143	220,153,111	204,157,128	179	74	8.65973959208e-15	8.62327753064e-13	0.525,0.509,0.475	0.308,0.287,0.264	0.217
1886	"FBgn0039774"	"CDase"	chr3R	+	30460466	30460908	30460466	30460789	30462814	30462969	1886	352,421,313	131,167,143	221,152,115	204,157,128	193	74	1.14352971536e-14	1.08177911073e-12	0.507,0.492,0.456	0.293,0.271,0.256	0.212
2175	"FBgn0004657"	"mys"	chrX	+	8061644	8062080	8061644	8061725	8063839	8064459	2175	155,167,161	58,109,65	173,159,124	355,133,236	429	74	2.16493489802e-14	1.95050325098e-12	0.316,0.209,0.299	0.078,0.171,0.083	0.164
1887	"FBgn0039774"	"CDase"	chr3R	+	30460466	30460890	30460466	30460789	30462814	30462969	1887	432,517,415	131,167,143	288,213,145	204,157,128	175	74	7.66053886991e-14	6.58806342812e-12	0.582,0.567,0.551	0.374,0.365,0.324	0.212
2375	"FBgn0027932"	"Akap200"	chr2L	+	8427614	8429462	8427614	8428067	8430280	8430977	2375	8028,10269,8044	1014,1327,1002	9232,6874,7674	2456,1442,1865	1469	74	9.73665592596e-14	8.00945783127e-12	0.285,0.28,0.288	0.159,0.194,0.172	0.109
259	"FBgn0033486"	"dmpd"	chr2R	+	10117693	10117899	10117693	10117868	10118031	10118542	259	3,6,11	49,66,71	44,40,35	85,59,49	105	74	2.3581137043e-13	1.85897963689e-11	0.041,0.06,0.098	0.267,0.323,0.335	-0.242
1451	"FBgn0015279"	"Pi3K92E"	chr3R	-	20634126	20634732	20634545	20634732	20631777	20633713	1451	48,76,51	56,87,42	53,43,20	178,120,115	493	74	3.97903932026e-13	3.01133695757e-11	0.114,0.116,0.154	0.043,0.051,0.025	0.088
1947	"FBgn0039467"	"CG14253"	chr3R	+	26980517	26981101	26980517	26980702	26983962	26984217	1947	641,893,684	3,6,6	923,686,777	31,43,25	473	74	5.00488539501e-13	3.64201660283e-11	0.971,0.959,0.947	0.823,0.714,0.829	0.17
1582	"FBgn0010315"	"CycD"	chrX	-	15909419	15909676	15909530	15909676	15908536	15909222	1582	24,42,40	152,165,134	77,54,50	128,61,55	185	74	2.00839345155e-12	1.40736311494e-10	0.059,0.092,0.107	0.194,0.262,0.267	-0.155
2022	"FBgn0040309"	"Jafrac1"	chrX	+	13329823	13330030	13329823	13329964	13331121	13331994	2022	79,148,92	1682,2395,1766	447,211,432	3392,2583,3458	140	74	2.17881268583e-12	1.47225485771e-10	0.024,0.032,0.027	0.065,0.041,0.062	-0.028
1734	"FBgn0034708"	"Vps35"	chr2R	+	22185971	22186320	22185971	22186094	22186516	22186706	1734	289,300,246	79,118,78	206,84,89	174,81,66	300	74	2.59736676611e-12	1.69455790396e-10	0.474,0.385,0.438	0.226,0.204,0.25	0.206
2030	"FBgn0039714"	"Zip99C"	chr3R	-	29868532	29868895	29868643	29868895	29865056	29865399	2030	1196,1556,1385	48,46,70	1948,1056,943	168,94,97	185	74	1.78154158093e-11	1.12355889037e-09	0.909,0.931,0.888	0.823,0.818,0.795	0.097
1103	"FBgn0036974"	"eRF1"	chr3L	+	20348354	20348650	20348354	20348408	20348941	20349206	1103	113,183,162	6,15,10	129,56,53	37,19,18	316	74	2.08250083844e-11	1.27099728591e-09	0.815,0.741,0.791	0.449,0.408,0.408	0.361
200	"FBgn0050104"	"NT5E-2"	chr2R	+	17485001	17485131	17485001	17485029	17490936	17491163	200	16,30,17	1,0,0	22,29,22	13,10,13	176	74	2.183209169e-11	1.29082242117e-09	0.871,1.0,1.0	0.416,0.549,0.416	0.497
2190	"FBgn0261238"	"Alh"	chr3R	-	7096291	7096820	7096515	7096820	7095579	7095843	2190	7,16,10	0,0,1	1,2,1	4,3,1	298	74	4.12941902894e-11	2.36753357659e-09	1.0,1.0,0.713	0.058,0.142,0.199	0.771
2461	"FBgn0086768"	"Pcmt"	chr3R	-	5553225	5553675	5553270	5553675	5552822	5553045	2461	17,18,25	121,145,104	71,39,36	142,74,56	119	74	7.28828108976e-11	4.05571406524e-09	0.08,0.072,0.13	0.237,0.247,0.286	-0.163
446	"FBgn0020618"	"Rack1"	chr2L	-	7826533	7826981	7826769	7826981	7825628	7826336	446	564,731,586	6361,7473,6010	1342,436,391	9140,2423,2060	310	74	8.40799652124e-11	4.54512269091e-09	0.021,0.023,0.023	0.034,0.041,0.043	-0.017
1980	"FBgn0036967"	"CG6597"	chr3L	+	20302430	20302837	20302430	20302502	20303066	20303115	1980	54,47,26	51,70,67	47,21,17	180,122,120	409	74	9.77941061464e-11	5.13962357858e-09	0.161,0.108,0.066	0.045,0.03,0.025	0.078
1646	"FBgn0041210"	"HDAC4"	chrX	-	13284891	13285632	13285202	13285632	13276434	13276547	1646	146,254,136	0,0,1	318,429,501	13,25,16	385	74	1.0693512742e-10	5.3242437126e-09	1.0,1.0,0.963	0.825,0.767,0.858	0.171
551	"FBgn0039359"	"RpL27"	chr3R	-	25684958	25685051	25685024	25685051	25684006	25684516	551	70,110,74	108,155,122	157,133,106	634,359,417	140	74	1.04509845222e-10	5.3242437126e-09	0.255,0.273,0.243	0.116,0.164,0.118	0.124
2602	"FBgn0038947"	"Sar1"	chr3R	+	22356684	22356798	22356684	22356749	22357530	22357671	2602	10,37,32	59,110,82	34,28,20	617,162,254	123	74	1.10850439938e-10	5.37766749648e-09	0.093,0.168,0.19	0.032,0.094,0.045	0.093
2592	"FBgn0024236"	"foi"	chr3L	+	8525243	8525704	8525243	8525389	8530559	8531149	2592	1197,1456,991	14,6,2	1843,1293,1412	23,41,48	389	74	1.21912369089e-10	5.76645505791e-09	0.942,0.979,0.99	0.938,0.857,0.848	0.089
359	"FBgn0039904"	"Hcf"	chr4	+	359937	360358	359937	359980	360586	361006	359	299,476,307	1,3,0	717,866,483	23,21,23	452	74	1.639434144e-10	7.56538878158e-09	0.98,0.963,1.0	0.836,0.871,0.775	0.154
1297	"FBgn0034049"	"bdg"	chr2R	-	15931523	15931935	15931736	15931935	15926744	15927624	1297	81,112,68	168,208,155	89,61,57	402,319,262	287	74	4.41678027485e-10	1.98965435238e-08	0.111,0.122,0.102	0.054,0.047,0.053	0.06
358	"FBgn0039904"	"Hcf"	chr4	+	359937	360284	359937	359980	360586	361006	358	264,429,285	1,3,0	675,847,485	23,21,23	378	74	5.2476623047e-10	2.30897141407e-08	0.981,0.966,1.0	0.852,0.888,0.805	0.134
1066	"FBgn0261802"	"CG42748"	chr2L	+	22156620	22157055	22156620	22156815	22158512	22159611	1066	11,16,18	40,53,53	46,25,10	34,16,7	314	74	1.00594377273e-09	4.22943470668e-08	0.061,0.066,0.074	0.242,0.269,0.252	-0.187
1365	"FBgn0264894"	"CG44085"	chr2L	+	13271295	13271972	13271295	13271627	13272233	13273048	1365	264,259,180	22,20,16	198,75,76	53,20,21	419	74	9.92452009463e-10	4.22943470668e-08	0.679,0.696,0.665	0.398,0.398,0.39	0.285
958	"FBgn0027492"	"wdb"	chr3R	-	27581588	27582241	27582001	27582241	27568278	27568591	958	85,112,80	194,233,140	259,199,313	220,263,273	487	74	1.4367960155e-09	5.90960448114e-08	0.062,0.068,0.08	0.152,0.103,0.148	-0.064
106	"FBgn0051224"	"CG31224"	chr3R	-	18658759	18659309	18659253	18659309	18656164	18657185	106	97,122,84	10,15,14	168,97,73	82,43,34	568	74	1.48972678637e-09	5.996942723e-08	0.558,0.514,0.439	0.211,0.227,0.219	0.285
957	"FBgn0027492"	"wdb"	chr3R	-	27581680	27582241	27582001	27582241	27568278	27568591	957	70,91,63	194,233,140	209,175,251	220,263,273	395	74	1.57392399114e-09	6.20388373174e-08	0.063,0.068,0.078	0.151,0.111,0.147	-0.067
2615	"FBgn0261550"	"CG42668"	chr3R	+	20320214	20320874	20320214	20320451	20321475	20321636	2615	137,174,112	114,160,119	93,46,38	172,115,90	497	74	1.73736303122e-09	6.70834868381e-08	0.152,0.139,0.123	0.075,0.056,0.059	0.075
2608	"FBgn0030151"	"CG1354"	chrX	+	9778867	9778933	9778867	9778913	9779051	9779242	2608	62,81,72	221,319,241	59,17,8	428,157,170	94	74	2.1952798468e-09	8.30693894029e-08	0.181,0.167,0.19	0.098,0.079,0.036	0.108
2517	"FBgn0034761"	"CG4250"	chr2R	+	22663691	22663913	22663691	22663874	22663988	22664121	2517	5,10,7	233,252,232	20,14,12	145,68,89	113	74	2.43611653072e-09	9.03751465906e-08	0.014,0.025,0.019	0.083,0.119,0.081	-0.075
491	"FBgn0003392"	"shi"	chrX	+	15892199	15892417	15892199	15892251	15892827	15893150	491	202,245,200	13,26,18	308,217,234	68,55,99	240	74	4.6353100247e-09	1.68653972437e-07	0.827,0.744,0.774	0.583,0.549,0.422	0.264
1194	"FBgn0035850"	"Atg18a"	chr3L	+	8186994	8187218	8186994	8187193	8187478	8187576	1194	8,11,8	35,39,41	62,48,50	78,48,54	99	74	6.39879871311e-09	2.28425040853e-07	0.146,0.174,0.127	0.373,0.428,0.409	-0.254
