target_id	length	eff_length	est_counts	tpm
FBtr0302391	2612	2634	0	0
FBtr0299728	3946	3812.5	0	0
FBtr0333191	4111	4013.39	0	0
FBtr0077629	1785	1669.27	673.396	18.0689
FBtr0077628	998	809.064	6	0.332168
FBtr0077623	619	408.377	1.94549	0.213381
FBtr0077622	415	219.226	31.1127	6.35675
FBtr0077621	391	200.256	3533.73	790.381
FBtr0077627	2889	2610.46	605.385	10.3873
FBtr0077626	2998	2710.78	2530.99	41.8201
FBtr0077625	3088	2799.57	320.624	5.12972
FBtr0072052	1410	1254.37	228884	8172.92
FBtr0072051	788	595.894	0	0
FBtr0072050	1249	1056.89	0	0
FBtr0072057	870	607.181	80	5.90148
FBtr0072056	1052	884.156	1	0.0506594
FBtr0072059	1221	1007.21	3	0.133411
FBtr0072058	3845	3742.41	1303.46	15.6004
FBtr0088225	1139	993.289	5636.27	254.159
FBtr0088224	1076	934.644	154.733	7.41528
FBtr0088227	3220	2925.94	1604.42	24.5608
FBtr0088226	724	502.125	1201.95	107.217
FBtr0088221	1200	970.386	0	0
FBtr0088223	1523	1222.17	1699.02	62.2667
FBtr0088222	1138	960.522	131	6.10876
FBtr0088228	1549	1452.97	4734	145.935
FBtr0308321	6762	6890.03	101.858	0.662158
FBtr0308320	3151	3182.04	15.5632	0.219069
FBtr0308323	6713	6788.36	0	0
FBtr0308322	3799	3930.64	28.8564	0.328827
FBtr0308325	7938	7415.36	16.1168	0.0973501
FBtr0308324	6806	6923.37	4.45553e-07	2.88251e-09
FBtr0308327	8457	7943.72	0	0
FBtr0308326	6286	5680.58	419.119	3.30472
FBtr0308329	7097	6516.3	2382.01	16.3731
FBtr0308328	8643	8141.91	61.6268	0.339026
FBtr0085138	2050	1779.92	1508.91	37.971
FBtr0085139	1909	1636.91	1951.43	53.3968
FBtr0085132	2635	2436.46	2071	38.0723
FBtr0085133	1130	1021.48	1	0.0438491
FBtr0085130	2897	2731.06	2	0.032801
FBtr0085131	1556	1392.01	873	28.0906
FBtr0085136	1514	1321.89	0	0
FBtr0085137	2128	1853.41	1007.61	24.3506
FBtr0085135	1054	861.894	0	0
FBtr0080989	852	659.894	0	0
FBtr0332234	4146	3934.43	2.20451	0.0250969
FBtr0333107	9521	9580.95	1.15907e-08	5.41862e-11
FBtr0073015	1296	1116.25	1231	49.3953
FBtr0073016	3020	2851.65	4349	68.3096
FBtr0309054	3821	3628.89	0	0
FBtr0309055	754	511.282	71.9948	6.3071
FBtr0309056	4422	4089.18	17.2743	0.189215
FBtr0333100	2497	2079.55	87.7675	1.8904
FBtr0333109	9722	9764.14	3803.94	17.4497
FBtr0333108	9265	9271.83	279.926	1.35228
FBtr0303755	710	517.921	0	0
FBtr0303757	5340	5354.37	0	0
FBtr0303756	4522	4369.79	501.501	5.14044
FBtr0303751	3009	2926.87	310.938	4.75838
FBtr0303750	11586	11575.1	84.9533	0.328733
FBtr0088736	432	208.465	2	0.42972
FBtr0303759	3841	3507.7	439.204	5.60832
FBtr0303758	1942	1697.39	19.3632	0.510959
FBtr0345678	4114	3556.91	9.90704	0.124756
FBtr0309588	112	15.6698	0	0
FBtr0309583	103	15.9192	0	0
FBtr0309580	134	18.4923	0	0
FBtr0309586	111	15.341	2	5.83938
FBtr0110942	2184	2069.97	109.104	2.36083
FBtr0110941	5141	4753.66	2946.75	27.7654
