ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
416	"FBgn0034797"	"nahoda"	chr2R	+	22896173	22896864	22896173	22896396	22904071	22904473	416	4,3,8	2,4,2	6,5,7	0,0,0	148	74	2.6358812244e-08	4.87110850269e-05	0.5,0.273,0.667	1.0,1.0,1.0	-0.52
1932	"FBgn0032796"	"CG10188"	chr2L	-	19508325	19508764	19508351	19508764	19507489	19508265	1932	23,18,12	0,0,0	20,20,20	7,2,1	99	74	1.4725461532e-05	0.0111068189056	1.0,1.0,1.0	0.681,0.882,0.937	0.167
2137	"FBgn0020440"	"Fak"	chr2R	-	19436857	19437259	19437214	19437259	19436547	19436643	2137	7,5,5	0,0,1	6,8,7	5,2,2	148	74	2.06802604193e-05	0.0111068189056	1.0,1.0,0.714	0.375,0.667,0.636	0.345
277	"FBgn0052767"	"CG32767"	chrX	-	5082521	5083025	5082881	5083025	5081485	5082239	277	6,2,3	0,0,0	1,1,1	1,1,2	148	74	2.40407335619e-05	0.0111068189056	1.0,1.0,1.0	0.333,0.333,0.2	0.711
451	"FBgn0052000"	"CG32000"	chr4	+	133185	133235	133185	133231	136878	137167	451	0,0,1	4,5,1	7,1,3	5,1,6	77	74	3.22333384537e-05	0.0119134418925	0.0,0.0,0.49	0.574,0.49,0.325	-0.3
1389	"FBgn0037429"	"Osi19"	chr3R	+	6335921	6336198	6335921	6336171	6336279	6336461	1389	5,3,3	0,0,1	1,1,1	1,2,1	100	74	4.23817754454e-05	0.0130535868372	1.0,1.0,0.689	0.425,0.27,0.425	0.523
1423	"FBgn0010397"	"LamC"	chr2R	-	14571376	14572182	14571459	14572182	14570809	14571311	1423	0,0,1	13,5,7	4,2,4	7,3,10	148	74	5.42984097098e-05	0.0140784808687	0.0,0.0,0.067	0.222,0.25,0.167	-0.191
817	"FBgn0030808"	"RhoGAP15B"	chrX	+	16948853	16949577	16948853	16949451	16950984	16953268	817	2,1,3	66,61,52	7,5,14	58,50,65	148	74	6.09458046263e-05	0.0140784808687	0.015,0.008,0.028	0.057,0.048,0.097	-0.05
1174	"FBgn0032036"	"CG13384"	chr2L	+	8384699	8385097	8384699	8384895	8386216	8386385	1174	358,297,257	16,13,15	345,318,403	4,9,5	148	74	0.000101267815335	0.0150676890426	0.918,0.92,0.895	0.977,0.946,0.976	-0.055
1184	"FBgn0264357"	"SNF4Agamma"	chr3R	+	21199180	21199763	21199180	21199331	21200759	21201408	1184	1,0,0	5,2,5	4,3,1	3,2,4	148	74	9.48864988125e-05	0.0150676890426	0.091,0.0,0.0	0.4,0.429,0.111	-0.283
1390	"FBgn0260722"	"CR42549"	chr3R	-	9551570	9551748	9551700	9551748	9548103	9549810	1390	3,1,0	2,2,2	3,3,3	0,1,1	148	74	8.38976801389e-05	0.0150676890426	0.429,0.2,0.0	1.0,0.6,0.6	-0.524
