target_id	length	eff_length	est_counts	tpm
FBtr0302391	2612	2432.84	0	0
FBtr0299728	3946	3798.81	0	0
FBtr0333191	4111	3915.31	0	0
FBtr0077629	1785	1617.22	1008.74	20.2354
FBtr0077628	998	814.107	7	0.278945
FBtr0077623	619	439.866	0	0
FBtr0077622	415	238.488	43.4511	5.91067
FBtr0077621	391	221.132	7956.59	1167.28
FBtr0077627	2889	2718.1	1367.87	16.3261
FBtr0077626	2998	2820.66	2892.59	33.2689
FBtr0077625	3088	2904.48	512.539	5.72479
FBtr0072052	1410	1209.09	275669	7396.58
FBtr0072051	788	608.842	0	0
FBtr0072050	1249	1069.84	0	0
FBtr0072057	870	674.049	134	6.44933
FBtr0072056	1052	872.842	0	0
FBtr0072059	1221	978.943	5	0.165697
FBtr0072058	3845	3754.31	1710.71	14.7825
FBtr0088225	1139	940.523	7226.17	249.253
FBtr0088224	1076	882.36	96.8282	3.56006
FBtr0088227	3220	2977.84	1835.34	19.9948
FBtr0088226	724	551.875	2064.7	121.372
FBtr0088221	1200	1017.92	7.41689	0.23638
FBtr0088223	1523	1319.64	2086.78	51.3008
FBtr0088222	1138	941.394	205	7.06454
FBtr0088228	1549	1369.98	6057	143.431
FBtr0308321	6762	6622.63	147.043	0.720303
FBtr0308320	3151	2990.68	22.5273	0.244366
FBtr0308323	6713	6565.57	0	0
FBtr0308322	3799	3727.7	27.803	0.241965
FBtr0308325	7938	7640.74	0	0
FBtr0308324	6806	6665.98	8.73875e-05	4.25292e-07
FBtr0308327	8457	8166.33	103.733	0.412091
FBtr0308326	6286	5977.89	90.3888	0.490533
FBtr0308329	7097	6800.7	2213.22	10.5578
FBtr0308328	8643	8346.45	108.096	0.420156
FBtr0085138	2050	1856.22	1314	22.965
FBtr0085139	1909	1712.07	2710.79	51.366
FBtr0085132	2635	2434.31	2129.75	28.3827
FBtr0085133	1130	953.731	2	0.0680308
FBtr0085130	2897	2652.94	3	0.0366856
FBtr0085131	1556	1395.29	1056	24.5528
FBtr0085136	1514	1334.84	0	0
FBtr0085137	2128	1925.36	1249.11	21.047
FBtr0085135	1054	866.55	1	0.0374376
FBtr0080989	852	672.842	0	0
FBtr0332234	4146	3966.84	0	0
FBtr0333107	9521	9227.69	0	0
FBtr0073015	1296	1109.99	2098	61.3178
FBtr0073016	3020	2842.6	5583	63.7167
FBtr0309054	3821	3641.84	0	0
FBtr0309055	754	592.679	174.02	9.52535
FBtr0309056	4422	4069.08	20	0.159454
FBtr0333100	2497	2372.06	15.6096	0.213485
FBtr0333109	9722	9411.7	3486.05	12.0162
FBtr0333108	9265	8957.96	34.6637	0.125536
FBtr0303755	710	530.842	0	0
FBtr0303757	5340	5245.46	0	0
