target_id	length	eff_length	est_counts	tpm
FBtr0302391	2612	2533.58	0	0
FBtr0299728	3946	3788.4	52.2823	0.531562
FBtr0333191	4111	3918.09	0	0
FBtr0077629	1785	1612.9	883.833	21.1066
FBtr0077628	998	816.217	4	0.18876
FBtr0077623	619	439.269	5.31359	0.465922
FBtr0077622	415	232.52	37.9118	6.28016
FBtr0077621	391	214.127	7471.4	1343.96
FBtr0077627	2889	2712.51	919.76	13.0605
FBtr0077626	2998	2814.58	2712.72	37.1234
FBtr0077625	3088	2898	371.516	4.93782
FBtr0072052	1410	1212.11	186927	5939.99
FBtr0072051	788	605.627	0	0
FBtr0072050	1249	1066.63	0	0
FBtr0072057	870	667.686	119	6.86484
FBtr0072056	1052	869.627	0	0
FBtr0072059	1221	978.813	8	0.314808
FBtr0072058	3845	3760.51	1530.49	15.6761
FBtr0088225	1139	942.613	5692.51	232.609
FBtr0088224	1076	884.44	167.488	7.29406
FBtr0088227	3220	2971.94	1460.13	18.9237
FBtr0088226	724	547.391	1767.05	124.339
FBtr0088221	1200	1014.86	0	0
FBtr0088223	1523	1314.02	1964.4	57.5813
FBtr0088222	1138	936.343	151	6.21151
FBtr0088228	1549	1370.57	5196	146.024
FBtr0308321	6762	6619.95	194.404	1.13111
FBtr0308320	3151	2986.05	15.5442	0.200506
FBtr0308323	6713	6570.7	0.000379384	2.22394e-06
FBtr0308322	3799	3731.55	38.8811	0.401333
FBtr0308325	7938	7651.19	0	0
FBtr0308324	6806	6662.39	0	0
FBtr0308327	8457	8179.01	129.987	0.612147
FBtr0308326	6286	5990.66	303.871	1.95376
FBtr0308329	7097	6814.38	1876.64	10.6074
FBtr0308328	8643	8359.42	49.9675	0.230233
FBtr0085138	2050	1853.97	623.761	12.959
FBtr0085139	1909	1709.44	2167.35	48.835
FBtr0085132	2635	2426.65	2081.59	33.0403
FBtr0085133	1130	947.863	3	0.121908
FBtr0085130	2897	2659.59	6	0.0868943
FBtr0085131	1556	1404.95	1007	27.6073
FBtr0085136	1514	1331.63	0	0
FBtr0085137	2128	1923.9	707.286	14.1601
FBtr0085135	1054	864.089	1	0.0445756
FBtr0080989	852	669.627	0	0
FBtr0332234	4146	3963.63	0	0
