ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1019	"FBgn0029002"	"miple2"	chr3L	+	274594	274813	274594	274807	274866	275018	1019	27,50,35	391,527,433	224,274,279	461,590,624	80	74	0.0	0.0	0.06,0.081,0.07	0.31,0.3,0.293	-0.231
1041	"FBgn0030838"	"CG5445"	chrX	+	17302469	17302786	17302469	17302507	17302838	17303390	1041	179,235,202	2,8,2	128,139,138	24,28,24	353	74	0.0	0.0	0.949,0.86,0.955	0.528,0.51,0.547	0.393
1085	"FBgn0036974"	"eRF1"	chr3L	+	20348354	20348650	20348354	20348421	20348941	20349206	1085	113,183,162	36,96,55	36,56,53	82,144,121	303	74	0.0	0.0	0.434,0.318,0.418	0.097,0.087,0.097	0.296
1089	"FBgn0036974"	"eRF1"	chr3L	+	20348354	20348650	20348354	20348385	20348941	20349206	1089	113,183,162	29,68,38	36,56,53	93,119,112	339	74	0.0	0.0	0.46,0.37,0.482	0.078,0.093,0.094	0.349
1239	"FBgn0013263"	"Trl"	chr3L	-	14757483	14757962	14757907	14757962	14756903	14757330	1239	181,260,152	3,8,4	287,388,352	55,59,64	498	74	0.0	0.0	0.9,0.828,0.85	0.437,0.494,0.45	0.399
1432	"FBgn0015279"	"Pi3K92E"	chr3R	-	20634126	20634732	20634545	20634732	20631777	20633713	1432	48,76,51	56,87,42	12,15,22	86,103,111	493	74	0.0	0.0	0.114,0.116,0.154	0.021,0.021,0.029	0.104
1555	"FBgn0025637"	"SkpA"	chrX	+	656355	656604	656355	656399	657098	657899	1555	287,510,339	114,150,107	601,748,636	76,69,80	279	74	0.0	0.0	0.4,0.474,0.457	0.677,0.742,0.678	-0.255
1556	"FBgn0025637"	"SkpA"	chrX	+	656113	656784	656113	656399	657098	657899	1556	238,435,280	114,150,107	598,720,621	76,69,80	459	74	0.0	0.0	0.252,0.319,0.297	0.559,0.627,0.556	-0.291
157	"FBgn0011764"	"Dsp1"	chrX	+	16333611	16334239	16333611	16333643	16334300	16334413	157	616,840,612	9,11,12	297,355,384	27,48,35	670	74	0.0	0.0	0.883,0.894,0.849	0.549,0.45,0.548	0.36
1727	"FBgn0064225"	"RpL5"	chr2L	-	22536536	22536650	22536620	22536650	22536114	22536378	1727	3891,6276,4355	12,16,13	3396,4095,5842	66,80,107	158	74	0.0	0.0	0.993,0.995,0.994	0.96,0.96,0.962	0.033
206	"FBgn0035438"	"PHGPx"	chr3L	+	3326264	3326712	3326264	3326367	3327859	3328183	206	2002,2698,2095	588,870,639	1247,1560,1609	878,1331,1318	419	74	0.0	0.0	0.376,0.354,0.367	0.201,0.171,0.177	0.183
213	"FBgn0029897"	"RpL17"	chrX	-	6744108	6744238	6744195	6744238	6743057	6743148	213	177,266,179	95,115,112	116,97,181	283,292,316	161	74	0.0	0.0	0.461,0.515,0.423	0.159,0.132,0.208	0.3
2144	"FBgn0004657"	"mys"	chrX	+	8061644	8061870	8061644	8061725	8063839	8064459	2144	224,320,247	58,109,65	83,151,124	210,281,255	219	74	0.0	0.0	0.566,0.498,0.562	0.118,0.154,0.141	0.404
2146	"FBgn0004657"	"mys"	chrX	+	8061644	8062080	8061644	8061725	8063839	8064459	2146	155,167,161	58,109,65	79,100,112	210,281,255	429	74	0.0	0.0	0.316,0.209,0.299	0.061,0.058,0.07	0.212
2152	"FBgn0036213"	"RpL10Ab"	chr3L	+	11823199	11823565	11823199	11823355	11823657	11824211	2152	362,448,372	6323,8287,6716	422,452,431	2425,3615,3725	284	74	0.0	0.0	0.015,0.014,0.014	0.043,0.032,0.029	-0.02
