pos	region	seqclass	seqname	values
20	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
21	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
22	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
23	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
24	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
25	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
26	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
27	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
28	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
29	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
30	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
31	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
32	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
33	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
34	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
35	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
36	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
37	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
38	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
39	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
40	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
41	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
42	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
43	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
44	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
45	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
46	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
47	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
48	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
49	seq4	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
