pos	region	seqclass	seqname	values
20	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
21	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
22	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
23	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
24	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
25	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
26	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
27	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
28	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
29	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
30	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
31	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
32	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
33	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
34	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
35	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
36	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
37	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
38	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
39	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
40	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
41	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
42	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
43	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
44	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
45	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
46	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
47	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
48	seq2	moreincluded	chr3R:-:29857651-29858718:29857651-29858650:29858774-29858936	0.0
20	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
21	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
22	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
23	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
24	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
25	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
26	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
27	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
28	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
29	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
30	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
31	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
32	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
33	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
34	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
35	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
36	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
37	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
38	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
39	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
40	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
41	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
42	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
43	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
44	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
45	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
46	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
47	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
48	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
49	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
50	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
51	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
52	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
53	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
54	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
55	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
56	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
57	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
58	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
59	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
60	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
61	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
62	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
63	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
64	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
65	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
66	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
67	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
68	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
69	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
70	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
71	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
72	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
73	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
74	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
75	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
76	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
77	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
78	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
79	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
80	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
81	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
82	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
83	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
84	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
85	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
86	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
87	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
88	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
89	seq2	moreincluded	chr3L:-:679896-680104:679896-679995:680173-680326	0.0
20	seq2	moreincluded	chr3L:-:16678807-16679932:16678807-16679869:16680811-16680947	0.0
21	seq2	moreincluded	chr3L:-:16678807-16679932:16678807-16679869:16680811-16680947	0.0
22	seq2	moreincluded	chr3L:-:16678807-16679932:16678807-16679869:16680811-16680947	0.0
23	seq2	moreincluded	chr3L:-:16678807-16679932:16678807-16679869:16680811-16680947	0.0
24	seq2	moreincluded	chr3L:-:16678807-16679932:16678807-16679869:16680811-16680947	0.0
25	seq2	moreincluded	chr3L:-:16678807-16679932:16678807-16679869:16680811-16680947	0.0
26	seq2	moreincluded	chr3L:-:16678807-16679932:16678807-16679869:16680811-16680947	0.0
27	seq2	moreincluded	chr3L:-:16678807-16679932:16678807-16679869:16680811-16680947	0.0
28	seq2	moreincluded	chr3L:-:16678807-16679932:16678807-16679869:16680811-16680947	0.0
29	seq2	moreincluded	chr3L:-:16678807-16679932:16678807-16679869:16680811-16680947	0.0
30	seq2	moreincluded	chr3L:-:16678807-16679932:16678807-16679869:16680811-16680947	0.0
31	seq2	moreincluded	chr3L:-:16678807-16679932:16678807-16679869:16680811-16680947	0.0
32	seq2	moreincluded	chr3L:-:16678807-16679932:16678807-16679869:16680811-16680947	0.0
33	seq2	moreincluded	chr3L:-:16678807-16679932:16678807-16679869:16680811-16680947	0.0
