pos	region	seqclass	seqname	values
20	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
21	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
22	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
23	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
24	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
25	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
26	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
27	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
28	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
29	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
30	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
31	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
32	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
33	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
34	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
35	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
36	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
37	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
38	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
39	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
40	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
41	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
42	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
43	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
44	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
45	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
46	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
47	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
48	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
49	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
50	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
51	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
52	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
53	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
54	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
55	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
56	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
57	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
58	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
59	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
60	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
61	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
62	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
63	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
64	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
65	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
66	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
67	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
68	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
69	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
70	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
71	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
72	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
73	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
74	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
75	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
76	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
77	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
78	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
79	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
80	seq3	control	chr3R:+:15935830-15936340:15935952-15936340:15935118-15935584	0.0
