pos	region	seqclass	seqname	values
20	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
21	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
22	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
23	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
24	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
25	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
26	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
27	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
28	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
29	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
30	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
31	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
32	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
33	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
34	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
35	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
36	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
37	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
38	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
39	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
40	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
41	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
42	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
43	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
44	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
45	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
46	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
47	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
48	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
49	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
50	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
51	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
52	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
53	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
54	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
55	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
56	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
57	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
58	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
59	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
60	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
61	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
62	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
63	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
64	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
65	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
66	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
67	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
68	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
69	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
70	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
71	seq4	moreincluded	chr2L:-:20916904-20917142:20916904-20917120:20918798-20918931	0.0
