pos	region	seqclass	seqname	values
20	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
21	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
22	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
23	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
24	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
25	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
26	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
27	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
28	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
29	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
30	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
31	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
32	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
33	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
34	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
35	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
36	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
37	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
38	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
39	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
40	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
41	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
42	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
43	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
44	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
45	seq2	lessincluded	chr3R:+:4908181-4909090:4908247-4909090:4906788-4908119	0.0
