ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1027	"FBgn0051855"	"CG31855"	chr2L	+	13369203	13370329	13369203	13369323	13369385	13370329	1027	97	465	176	196	137	75	0.0	0.0	0.102	0.33	-0.228
1071	"FBgn0028692"	"Rpn2"	chr3R	+	29153523	29154673	29153523	29153608	29153695	29154673	1071	221	244	418	84	162	75	0.0	0.0	0.295	0.697	-0.402
1096	"FBgn0001942"	"eIF-4a"	chr2L	+	5985025	5985579	5985025	5985220	5985338	5985579	1096	13462	14866	10928	8426	193	75	0.0	0.0	0.26	0.335	-0.075
1104	"FBgn0030719"	"eIF5"	chrX	-	15988616	15989476	15988616	15989268	15989391	15989476	1104	263	10	85	75	198	75	0.0	0.0	0.909	0.3	0.609
1152	"FBgn0031228"	"CG11455"	chr2L	+	155334	155784	155334	155429	155566	155784	1152	921	697	636	125	212	75	0.0	0.0	0.319	0.643	-0.324
1154	"FBgn0021967"	"Pdsw"	chr2L	+	3466156	3466416	3466156	3466228	3466315	3466416	1154	267	206	450	52	162	75	0.0	0.0	0.375	0.8	-0.425
1163	"FBgn0027088"	"Aats-gly"	chr3L	+	15095141	15097686	15095141	15095185	15095273	15097686	1163	179	441	398	164	163	75	0.0	0.0	0.157	0.528	-0.371
1213	"FBgn0030520"	"Pdcd4"	chrX	-	13754829	13755406	13754829	13755061	13755252	13755406	1213	5840	9	2433	50	266	75	0.0	0.0	0.995	0.932	0.063
1285	"FBgn0013272"	"Gp150"	chr2R	+	22317661	22317954	22317661	22317737	22317881	22317954	1285	213	740	379	267	219	75	0.0	0.0	0.09	0.327	-0.237
1296	"FBgn0004179"	"Csp"	chr3L	+	22271557	22273745	22271557	22271762	22272368	22273745	1296	751	270	1325	78	681	75	0.0	0.0	0.234	0.652	-0.418
1376	"FBgn0010551"	"Phb2"	chr2R	+	18819466	18819765	18819466	18819524	18819620	18819765	1376	129	264	171	66	171	75	0.0	0.0	0.176	0.532	-0.356
1416	"FBgn0027932"	"Akap200"	chr2L	+	8427614	8429462	8427614	8428067	8428319	8429462	1416	949	400	1899	284	327	75	0.0	0.0	0.352	0.605	-0.253
1419	"FBgn0045064"	"bwa"	chr2L	+	20072353	20073719	20072353	20072646	20073377	20073719	1419	149	85	509	52	806	75	0.0	0.0	0.14	0.477	-0.337
1452	"FBgn0035165"	"CG13887"	chr3L	+	837860	838624	837860	837945	838048	838624	1452	169	730	797	204	178	75	0.0	0.0	0.089	0.622	-0.533
145	"FBgn0031220"	"CG4822"	chr2L	-	119827	120631	119827	120080	120420	120631	145	3129	721	1080	463	415	75	0.0	0.0	0.44	0.297	0.143
1497	"FBgn0032961"	"CG1416"	chr2L	+	21758009	21758359	21758009	21758142	21758201	21758359	1497	856	158	685	21	134	75	0.0	0.0	0.752	0.948	-0.196
1515	"FBgn0016726"	"RpL29"	chr2R	+	21293767	21293874	21293767	21293789	21293849	21293874	1515	2652	2951	5825	692	135	75	0.0	0.0	0.333	0.824	-0.491
154	"FBgn0003256"	"rl"	chr2R	+	1071974	1072439	1071974	1072045	1072267	1072439	154	1540	146	1209	21	297	75	0.0	0.0	0.727	0.936	-0.209
1578	"FBgn0262579"	"Ect4"	chr3L	+	8105439	8106949	8105439	8105657	8106015	8106949	1578	11299	93	6110	224	433	75	0.0	0.0	0.955	0.825	0.13
248	"FBgn0037025"	"Spc105R"	chr3L	+	20800409	20800670	20800409	20800505	20800566	20800670	248	39	108	86	23	136	75	0.0	0.0	0.166	0.673	-0.507
280	"FBgn0259740"	"CG42394"	chr3R	+	10851284	10851788	10851284	10851488	10851548	10851788	280	276	241	412	59	135	75	0.0	0.0	0.389	0.795	-0.406
288	"FBgn0038738"	"CG4572"	chr3R	-	19862516	19864393	19862516	19864191	19864324	19864393	288	141	351	280	87	208	75	0.0	0.0	0.127	0.537	-0.41
398	"FBgn0028697"	"RpL15"	chr3L	+	27267255	27267918	27267255	27267283	27267591	27267918	398	19637	2304	6896	312	383	75	0.0	0.0	0.625	0.812	-0.187
