ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1003	"FBgn0000578"	"ena"	chr2R	+	19159782	19160035	19159794	19160035	19159119	19159352	1003	46	364	61	42	87	75	0.0	0.0	0.098	0.556	-0.458
1034	"FBgn0250823"	"gish"	chr3R	+	16301804	16302372	16301822	16302372	16301244	16301351	1034	71	158	213	93	93	75	0.0	0.0	0.266	0.649	-0.383
1092	"FBgn0030809"	"CG9086"	chrX	-	16967494	16967861	16967494	16967719	16968509	16968679	1092	513	108	644	24	217	75	0.0	0.0	0.621	0.903	-0.282
1113	"FBgn0001105"	"Gbeta13F"	chrX	+	15861235	15861492	15861376	15861492	15860114	15860250	1113	521	629	1069	186	216	75	0.0	0.0	0.223	0.666	-0.443
1114	"FBgn0001105"	"Gbeta13F"	chrX	+	15860988	15861492	15861376	15861492	15860114	15860250	1114	782	629	1813	186	463	75	0.0	0.0	0.168	0.612	-0.444
1582	"FBgn0032156"	"CG13124"	chr2L	-	9907607	9907847	9907607	9907783	9908424	9908633	1582	292	731	698	548	139	75	0.0	0.0	0.177	0.407	-0.23
1584	"FBgn0032156"	"CG13124"	chr2L	-	9907607	9907855	9907607	9907783	9908424	9908633	1584	286	731	545	548	147	75	0.0	0.0	0.166	0.337	-0.171
1617	"FBgn0000256"	"capu"	chr2L	-	3886983	3887799	3886983	3887556	3893261	3893604	1617	98	372	354	115	318	75	0.0	0.0	0.058	0.421	-0.363
1658	"FBgn0024734"	"PRL-1"	chr2L	-	16248830	16249706	16248830	16249091	16250080	16250158	1658	13236	36	8879	156	690	75	0.0	0.0	0.976	0.861	0.115
1823	"FBgn0015222"	"Fer1HCH"	chr3R	-	30387463	30387642	30387463	30387550	30387774	30387860	1823	3225	3293	919	5741	167	75	0.0	0.0	0.305	0.067	0.238
1825	"FBgn0015222"	"Fer1HCH"	chr3R	-	30387463	30387602	30387463	30387550	30387774	30387860	1825	4369	3293	1255	5741	127	75	0.0	0.0	0.439	0.114	0.325
1841	"FBgn0267698"	"Pak"	chr3R	+	6357874	6359022	6358282	6359022	6356749	6357340	1841	87	168	317	106	483	75	0.0	0.0	0.074	0.317	-0.243
1951	"FBgn0002783"	"mor"	chr3R	-	15968574	15969594	15968574	15969402	15969881	15970092	1951	790	102	641	8	267	75	0.0	0.0	0.685	0.957	-0.272
1958	"FBgn0061515"	"endos"	chr3L	-	14030806	14031057	14030806	14031002	14031388	14031706	1958	118	1303	543	373	130	75	0.0	0.0	0.05	0.456	-0.406
1960	"FBgn0061515"	"endos"	chr3L	-	14030806	14031230	14030806	14031002	14031388	14031706	1960	152	1303	457	373	303	75	0.0	0.0	0.028	0.233	-0.205
2098	"FBgn0042693"	"PP2A-B'"	chr3R	+	18169483	18170098	18169656	18170098	18167756	18167867	2098	598	31	223	104	248	75	0.0	0.0	0.854	0.393	0.461
2148	"FBgn0261602"	"RpL8"	chr3L	+	2587575	2587890	2587750	2587890	2587455	2587513	2148	138	1436	175	647	250	75	0.0	0.0	0.028	0.075	-0.047
374	"FBgn0020238"	"14-3-3epsilon"	chr3R	+	18248214	18248579	18248232	18248579	18247970	18248151	374	3231	986	2035	197	93	75	0.0	0.0	0.725	0.893	-0.168
435	"FBgn0037351"	"RpL13A"	chr3R	+	5625332	5625947	5625513	5625947	5624889	5625130	435	647	10509	682	4732	256	75	0.0	0.0	0.018	0.041	-0.023
611	"FBgn0004587"	"B52"	chr3R	+	13666355	13666891	13666418	13666891	13666083	13666248	611	13	273	104	77	138	75	0.0	0.0	0.025	0.423	-0.398
709	"FBgn0003495"	"spz"	chr3R	-	27066607	27066884	27066607	27066665	27069143	27070070	709	872	387	415	31	294	75	0.0	0.0	0.365	0.774	-0.409
710	"FBgn0003495"	"spz"	chr3R	-	27066607	27066884	27066607	27066665	27067121	27067199	710	942	895	456	79	294	75	0.0	0.0	0.212	0.596	-0.384
715	"FBgn0010762"	"simj"	chr3L	+	10687051	10687162	10687075	10687162	10685963	10686261	715	13	128	74	29	99	75	0.0	0.0	0.071	0.659	-0.588
931	"FBgn0010348"	"Arf79F"	chr3L	-	22869841	22870150	22869841	22870065	22871923	22872052	931	7916	64	3029	133	160	75	0.0	0.0	0.983	0.914	0.069
932	"FBgn0010348"	"Arf79F"	chr3L	-	22869841	22870150	22869841	22870065	22871459	22871724	932	7094	35	3083	108	160	75	0.0	0.0	0.99	0.93	0.06
182	"FBgn0037710"	"CG9393"	chr3R	-	9561582	9562111	9561582	9562001	9562174	9562570	182	6	97	75	70	185	75	4.4408920985e-16	2.26485497024e-14	0.024	0.303	-0.279
48	"FBgn0264492"	"CkIIalpha"	chr3L	+	23100219	23100357	23100244	23100357	23099639	23099723	48	227	297	270	117	100	75	1.44328993201e-15	7.08815722165e-14	0.364	0.634	-0.27
1982	"FBgn0032656"	"CG5674"	chr2L	+	17971871	17974868	17972262	17974868	17963378	17963605	1982	226	5	62	33	466	75	2.88657986403e-15	1.36700174989e-13	0.879	0.232	0.647
1764	"FBgn0035001"	"slik"	chr2R	-	24401045	24401485	24401045	24401444	24401662	24401808	1764	618	12	335	58	116	75	2.99760216649e-15	1.37062774923e-13	0.971	0.789	0.182
2084	"FBgn0039690"	"CG1969"	chr3R	+	29741697	29741904	29741767	29741904	29741149	29741369	2084	168	11	38	37	145	75	1.96509475359e-14	8.68571881087e-13	0.888	0.347	0.541
380	"FBgn0016038"	"mod(r)"	chrX	+	621841	622146	621890	622146	621529	621797	380	343	5	177	42	124	75	4.91828799909e-14	2.103758028e-12	0.976	0.718	0.258
