ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1918	"FBgn0058263"	"MFS17"	chr2R	-	2520578	2522511	2521440	2522511	2494741	2495023	1918	100	311	48	8	150	75	0.0	0.0	0.139	0.75	-0.611
200	"FBgn0004907"	"14-3-3zeta"	chr2R	+	10099676	10099850	10099676	10099738	10104255	10104409	200	2982	1193	1758	409	150	75	0.0	0.0	0.556	0.682	-0.126
202	"FBgn0032956"	"Cul2"	chr2L	+	21658734	21658961	21658734	21658854	21659094	21659272	202	444	444	520	80	150	75	0.0	0.0	0.333	0.765	-0.432
2124	"FBgn0013272"	"Gp150"	chr2R	+	22317661	22317776	22317661	22317737	22317881	22317954	2124	121	740	162	267	113	75	0.0	0.0	0.098	0.287	-0.189
2261	"FBgn0022029"	"l(2)k01209"	chr2R	+	17420406	17421946	17420406	17420573	17423655	17423963	2261	283	366	317	61	150	75	0.0	0.0	0.279	0.722	-0.443
2288	"FBgn0027081"	"Aats-thr"	chr2L	+	12103750	12104056	12103750	12103834	12104491	12104552	2288	252	808	282	180	150	75	0.0	0.0	0.135	0.439	-0.304
2295	"FBgn0027932"	"Akap200"	chr2L	+	8427614	8429462	8427614	8428067	8430280	8430977	2295	609	263	777	91	150	75	0.0	0.0	0.537	0.81	-0.273
244	"FBgn0010280"	"Taf4"	chr3L	+	16116031	16116619	16116031	16116241	16117544	16118108	244	21	163	114	103	150	75	0.0	0.0	0.061	0.356	-0.295
2591	"FBgn0011760"	"ctp"	chrX	+	4688202	4688672	4688202	4688317	4691636	4691844	2591	299	1790	309	696	150	75	0.0	0.0	0.077	0.182	-0.105
909	"FBgn0029971"	"CG18624"	chrX	-	7893587	7893798	7893749	7893798	7893052	7893490	909	55	332	82	78	150	75	0.0	0.0	0.076	0.345	-0.269
663	"FBgn0000308"	"chic"	chr2L	-	5980846	5981018	5980950	5981018	5979411	5979704	663	132	1419	197	799	150	75	3.33066907388e-16	4.82947015713e-14	0.044	0.11	-0.066
205	"FBgn0035438"	"PHGPx"	chr3L	+	3326264	3326712	3326264	3326367	3327859	3328183	205	1044	658	1156	398	150	75	1.55431223448e-15	2.06594001166e-13	0.442	0.592	-0.15
2427	"FBgn0259936"	"Uhg3"	chr2L	+	20647532	20648013	20647532	20647788	20648188	20648248	2427	70	5	33	58	150	75	2.10942374679e-15	2.58810067395e-13	0.875	0.221	0.654
1516	"FBgn0025637"	"SkpA"	chrX	+	656355	656604	656355	656489	657098	657899	1516	157	538	232	303	150	75	9.32587340685e-15	1.06248343457e-12	0.127	0.277	-0.15
499	"FBgn0020762"	"Atet"	chr2L	+	4333912	4334439	4333912	4334104	4336449	4336957	499	166	1	343	95	150	75	3.37507799486e-14	3.58883293453e-12	0.988	0.644	0.344
13	"FBgn0026401"	"Nipped-B"	chr2R	-	4728778	4729017	4728806	4729017	4727793	4727953	13	159	1	247	68	102	75	6.98996416304e-13	6.96812052503e-11	0.992	0.728	0.264
2343	"FBgn0005278"	"Sam-S"	chr2L	+	108132	108346	108132	108226	108587	108809	2343	748	1771	552	797	150	75	2.77999845366e-12	2.60829266682e-10	0.174	0.257	-0.083
