ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
155	"FBgn0003256"	"rl"	chr2R	+	1080330	1080441	1105846	1105981	1076634	1076761	1113197	1113482	155	1510	1049	419	581	186	210	0.0	0.0	0.619	0.449	0.17
18	"FBgn0026401"	"Nipped-B"	chr2R	-	4719769	4720210	4722146	4722325	4712100	4712775	4726623	4726788	18	2208	4184	1690	5331	254	516	0.0	0.0	0.517	0.392	0.125
19	"FBgn0026401"	"Nipped-B"	chr2R	-	4719769	4720210	4722146	4722325	4711813	4712045	4726623	4726788	19	2208	3858	1689	5071	254	516	0.0	0.0	0.538	0.404	0.134
2086	"FBgn0032006"	"Pvr"	chr2L	-	8227669	8227826	8228082	8228257	8226457	8226606	8228493	8229011	2086	2670	2751	505	1778	250	232	0.0	0.0	0.474	0.209	0.265
2089	"FBgn0032006"	"Pvr"	chr2L	-	8226928	8227150	8228082	8228257	8226457	8226606	8228493	8229011	2089	2670	1398	505	1180	250	297	0.0	0.0	0.694	0.337	0.357
2092	"FBgn0032006"	"Pvr"	chr2L	-	8227651	8227826	8228082	8228257	8226457	8226606	8228493	8229011	2092	2670	2875	505	1841	250	250	0.0	0.0	0.482	0.215	0.267
2093	"FBgn0032006"	"Pvr"	chr2L	-	8227651	8227826	8228082	8228257	8226457	8226603	8228493	8229011	2093	1784	2831	333	1828	250	250	0.0	0.0	0.387	0.154	0.233
20	"FBgn0026401"	"Nipped-B"	chr2R	-	4719769	4720210	4722146	4722325	4695461	4695610	4726623	4726788	20	2208	3842	1689	5035	254	516	0.0	0.0	0.539	0.405	0.134
2162	"FBgn0027066"	"Eb1"	chr2R	+	6753226	6753503	6754179	6754438	6752842	6752988	6754701	6754844	2162	120	3533	173	1457	352	334	0.0	0.0	0.031	0.101	-0.07
2168	"FBgn0250823"	"gish"	chr3R	+	16299590	16299689	16301244	16301351	16298469	16298550	16301822	16302372	2168	60	800	194	514	174	182	0.0	0.0	0.073	0.283	-0.21
2195	"FBgn0004607"	"zfh2"	chr4	+	503850	504138	521472	523104	501809	501857	524330	524512	2195	1759	13708	1085	22201	363	1707	0.0	0.0	0.376	0.187	0.189
21	"FBgn0026401"	"Nipped-B"	chr2R	-	4719769	4720210	4722146	4722325	4700939	4701261	4726623	4726788	21	2208	3838	1691	5039	254	516	0.0	0.0	0.539	0.405	0.134
2201	"FBgn0004607"	"zfh2"	chr4	+	521472	523104	524330	524512	515581	515631	524903	526520	2201	13968	684	22344	640	1707	257	0.0	0.0	0.755	0.84	-0.085
2202	"FBgn0004607"	"zfh2"	chr4	+	521472	523104	524903	526520	503850	504138	529692	531093	2202	13543	10765	22070	11394	1707	1692	0.0	0.0	0.555	0.658	-0.103
2203	"FBgn0004607"	"zfh2"	chr4	+	521472	523104	524330	524512	503850	504138	524903	526520	2203	13577	684	22122	637	1707	257	0.0	0.0	0.749	0.839	-0.09
220	"FBgn0032988"	"Tif-IA"	chr2L	+	22250371	22250853	22253193	22253685	22249875	22250314	22253745	22253921	220	1625	1815	1354	790	557	567	0.0	0.0	0.477	0.636	-0.159
2219	"FBgn0043841"	"vir-1"	chr2L	-	12409455	12409623	12421640	12421829	12407549	12407734	12423333	12423439	2219	1918	6655	1193	2812	264	243	0.0	0.0	0.21	0.281	-0.071
2247	"FBgn0085443"	"spri"	chrX	-	10522802	10523564	10575389	10576156	10519347	10519777	10578238	10578606	2247	1603	818	7039	519	842	837	0.0	0.0	0.661	0.931	-0.27
2316	"FBgn0058178"	"CG40178"	chr3L	-	25933195	25933410	25969229	25969627	25924295	25924456	25977966	25978150	2316	829	1293	270	952	473	290	0.0	0.0	0.282	0.148	0.134
2320	"FBgn0058178"	"CG40178"	chr3L	-	25961359	25961540	25969229	25969627	25924295	25924456	25977966	25978150	2320	829	657	270	602	473	256	0.0	0.0	0.406	0.195	0.211
2326	"FBgn0058178"	"CG40178"	chr3L	-	25873859	25874085	25933195	25933410	25843724	25844107	25961359	25961540	2326	1133	1705	990	828	290	301	0.0	0.0	0.408	0.554	-0.146
2367	"FBgn0013305"	"Nmda1"	chr2R	-	12879051	12879146	12879196	12879222	12878384	12878710	12879688	12879798	2367	1299	1046	820	1244	101	170	0.0	0.0	0.676	0.526	0.15
2431	"FBgn0086779"	"step"	chr2L	-	21753218	21753814	21756553	21756627	21743838	21743971	21757163	21757466	2431	282	821	79	740	149	671	0.0	0.0	0.607	0.325	0.282
2442	"FBgn0260798"	"Gprk1"	chr2R	-	4378963	4379155	4427935	4427997	4378368	4378695	4458022	4458097	2442	257	250	52	237	137	267	0.0	0.0	0.667	0.3	0.367
2444	"FBgn0260798"	"Gprk1"	chr2R	-	4378963	4379155	4427935	4427997	4351117	4351218	4458022	4458097	2444	257	250	53	233	137	267	0.0	0.0	0.667	0.307	0.36
2457	"FBgn0004509"	"Fur1"	chr3R	-	25417937	25417964	25431916	25431981	25396711	25397562	25438387	25438452	2457	13	151	66	59	140	102	0.0	0.0	0.059	0.449	-0.39
2466	"FBgn0058263"	"MFS17"	chr2R	-	2553782	2553877	2564443	2564669	2522572	2522730	2565118	2565385	2466	594	387	293	54	301	170	0.0	0.0	0.464	0.754	-0.29
2521	"FBgn0259984"	"kuz"	chr2L	+	13551141	13551666	13609790	13609987	13550138	13550293	13610055	13610578	2521	1365	817	1224	1323	600	272	0.0	0.0	0.431	0.295	0.136
2528	"FBgn0259984"	"kuz"	chr2L	+	13610055	13610578	13630705	13631184	13558799	13558832	13633393	13633540	2528	3160	1497	5071	1385	598	554	0.0	0.0	0.662	0.772	-0.11
2529	"FBgn0259984"	"kuz"	chr2L	+	13610055	13610578	13630705	13631184	13551141	13551666	13633393	13633540	2529	3160	1497	5071	1390	598	554	0.0	0.0	0.662	0.772	-0.11
2532	"FBgn0261793"	"Trf2"	chrX	+	8410281	8410689	8418350	8418426	8409271	8409364	8423183	8423575	2532	2187	789	912	76	483	151	0.0	0.0	0.464	0.79	-0.326
2576	"FBgn0020309"	"crol"	chr2L	-	11803784	11803898	11806047	11806157	11802904	11803674	11809125	11809438	2576	218	620	85	755	185	189	0.0	0.0	0.264	0.103	0.161
2602	"FBgn0036318"	"Wbp2"	chr3L	+	12852231	12852277	12852426	12852521	12851308	12851722	12852615	12852716	2602	492	225	142	319	121	170	0.0	0.0	0.754	0.385	0.369
2603	"FBgn0036318"	"Wbp2"	chr3L	+	12852231	12852277	12852426	12852528	12851308	12851722	12852615	12852716	2603	492	198	142	293	121	177	0.0	0.0	0.784	0.415	0.369
2617	"FBgn0261556"	"CG42674"	chr3L	-	20190657	20192299	20197481	20197802	20158479	20158668	20197911	20198317	2617	684	3277	410	5246	396	1717	0.0	0.0	0.475	0.253	0.222
2618	"FBgn0261556"	"CG42674"	chr3L	-	20190657	20192299	20197481	20197802	20168475	20169063	20197911	20198317	2618	684	3246	409	5215	396	1717	0.0	0.0	0.477	0.254	0.223
2636	"FBgn0028582"	"lqf"	chr3L	+	7536003	7536435	7536710	7536769	7535542	7535644	7536975	7538279	2636	170	108	226	12	507	134	0.0	0.0	0.294	0.833	-0.539
2637	"FBgn0028582"	"lqf"	chr3L	+	7535883	7536435	7536710	7536769	7535542	7535644	7536975	7538279	2637	215	108	229	12	627	134	0.0	0.0	0.298	0.803	-0.505
2639	"FBgn0031187"	"CG14619"	chrX	+	22462399	22463272	22463538	22465558	22457613	22458260	22466164	22466375	2639	698	2849	658	1021	948	2095	0.0	0.0	0.351	0.587	-0.236
2640	"FBgn0031187"	"CG14619"	chrX	+	22462399	22463272	22463538	22465522	22457613	22458260	22466164	22466375	2640	698	2871	658	1028	948	2059	0.0	0.0	0.346	0.582	-0.236
2656	"FBgn0005278"	"Sam-S"	chr2L	+	111004	111117	111906	112019	110754	110877	112689	113369	2656	62	1461	207	606	188	188	0.0	0.0	0.041	0.255	-0.214
2667	"FBgn0040056"	"CG17698"	chr3L	+	23746189	23746544	23747872	23748060	23740160	23741084	23748423	23748716	2667	853	349	368	367	430	263	0.0	0.0	0.599	0.38	0.219
2673	"FBgn0040056"	"CG17698"	chr3L	+	23740160	23741084	23747872	23748060	23737959	23738184	23748423	23748716	2673	5286	350	1741	365	999	263	0.0	0.0	0.799	0.557	0.242
2683	"FBgn0041111"	"lilli"	chr2L	+	2889673	2890916	2945029	2945792	2885928	2886578	2946708	2947435	2683	2218	287	1233	540	1318	838	0.0	0.0	0.831	0.592	0.239
2704	"FBgn0002921"	"Atpalpha"	chr3R	+	20967107	20967202	20968391	20968486	20966397	20966613	20973172	20973347	2704	1141	10	458	79	170	170	0.0	0.0	0.991	0.853	0.138
2720	"FBgn0261552"	"ps"	chr3R	+	9419782	9420047	9432028	9432839	9417939	9418000	9444010	9444076	2720	694	4201	554	5600	340	886	0.0	0.0	0.301	0.205	0.096
275	"FBgn0000253"	"Cam"	chr2R	+	12260039	12260188	12264742	12264917	12259397	12259458	12269192	12269435	275	8571	4186	4805	3273	224	250	0.0	0.0	0.696	0.621	0.075
2765	"FBgn0262579"	"Ect4"	chr3L	+	8093058	8093337	8098345	8098725	8072368	8072493	8099145	8099536	2765	939	12609	1883	11272	354	455	0.0	0.0	0.087	0.177	-0.09
2766	"FBgn0262579"	"Ect4"	chr3L	+	8093058	8093337	8098345	8098725	8079369	8079641	8099145	8099536	2766	925	12608	1777	11267	354	455	0.0	0.0	0.086	0.169	-0.083
2767	"FBgn0262579"	"Ect4"	chr3L	+	8096970	8097172	8098345	8098725	8096521	8096876	8099145	8099536	2767	1722	12665	1078	11329	277	455	0.0	0.0	0.183	0.135	0.048
2768	"FBgn0262579"	"Ect4"	chr3L	+	8105439	8105657	8106015	8106949	8105126	8105296	8108285	8108506	2768	2118	12537	1569	17042	293	1009	0.0	0.0	0.368	0.241	0.127
301	"FBgn0039897"	"CG1674"	chr4	+	232278	232848	234264	234345	231934	231977	234863	234944	301	481	380	469	71	645	156	0.0	0.0	0.234	0.615	-0.381
327	"FBgn0003495"	"spz"	chr3R	-	27066728	27066884	27067357	27067495	27066607	27066665	27069143	27070070	327	494	401	53	199	213	231	0.0	0.0	0.572	0.224	0.348
328	"FBgn0003495"	"spz"	chr3R	-	27066728	27066884	27067121	27067199	27066607	27066665	27069143	27070070	328	1232	401	153	199	153	231	0.0	0.0	0.823	0.537	0.286
33	"FBgn0026401"	"Nipped-B"	chr2R	-	4693247	4693483	4698502	4698996	4692295	4692950	4699058	4699151	33	4369	872	2686	911	569	311	0.0	0.0	0.733	0.617	0.116
