target_id	length	eff_length	est_counts	tpm
FBtr0302391	2612	2656.68	2	0.0319583
FBtr0299728	3946	3838.61	5.2998	0.058611
FBtr0333191	4111	4036.3	0	0
FBtr0077629	1785	1672.29	747.877	18.9851
FBtr0077628	998	812.118	4	0.20909
FBtr0077623	619	427.445	0	0
FBtr0077622	415	221.339	24.6684	4.73125
FBtr0077621	391	203.709	3611.16	752.541
FBtr0077627	2889	2611.75	676.066	10.9888
FBtr0077626	2998	2712.21	2523.66	39.5004
FBtr0077625	3088	2800.71	523.271	7.93144
FBtr0072052	1410	1259.2	227344	7664.47
FBtr0072051	788	596.38	0	0
FBtr0072050	1249	1057.36	0	0
FBtr0072057	870	610.542	106	7.37027
FBtr0072056	1052	860.359	0	0
FBtr0072059	1221	1015.64	5	0.20899
FBtr0072058	3845	3755.25	1303.1	14.731
FBtr0088225	1139	992.867	5770.3	246.718
FBtr0088224	1076	933.91	57.7044	2.62299
FBtr0088227	3220	2936.06	1798.64	26.006
FBtr0088226	724	503.824	1275.56	107.477
FBtr0088221	1200	975.333	0	0
FBtr0088223	1523	1226.67	1724.72	59.6877
FBtr0088222	1138	960.309	140	6.18885
FBtr0088228	1549	1455.61	5094	148.562
FBtr0308321	6762	6887.48	68.0526	0.419448
FBtr0308320	3151	3179.2	7.5032	0.10019
FBtr0308323	6713	6786.43	0	0
FBtr0308322	3799	3931.52	20.9734	0.226466
FBtr0308325	7938	7472.4	27.9459	0.158764
FBtr0308324	6806	6920.77	0	0
FBtr0308327	8457	8003.72	56.6631	0.30054
FBtr0308326	6286	5732.73	393.266	2.91218
FBtr0308329	7097	6573.43	2876.85	18.5788
FBtr0308328	8643	8202.4	32.8669	0.170103
FBtr0085138	2050	1795.12	2180.83	51.5729
FBtr0085139	1909	1650.66	2379.24	61.1893
FBtr0085132	2635	2448.15	2185	37.8884
FBtr0085133	1130	1022.49	1	0.0415177
FBtr0085130	2897	2742.43	5	0.0773978
FBtr0085131	1556	1402.02	1049	31.7625
FBtr0085136	1514	1322.36	0	0
FBtr0085137	2128	1868.19	657.499	14.9406
FBtr0085135	1054	862.359	0	0
FBtr0080989	852	660.359	0	0
FBtr0332234	4146	3954.36	0	0
FBtr0333107	9521	9605	2.91076e-08	1.28648e-10
FBtr0073015	1296	1124.75	1349	50.9156
FBtr0073016	3020	2855.61	4646	69.0674
FBtr0309054	3821	3629.36	0	0
FBtr0309055	754	514.963	68.8373	5.67468
FBtr0309056	4422	4104.16	25	0.258589
FBtr0333100	2497	2100.41	42.5367	0.859712
FBtr0333109	9722	9788.67	3758.36	16.2993
FBtr0333108	9265	9293.39	185.434	0.847048
FBtr0303755	710	518.399	0	0
FBtr0303757	5340	5371	0	0
FBtr0303756	4522	4378.95	631.889	6.12582
FBtr0303751	3009	2938.83	339.954	4.91066
FBtr0303750	11586	11656.8	206.911	0.753523
FBtr0088736	432	214.959	5	0.987433
FBtr0303759	3841	3522.93	464.002	5.59125
FBtr0303758	1942	1692.51	0	0
FBtr0345678	4114	3572.34	4.95186	0.058845
FBtr0309588	112	16.5113	0	0
FBtr0309583	103	16.4221	0	0
FBtr0309580	134	19.3428	0	0
FBtr0309586	111	16.5353	1	2.56733
FBtr0110942	2184	2072.94	118.278	2.4222
FBtr0110941	5141	4782	3199.73	28.4051
FBtr0110947	892	722.007	3.09087e-05	1.81732e-06
FBtr0110944	706	504.692	15	1.26171
FBtr0081259	2062	1978.36	597	12.8104
FBtr0081258	1366	1291.56	1777	58.4072
FBtr0081253	2305	2118.54	0	0
FBtr0081252	703	511.399	0	0
FBtr0081251	1316	1249.4	3	0.101932
FBtr0081250	657	465.564	5	0.455915
FBtr0081257	1146	946.264	7.1838	0.322281
FBtr0082052	4958	4818.4	451.13	3.97458
FBtr0081254	4694	4563.41	9191.7	85.5066
FBtr0082053	2836	2613.22	0	0
FBtr0345674	4482	4197.6	489.362	4.94905
FBtr0082055	1684	1540.25	73.5434	2.02696
FBtr0074549	920	728.359	0	0
FBtr0082056	2113	1920.26	106.457	2.35345
FBtr0080588	2343	2273.21	4	0.074699
FBtr0074540	843	672.099	235	14.8432
FBtr0074546	2397	2205.36	0	0
FBtr0074545	5686	4727.36	0	0
FBtr0334600	908	716.359	0	0
FBtr0333173	2668	2476.36	0	0
FBtr0334609	6583	6391.36	0	0
FBtr0086860	1402	1213.52	10	0.349821
FBtr0305494	2809	2859.99	19.5458	0.290123
FBtr0305495	1465	1381.22	4031.04	123.893
FBtr0305497	2042	1690.63	309.077	7.76087
FBtr0305490	3539	3347.36	0	0
FBtr0305491	3549	3357.36	0	0
FBtr0072952	5184	5398.57	1807	14.2093
FBtr0305498	2839	2526.15	18.5219	0.311258
FBtr0305499	6954	5721.46	339.579	2.51957
FBtr0112516	1168	1042.99	470.597	19.1541
FBtr0112514	907	686.523	22	1.36038
FBtr0079629	5311	5223.22	158.198	1.28575
FBtr0112512	1484	1292.51	72	2.36479
FBtr0112511	2239	2130.64	67.8244	1.35135
FBtr0112510	1761	1434.73	13.8356	0.409376
FBtr0112519	686	453.486	0	0
FBtr0305148	1226	1038.24	1	0.0408882
FBtr0305149	3468	3186.91	614.824	8.18982
FBtr0305147	3283	2837.59	54.1624	0.810292
FBtr0305145	26263	28435.8	658.764	0.983463
FBtr0305142	48068	49244.3	140.057	0.120738
FBtr0305141	47440	48682.1	0	0
FBtr0309872	2605	2504.29	152.203	2.58008
FBtr0309873	2158	1928.17	32.5396	0.716409
FBtr0309871	1493	1263.18	162.539	5.46246
FBtr0309874	2794	2602.36	0	0
FBtr0309875	1689	1521.8	0	0
FBtr0085961	614	414.916	86324	8832.11
FBtr0309878	717	525.399	0	0
FBtr0309879	3569	3676.36	0	0
FBtr0085964	2636	2333.46	3126.06	56.871
FBtr0085966	1802	1717.97	1	0.0247102
FBtr0300516	3808	3534.97	786.452	9.44453
FBtr0300514	3961	3679.97	593.17	6.84271
FBtr0300515	3853	3568.7	700.931	8.33794
FBtr0300512	3710	3226.43	104.06	1.36916
FBtr0300513	3785	3517.06	688.393	8.30902
FBtr0300510	4228	4259.59	10.1086	0.100744
FBtr0300511	4132	3763.4	848.014	9.56568
FBtr0089636	2457	2373.28	454.759	8.13442
FBtr0089631	1839	1659.64	66.1851	1.69293
FBtr0089630	1991	1799.36	0	0
FBtr0089633	1759	1587.72	69.707	1.86378
FBtr0300519	4454	4164.11	710.023	7.23841
FBtr0301645	2732	2542.43	1	0.0166972
FBtr0301644	1930	1885.37	74.0408	1.66712
FBtr0301647	2611	2532.56	0	0
FBtr0083490	1134	963.902	2249.62	99.0765
FBtr0301640	1148	1064.38	0	0
FBtr0301643	2159	2085.81	479.263	9.75424
FBtr0083498	914	722.359	0	0
FBtr0301649	1878	1686.36	0	0
FBtr0301648	1225	1135.82	0	0
FBtr0079883	4136	3823.32	225.364	2.50229
FBtr0079885	2323	2157.34	1231.13	24.2258
FBtr0079884	1602	1442.28	332.851	9.79697
FBtr0079887	2224	2074.35	308.188	6.30705
FBtr0079886	2250	2092.74	194.48	3.94505
FBtr0079889	2872	2632.6	2876.99	46.3924
FBtr0079888	791	647.898	3886.16	254.629
FBtr0091914	595	402.579	0.288737	0.030447
FBtr0091916	498	307.511	0	0
FBtr0091911	412	218.468	0	0
FBtr0091910	595	403.091	9.16857	0.965588
FBtr0091913	413	210.561	245.294	49.4542
FBtr0091912	595	403.091	9.16857	0.965588
FBtr0100187	2024	1817.19	0	0
FBtr0100186	3834	3393.76	4	0.0500348
FBtr0100185	4288	3839.98	0	0
FBtr0100184	4749	4777.06	0	0
FBtr0100183	1753	1480.86	25341.8	726.469
FBtr0100182	974	733.973	2294.99	132.737
FBtr0100188	1161	969.359	0	0
FBtr0076530	618	424.246	152	15.2096
FBtr0084618	750	568.025	0.138757	0.01037
FBtr0084619	3826	3828.64	0.867455	0.00961823
FBtr0084611	1152	1022.52	1	0.0415165
FBtr0084613	946	754.359	0	0
FBtr0084614	1047	855.359	0	0
FBtr0084617	1139	978.21	1	0.0433971
FBtr0345502	765	651.339	0	0
FBtr0345503	692	500.416	0	0
FBtr0345500	2242	1973.13	110.089	2.36854
FBtr0082721	707	566.976	948.23	70.9973
FBtr0082726	2913	2833.64	48.1132	0.720797
FBtr0345507	6975	6425.64	884.943	5.84645
FBtr0345504	1177	1013.2	1393.73	58.3954
FBtr0345505	1864	1690.43	1115.15	28.0046
FBtr0345508	1474	1282.78	9.43441	0.312218
