target_id	length	eff_length	est_counts	tpm
FBtr0302391	2612	2434.59	0	0
FBtr0299728	3946	3835.62	0	0
FBtr0333191	4111	4153.44	2.01979e-08	3.48651e-10
FBtr0077629	1785	1712.35	493	20.6417
FBtr0077628	998	835.098	2	0.171706
FBtr0077623	619	417.058	2.54951	0.438281
FBtr0077622	415	232.82	33.1343	10.2035
FBtr0077621	391	215.785	2422.43	804.863
FBtr0077627	2889	2633.05	671.158	18.275
FBtr0077626	2998	2748.71	1863.7	48.6116
FBtr0077625	3088	2839.44	296.144	7.47761
FBtr0072052	1410	1299.95	107443	5925.78
FBtr0072051	788	610.621	0	0
FBtr0072050	1249	1071.59	0	0
FBtr0072057	870	604.374	63	7.47356
FBtr0072056	1052	874.59	0	0
FBtr0072059	1221	1050.08	2	0.136553
FBtr0072058	3845	3823.52	785.268	14.7247
FBtr0088225	1139	1015.45	2748.27	194.041
FBtr0088224	1076	959.274	95.7322	7.15498
FBtr0088227	3220	2985.9	1187.2	28.5064
FBtr0088226	724	516.919	689.679	95.6571
FBtr0088221	1200	979.053	8.54235	0.625553
FBtr0088223	1523	1219.29	1146.64	67.4239
FBtr0088222	1138	981.898	80	5.84139
FBtr0088228	1549	1522.16	3013	141.916
FBtr0308321	6762	7003.96	59.668	0.610788
FBtr0308320	3151	3276.1	1.97455	0.043212
FBtr0308323	6713	6853.34	0	0
FBtr0308322	3799	4039.27	24.793	0.440068
FBtr0308325	7938	7538.7	0	0
FBtr0308324	6806	7034.81	5.47459e-05	5.57945e-07
FBtr0308327	8457	8080.13	44.0399	0.39077
FBtr0308326	6286	5755.46	263.613	3.28382
FBtr0308329	7097	6614.4	1939.72	21.0253
FBtr0308328	8643	8283.17	78.7056	0.681242
FBtr0085138	2050	1783.37	1792.68	72.0697
FBtr0085139	1909	1637.92	1477.57	64.6768
FBtr0085132	2635	2482.11	1337	38.6192
FBtr0085133	1130	952.59	0	0
FBtr0085130	2897	2827.98	3	0.0760567
FBtr0085131	1556	1470.34	815	39.7406
FBtr0085136	1514	1336.59	0	0
FBtr0085137	2128	1854.87	825.851	31.9213
FBtr0085135	1054	876.59	0	0
FBtr0080989	852	674.59	0	0
FBtr0332234	4146	3928.31	2.15884	0.039401
FBtr0333107	9521	9818.02	0.00291489	2.12859e-05
FBtr0073015	1296	1168.74	901	55.2715
FBtr0073016	3020	2897.44	3445	85.2447
FBtr0309054	3821	3643.59	0	0
FBtr0309055	754	504.713	75.2099	10.6837
FBtr0309056	4422	4083.3	33	0.579423
FBtr0333100	2497	2068.32	16.402	0.568555
FBtr0333109	9722	10002.9	2395.75	17.1714
FBtr0333108	9265	9496.66	91.8402	0.693354
FBtr0303755	710	532.621	0	0
FBtr0303757	5340	5466.01	0	0
FBtr0303756	4522	4425.97	604.974	9.79989
FBtr0303751	3009	3020.62	185.275	4.39758
FBtr0303750	11586	11886.5	275.801	1.66355
FBtr0088736	432	220.713	2	0.649673
FBtr0303759	3841	3525.46	151.747	3.086
FBtr0303758	1942	1720.76	0	0
FBtr0345678	4114	3469.96	10.1386	0.209482
FBtr0309588	112	19.5728	0	0
FBtr0309583	103	19.031	0	0
FBtr0309580	134	22.9269	0	0
FBtr0309586	111	19.6035	0	0
FBtr0110942	2184	2133.88	58.146	1.95363
FBtr0110941	5141	4844.29	2414.07	35.7284
FBtr0110947	892	750.846	3.69482e-05	3.52806e-06
FBtr0110944	706	536.328	3	0.401037
FBtr0081259	2062	2035.39	414	14.583
FBtr0081258	1366	1347.86	1167	62.0752
FBtr0081253	2305	2164.13	0	0
FBtr0081252	703	514.675	3	0.417908
FBtr0081251	1316	1292.11	6	0.332923
FBtr0081250	657	488.903	3	0.439938
FBtr0081257	1146	964.509	11.2357	0.835192
FBtr0082052	4958	4905.01	327.461	4.78645
FBtr0081254	4694	4706	8135.11	123.938
FBtr0082053	2836	2662.08	9.75219	0.262648
FBtr0345674	4482	4208.24	158.431	2.69918
FBtr0082055	1684	1581.78	26.7515	1.21253
FBtr0074549	920	742.59	0	0
FBtr0082056	2113	1942.92	53.2485	1.96492
FBtr0080588	2343	2165.59	0	0
FBtr0074540	843	689.29	143	14.874
FBtr0074546	2397	2219.59	0	0
FBtr0074545	5686	4545.71	2.73931e-08	4.32049e-10
FBtr0334600	908	730.59	0	0
FBtr0333173	2668	2490.59	0	0
FBtr0334609	6583	6405.59	0	0
FBtr0086860	1402	1240.39	11	0.63581
FBtr0305494	2809	2954.86	5.38141	0.130573
FBtr0305495	1465	1431.4	2090	104.683
FBtr0305497	2042	1674.92	110.508	4.73035
FBtr0305490	3539	3361.59	0	0
FBtr0305491	3549	3371.59	0	0
FBtr0072952	5184	5554.92	1051.44	13.5706
FBtr0305498	2839	2493.91	0	0
FBtr0305499	6954	5395.13	195.353	2.59604
FBtr0112516	1168	1083.16	299.771	19.8422
FBtr0112514	907	700.9	10	1.02291
FBtr0079629	5311	5308.56	171.641	2.31813
FBtr0112512	1484	1317.26	50	2.72139
FBtr0112511	2239	2174.72	36.8491	1.21484
FBtr0112510	1761	1422.12	10.6591	0.537374
FBtr0112519	686	451.161	0	0
FBtr0305148	1226	1048.59	0	0
FBtr0305149	3468	3181.09	317.523	7.15636
FBtr0305147	3283	2794.68	300.465	7.70823
FBtr0305145	26263	29347.6	218.064	0.532728
FBtr0305142	48068	50243.3	1.65107e-08	2.35603e-11
FBtr0305141	47440	49478.3	0	0
FBtr0309872	2605	2560.99	55.2204	1.54591
FBtr0309873	2158	1927.24	26.1704	0.973572
FBtr0309871	1493	1263.69	70.4045	3.9944
FBtr0309874	2794	2616.59	0	0
FBtr0309875	1689	1544.68	0	0
FBtr0085961	614	444.332	56487.1	9114.54
FBtr0309878	717	539.621	0	0
FBtr0309879	3569	3391.59	0	0
FBtr0085964	2636	2330.51	1712.42	52.6807
FBtr0085966	1802	1785.64	2	0.0803025
FBtr0300516	3808	3509.26	611.584	12.4949
FBtr0300514	3961	3659.54	206.66	4.04877
FBtr0300515	3853	3542.69	466.126	9.4333
FBtr0300512	3710	3160.89	64.5932	1.46511
FBtr0300513	3785	3495.96	313.19	6.42296
FBtr0300510	4228	4050.59	0	0
FBtr0300511	4132	3711.46	589	11.3779
FBtr0089636	2457	2389.5	551.259	16.5402
FBtr0089631	1839	1684.75	0	0
FBtr0089630	1991	1813.59	0	0
FBtr0089633	1759	1631.69	55.1721	2.42423
FBtr0300519	4454	4143.65	590.953	10.225
FBtr0301645	2732	2585.67	1	0.0277281
FBtr0301644	1930	1944.69	23.5827	0.869432
FBtr0301647	2611	2637.17	0.0676551	0.00183931
FBtr0083490	1134	987.207	1574.79	114.369
FBtr0301640	1148	970.59	0	0
FBtr0301643	2159	2138.14	349.476	11.7185
FBtr0083498	914	736.59	0	0
FBtr0301649	1878	1700.59	0	0
FBtr0301648	1225	1171.05	0	0
FBtr0079883	4136	3867.92	145.128	2.6901
FBtr0079885	2323	2201.42	897.232	29.2209
FBtr0079884	1602	1496.95	204.642	9.8012
FBtr0079887	2224	2115.42	127.964	4.33697
FBtr0079886	2250	2134.5	0	0
FBtr0079889	2872	2666.23	2333.76	62.7555
FBtr0079888	791	677.085	5493.75	581.726
FBtr0091914	595	423.854	0	0
FBtr0091916	498	321.16	0	0
FBtr0091911	412	232.446	0	0
FBtr0091910	595	424.647	0.547985	0.0925195
FBtr0091913	413	222.911	175.72	56.5174
FBtr0091912	595	424.647	0.547985	0.0925195
FBtr0100187	2024	1877.98	0.842157	0.0321511
FBtr0100186	3834	3364.09	2	0.0426241
FBtr0100185	4288	3790.68	0	0
FBtr0100184	4749	4777.26	0	0
FBtr0100183	1753	1489.03	18173.5	875.042
FBtr0100182	974	762.651	175.644	16.512
FBtr0100188	1161	983.59	0	0
FBtr0076530	618	436.132	102	16.7677
FBtr0084618	750	572.621	0	0
FBtr0084619	3826	3843.97	0	0
FBtr0084611	1152	974.59	0	0
FBtr0084613	946	768.59	0	0
FBtr0084614	1047	869.59	0	0
FBtr0084617	1139	961.59	0	0
FBtr0345502	765	587.621	0	0
FBtr0345503	692	514.621	0	0
FBtr0345500	2242	1957.1	24.7493	0.906655
FBtr0082721	707	611.324	549.821	64.4827
FBtr0082726	2913	2895.28	15.4874	0.383513
FBtr0345507	6975	6303.06	582.896	6.63029
FBtr0345504	1177	1038.83	294.246	20.3076
FBtr0345505	1864	1744.73	543.517	22.3346
FBtr0345508	1474	1308.16	7.44869	0.408236
FBtr0345509	2972	2794.59	0	0
FBtr0100459	1649	1471.59	0	0
FBtr0100451	725	603.224	12.4598	1.48089
FBtr0100453	942	840.625	0	0
FBtr0100452	829	681.494	260.77	27.434
FBtr0100455	2462	2284.59	0	0
FBtr0100454	3868	3432.71	0	0
FBtr0100457	3616	3244.75	1714.77	37.8894
FBtr0100456	1515	1337.59	0	0
FBtr0075155	1519	1282.88	0	0
FBtr0346086	1082	904.59	0	0
FBtr0346087	16734	18188.3	86	0.339
FBtr0346085	825	600.213	18.4958	2.20933
FBtr0346082	3668	3589.62	578.847	11.5613
FBtr0346083	1532	1468.41	0	0
FBtr0346088	3339	3118.25	0	0
FBtr0346089	1349	1133.03	4413.64	279.286
FBtr0331336	8450	7199.91	0	0
FBtr0331337	3548	3421.96	1.95636	0.040989
FBtr0331334	2004	2002.65	0	0
FBtr0331335	3593	3415.59	0	0
FBtr0331332	2404	2446.05	0	0
FBtr0331333	2041	2030.81	0	0
FBtr0331330	4723	4725.55	278.766	4.22941
FBtr0331331	3555	3130.45	5	0.114513
FBtr0070639	896	712.497	1309.84	131.803
FBtr0070638	1450	1324.09	308	16.6774
FBtr0331338	3548	3421.96	1.95636	0.040989
FBtr0331339	4766	4502.69	8.81762	0.140402
FBtr0330065	1189	1146.22	216.199	13.5232
FBtr0330064	1506	1417.66	9.29563	0.470109
FBtr0330067	6417	6566.45	31.5	0.343932
FBtr0330066	6206	6324.59	2.49653e-05	2.83007e-07
FBtr0330061	1554	1471.26	640.874	31.2303
FBtr0330060	882	741.515	618.063	59.7593
FBtr0330063	1491	1402.59	323.589	16.5407
FBtr0330062	1542	1455.99	230.071	11.3291
FBtr0079711	2741	2601.84	85.5314	2.35688
FBtr0079710	2774	2537.31	3.75414	0.106079
FBtr0079713	361	203.659	4	1.40815
FBtr0079712	1688	1489.36	0	0
FBtr0079715	792	614.621	0	0
FBtr0330068	3575	3274.4	578.612	12.6692
FBtr0079716	767	589.621	0	0
FBtr0307179	1822	1623.51	0	0
FBtr0307178	1473	1355.67	900.737	47.6363
