ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2026	"FBgn0032006"	"Pvr"	chr2L	-	8227669	8227826	8228082	8228257	8226457	8226606	8228493	8229011	2026	1421	847	119	307	150	150	0.0	0.0	0.627	0.279	0.348
2028	"FBgn0032006"	"Pvr"	chr2L	-	8226928	8227150	8228082	8228257	8226457	8226606	8228493	8229011	2028	1421	237	119	108	150	150	0.0	0.0	0.857	0.524	0.333
2032	"FBgn0032006"	"Pvr"	chr2L	-	8227651	8227826	8228082	8228257	8226457	8226606	8228493	8229011	2032	1421	888	119	310	150	150	0.0	0.0	0.615	0.277	0.338
2033	"FBgn0032006"	"Pvr"	chr2L	-	8227651	8227826	8228082	8228257	8226457	8226603	8228493	8229011	2033	535	844	42	305	150	150	0.0	0.0	0.388	0.121	0.267
2099	"FBgn0016930"	"Dyrk2"	chr2L	-	14217026	14217069	14222016	14222081	14197656	14197867	14233647	14234108	2099	4	85	60	43	139	117	0.0	0.0	0.038	0.54	-0.502
2124	"FBgn0002590"	"RpS5a"	chrX	-	17145015	17145132	17146797	17147200	17144617	17144716	17148203	17148264	2124	21896	5396	5640	1846	150	150	0.0	0.0	0.802	0.753	0.049
2260	"FBgn0013305"	"Nmda1"	chr2R	-	12879051	12879146	12879196	12879222	12878384	12878710	12879688	12879798	2260	1299	832	589	907	100	150	0.0	0.0	0.701	0.493	0.208
2403	"FBgn0261793"	"Trf2"	chrX	+	8410281	8410689	8418350	8418426	8409271	8409364	8423183	8423575	2403	97	780	110	52	150	150	0.0	0.0	0.111	0.679	-0.568
2446	"FBgn0019936"	"RpS20"	chr3R	+	20822417	20822573	20822801	20822891	20822180	20822273	20823131	20823356	2446	11841	10034	4154	2683	150	150	0.0	0.0	0.541	0.608	-0.067
2473	"FBgn0028582"	"lqf"	chr3L	+	7536003	7536435	7536710	7536769	7535542	7535644	7536975	7538279	2473	17	108	28	1	150	133	0.0	0.0	0.122	0.961	-0.839
2488	"FBgn0005278"	"Sam-S"	chr2L	+	111004	111117	111906	112019	110754	110877	112689	113369	2488	25	1108	82	283	150	150	0.0	0.0	0.022	0.225	-0.203
2495	"FBgn0040056"	"CG17698"	chr3L	+	23746189	23746544	23747872	23748060	23740160	23741084	23748423	23748716	2495	149	21	23	62	150	150	0.0	0.0	0.876	0.271	0.605
2498	"FBgn0040056"	"CG17698"	chr3L	+	23740160	23741084	23747872	23748060	23737959	23738184	23748423	23748716	2498	176	22	24	61	150	150	0.0	0.0	0.889	0.282	0.607
2567	"FBgn0011217"	"eff"	chr3R	-	14734386	14734418	14737419	14737483	14733699	14733883	14740379	14740791	2567	1178	853	760	262	138	106	0.0	0.0	0.515	0.69	-0.175
258	"FBgn0003721"	"Tm1"	chr3R	+	15301010	15301073	15301623	15301686	15300746	15300822	15303152	15303222	258	18	1176	59	300	137	137	0.0	0.0	0.015	0.164	-0.149
2232	"FBgn0058178"	"CG40178"	chr3L	-	25924295	25924456	25933195	25933410	25843724	25844107	25961359	25961540	2232	226	4	149	56	150	150	2.22044604925e-16	1.63341562498e-14	0.983	0.727	0.256
2093	"FBgn0250823"	"gish"	chr3R	+	16299590	16299689	16301244	16301351	16298469	16298550	16301822	16304768	2093	45	633	84	243	150	150	4.4408920985e-16	3.07466470584e-14	0.066	0.257	-0.191
2259	"FBgn0013305"	"Nmda1"	chr2R	-	12879051	12879146	12879196	12879222	12878384	12878710	12879447	12879656	2259	276	434	110	473	100	150	2.33146835171e-15	1.52452124998e-13	0.488	0.259	0.229
9	"FBgn0026401"	"Nipped-B"	chr2R	-	4699058	4699151	4700939	4701261	4695461	4695610	4711813	4712045	9	392	11	271	68	150	150	3.66373598126e-15	2.26958802629e-13	0.973	0.799	0.174
