ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1027	"FBgn0051855"	"CG31855"	chr2L	+	13369203	13370329	13369203	13369323	13369385	13370329	1027	97	465	106	106	136	75	0.0	0.0	0.103	0.355	-0.252
1096	"FBgn0001942"	"eIF-4a"	chr2L	+	5985025	5985579	5985025	5985220	5985338	5985579	1096	11281	14866	6099	5651	150	75	0.0	0.0	0.275	0.35	-0.075
1104	"FBgn0030719"	"eIF5"	chrX	-	15988616	15989476	15988616	15989268	15989391	15989476	1104	226	10	54	42	150	75	0.0	0.0	0.919	0.391	0.528
1154	"FBgn0021967"	"Pdsw"	chr2L	+	3466156	3466416	3466156	3466228	3466315	3466416	1154	215	206	228	35	150	75	0.0	0.0	0.343	0.765	-0.422
1157	"FBgn0004403"	"RpS14a"	chrX	+	7933741	7934270	7933741	7933774	7934008	7934270	1157	178	1734	157	457	150	75	0.0	0.0	0.049	0.147	-0.098
1163	"FBgn0027088"	"Aats-gly"	chr3L	+	15095141	15097686	15095141	15095185	15095273	15097686	1163	174	441	279	153	150	75	0.0	0.0	0.165	0.477	-0.312
1285	"FBgn0013272"	"Gp150"	chr2R	+	22317661	22317954	22317661	22317737	22317881	22317954	1285	185	740	165	177	150	75	0.0	0.0	0.111	0.318	-0.207
1376	"FBgn0010551"	"Phb2"	chr2R	+	18819466	18819765	18819466	18819524	18819620	18819765	1376	107	264	134	58	150	75	0.0	0.0	0.169	0.536	-0.367
1451	"FBgn0035165"	"CG13887"	chr3L	+	837860	838624	837860	837945	838048	838624	1451	159	730	485	208	150	75	0.0	0.0	0.098	0.538	-0.44
1514	"FBgn0016726"	"RpL29"	chr2R	+	21293767	21293874	21293767	21293789	21293849	21293874	1514	2652	2951	3705	638	134	75	0.0	0.0	0.335	0.765	-0.43
1540	"FBgn0033086"	"CG9410"	chr2R	+	6669089	6669434	6669089	6669232	6669329	6669434	1540	5	60	68	22	150	75	0.0	0.0	0.04	0.607	-0.567
203	"FBgn0015790"	"Rab11"	chr3R	+	21111407	21111855	21111407	21111466	21111654	21111855	203	344	938	347	204	150	75	0.0	0.0	0.155	0.46	-0.305
20	"FBgn0026401"	"Nipped-B"	chr2R	-	4726847	4727734	4726847	4727085	4727157	4727734	20	689	641	411	800	146	75	0.0	0.0	0.356	0.209	0.147
280	"FBgn0259740"	"CG42394"	chr3R	+	10851284	10851788	10851284	10851488	10851548	10851788	280	276	241	223	36	134	75	0.0	0.0	0.391	0.776	-0.385
288	"FBgn0038738"	"CG4572"	chr3R	-	19862516	19864393	19862516	19864191	19864324	19864393	288	82	351	115	59	150	75	0.0	0.0	0.105	0.494	-0.389
421	"FBgn0030703"	"MSBP"	chrX	-	15889908	15890109	15889908	15889964	15890031	15890109	421	804	790	501	173	141	75	0.0	0.0	0.351	0.606	-0.255
470	"FBgn0039266"	"CG11791"	chr3R	+	25050242	25051556	25050242	25050617	25051180	25051556	470	950	447	608	67	150	75	0.0	0.0	0.515	0.819	-0.304
544	"FBgn0015324"	"Vha26"	chr3R	+	5591762	5592038	5591762	5591830	5591928	5592038	544	51	474	132	86	150	75	0.0	0.0	0.051	0.434	-0.383
554	"FBgn0045823"	"vsg"	chr3L	+	9714323	9714623	9714323	9714399	9714505	9714623	554	846	2325	687	542	150	75	0.0	0.0	0.154	0.388	-0.234
746	"FBgn0010198"	"RpS15Aa"	chrX	-	13337504	13337638	13337504	13337539	13337606	13337638	746	240	334	631	64	141	75	0.0	0.0	0.277	0.84	-0.563
775	"FBgn0010412"	"RpS19a"	chrX	+	16637893	16638303	16637893	16637927	16638232	16638303	775	122	2198	201	807	150	75	0.0	0.0	0.027	0.111	-0.084
