ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1053	"FBgn0039928"	"Cals"	chr4	-	1120658	1120801	1120105	1120606	1121458	1121622	1053	1447	1	355	52	150	75	0.0	0.0	0.999	0.773	0.226
1095	"FBgn0030056"	"CG11284"	chrX	+	8686694	8687054	8681251	8681828	8687231	8687742	1095	1239	1	381	37	150	75	0.0	0.0	0.998	0.837	0.161
1242	"FBgn0032694"	"MESR3"	chr2L	+	18631742	18631774	18617255	18617724	18649597	18649627	1242	773	17	42	56	106	75	0.0	0.0	0.97	0.347	0.623
1319	"FBgn0086361"	"alph"	chr3R	+	29597775	29597908	29597418	29597473	29598163	29598942	1319	610	297	161	262	150	75	0.0	0.0	0.507	0.235	0.272
1636	"FBgn0261113"	"Xrp1"	chr3R	+	18920412	18921319	18918259	18918625	18925077	18925796	1636	922	19	875	144	150	75	0.0	0.0	0.96	0.752	0.208
1639	"FBgn0261113"	"Xrp1"	chr3R	+	18919422	18919512	18918259	18918625	18920412	18921319	1639	3272	0	2712	73	150	75	0.0	0.0	1.0	0.949	0.051
1640	"FBgn0261113"	"Xrp1"	chr3R	+	18919422	18919512	18918259	18918625	18925077	18925796	1640	1167	19	1128	144	150	75	0.0	0.0	0.968	0.797	0.171
1642	"FBgn0261113"	"Xrp1"	chr3R	+	18919422	18919512	18914967	18915925	18925077	18925796	1642	480	0	277	43	150	75	0.0	0.0	1.0	0.763	0.237
1673	"FBgn0035162"	"CG13900"	chr3L	-	830621	830728	830033	830341	830907	831242	1673	403	213	64	147	150	75	0.0	0.0	0.486	0.179	0.307
1695	"FBgn0023213"	"eIF4G"	chr4	-	927392	928151	926010	926661	929821	930023	1695	85	688	171	191	150	75	0.0	0.0	0.058	0.309	-0.251
1918	"FBgn0264605"	"CG43954"	chr3L	-	16694201	16694296	16681237	16681370	16710942	16711677	1918	652	1	148	29	150	75	0.0	0.0	0.997	0.718	0.279
1978	"FBgn0013749"	"Arf102F"	chr4	+	1124435	1124698	1124166	1124331	1124767	1124893	1978	1578	7	677	103	150	75	0.0	0.0	0.991	0.767	0.224
2046	"FBgn0250823"	"gish"	chr3R	+	16299590	16299689	16298469	16298550	16301244	16301351	2046	84	475	156	174	150	75	0.0	0.0	0.081	0.31	-0.229
2055	"FBgn0263391"	"hts"	chr2R	-	19418556	19418605	19411159	19411271	19423593	19423797	2055	478	2	76	28	123	75	0.0	0.0	0.993	0.623	0.37
2083	"FBgn0000117"	"arm"	chrX	-	1898979	1899039	1895113	1896753	1900509	1900646	2083	1039	0	179	23	134	75	0.0	0.0	1.0	0.813	0.187
2084	"FBgn0000117"	"arm"	chrX	-	1898979	1899039	1895113	1896753	1900043	1900173	2084	1655	0	327	61	134	75	0.0	0.0	1.0	0.75	0.25
2103	"FBgn0016930"	"Dyrk2"	chr2L	-	14217026	14217069	14197656	14197867	14222016	14222081	2103	130	1	48	46	117	75	0.0	0.0	0.988	0.401	0.587
2226	"FBgn0004607"	"zfh2"	chr4	+	536965	537075	532982	535880	537174	538373	2226	1600	193	241	387	150	75	0.0	0.0	0.806	0.237	0.569
2259	"FBgn0021765"	"scu"	chrX	+	18091554	18091654	18091258	18091390	18091951	18092853	2259	104	466	81	69	150	75	0.0	0.0	0.1	0.37	-0.27
