ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1659	"FBgn0064225"	"RpL5"	chr2L	-	22536536	22536650	22536620	22536650	22536114	22536378	1659	21032	210	6422	172	150	75	0.0	0.0	0.98	0.949	0.031
197	"FBgn0032956"	"Cul2"	chr2L	+	21658734	21658961	21658734	21658854	21659094	21659272	197	444	444	418	128	150	75	0.0	0.0	0.333	0.62	-0.287
2229	"FBgn0022029"	"l(2)k01209"	chr2R	+	17420406	17421946	17420406	17420573	17423655	17423963	2229	283	366	302	79	150	75	0.0	0.0	0.279	0.657	-0.378
2256	"FBgn0027081"	"Aats-thr"	chr2L	+	12103750	12104056	12103750	12103834	12104491	12104552	2256	252	808	205	171	150	75	0.0	0.0	0.135	0.375	-0.24
2557	"FBgn0011760"	"ctp"	chrX	+	4688202	4688672	4688202	4688317	4691636	4691844	2557	299	1790	244	345	150	75	0.0	0.0	0.077	0.261	-0.184
238	"FBgn0010280"	"Taf4"	chr3L	+	16116031	16116619	16116031	16116241	16117544	16118108	238	21	163	44	33	150	75	5.70654634657e-14	1.44185404357e-11	0.061	0.4	-0.339
12	"FBgn0026401"	"Nipped-B"	chr2R	-	4728778	4729017	4728806	4729017	4727793	4727953	12	159	1	252	64	102	75	5.16642284509e-12	1.11889957617e-09	0.992	0.743	0.249
900	"FBgn0029971"	"CG18624"	chrX	-	7893587	7893798	7893749	7893798	7893052	7893490	900	55	332	39	38	150	75	3.05993008709e-11	5.79856751504e-09	0.076	0.339	-0.263
2393	"FBgn0259936"	"Uhg3"	chr2L	+	20647532	20648013	20647532	20647788	20648188	20648248	2393	70	5	27	36	150	75	3.44934081298e-11	5.81022296942e-09	0.875	0.273	0.602
2094	"FBgn0013272"	"Gp150"	chr2R	+	22317661	22317776	22317661	22317737	22317881	22317954	2094	121	740	83	177	113	75	4.92556440079e-10	7.06025993225e-08	0.098	0.237	-0.139
2537	"FBgn0000017"	"Abl"	chr3L	-	16626272	16626616	16626527	16626616	16623636	16625274	2537	363	114	233	16	150	75	5.12287989807e-10	7.06025993225e-08	0.614	0.879	-0.265
195	"FBgn0004907"	"14-3-3zeta"	chr2R	+	10099676	10099850	10099676	10099738	10104255	10104409	195	2982	1193	1057	268	150	75	1.00608266163e-09	1.27101776253e-07	0.556	0.664	-0.108
462	"FBgn0003392"	"shi"	chrX	+	15892199	15892581	15892199	15892440	15892827	15893150	462	117	258	94	64	150	75	1.47476109102e-09	1.71979831845e-07	0.185	0.423	-0.238
1552	"FBgn0039924"	"PIP4K"	chr4	-	1196707	1196848	1196757	1196848	1195841	1196091	1552	275	35	98	53	124	75	3.5177808444e-09	3.80925411436e-07	0.826	0.528	0.298
2100	"FBgn0003567"	"su(Hw)"	chr3R	-	14308275	14308589	14308523	14308589	14307097	14307970	2100	60	111	47	13	150	75	5.20419529693e-09	5.25970671343e-07	0.213	0.644	-0.431
463	"FBgn0003392"	"shi"	chrX	+	15892199	15892569	15892199	15892440	15892827	15893150	463	125	258	94	64	150	75	9.38133659645e-09	8.88881642514e-07	0.195	0.423	-0.228
1991	"FBgn0052423"	"shep"	chr3L	-	5166934	5167059	5166967	5167059	5163833	5163975	1991	149	17	44	33	107	75	1.82362238643e-08	1.62624208108e-06	0.86	0.483	0.377
2262	"FBgn0027932"	"Akap200"	chr2L	+	8427614	8429462	8427614	8428067	8430280	8430977	2262	609	263	231	37	150	75	2.60219998882e-08	2.16255103013e-06	0.537	0.757	-0.22
677	"FBgn0028697"	"RpL15"	chr3L	+	27267255	27267459	27267255	27267283	27267591	27267918	677	42	2304	32	416	150	75	2.71032121191e-08	2.16255103013e-06	0.009	0.037	-0.028
2310	"FBgn0005278"	"Sam-S"	chr2L	+	108132	108346	108132	108226	108587	108809	2310	748	1771	342	516	150	75	5.63735423897e-08	4.27311451314e-06	0.174	0.249	-0.075
1554	"FBgn0041210"	"HDAC4"	chrX	-	13284891	13285632	13285202	13285632	13282165	13282229	1554	820	153	228	9	150	75	6.44404887229e-08	4.53881792857e-06	0.728	0.927	-0.199
2033	"FBgn0020440"	"Fak"	chr2R	-	19432595	19433641	19433501	19433641	19432302	19432392	2033	26	93	39	23	150	75	6.58667509423e-08	4.53881792857e-06	0.123	0.459	-0.336
1356	"FBgn0043841"	"vir-1"	chr2L	-	12423322	12423439	12423333	12423439	12421640	12421829	1356	5423	145	1071	67	85	75	1.24440366567e-07	8.20224329198e-06	0.971	0.934	0.037
935	"FBgn0032006"	"Pvr"	chr2L	-	8239074	8239878	8239691	8239878	8230124	8230331	935	121	1647	42	196	150	75	3.10370263823e-07	1.96050549982e-05	0.035	0.097	-0.062
1113	"FBgn0032036"	"CG13384"	chr2L	+	8384699	8385097	8384699	8384895	8386216	8386385	1113	227	0	137	15	150	75	5.2267305517e-07	3.16948940655e-05	1.0	0.82	0.18
1400	"FBgn0037262"	"MED31"	chr3R	+	4641962	4642428	4641962	4642422	4642568	4642658	1400	131	2	40	13	80	75	1.19339291116e-06	6.95839866661e-05	0.984	0.743	0.241
422	"FBgn0034091"	"mrj"	chr2R	-	16210021	16210397	16210189	16210397	16205900	16206079	422	35	55	45	12	150	75	1.45967266718e-06	8.19579171646e-05	0.241	0.652	-0.411
489	"FBgn0020762"	"Atet"	chr2L	+	4333912	4334439	4333912	4334104	4336449	4336957	489	166	1	182	25	150	75	1.54615023784e-06	8.37129914488e-05	0.988	0.784	0.204
1489	"FBgn0025637"	"SkpA"	chrX	+	656355	656604	656355	656489	657098	657899	1489	157	538	116	196	150	75	2.25437792223e-06	0.000117849549314	0.127	0.228	-0.101
