ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1659	"FBgn0064225"	"RpL5"	chr2L	-	22536536	22536650	22536620	22536650	22536114	22536378	1659	21079	210	6437	172	159	75	0.0	0.0	0.979	0.946	0.033
1890	"FBgn0058263"	"MFS17"	chr2R	-	2520578	2522511	2521440	2522511	2494741	2495023	1890	1153	311	385	15	937	75	0.0	0.0	0.229	0.673	-0.444
197	"FBgn0032956"	"Cul2"	chr2L	+	21658734	21658961	21658734	21658854	21659094	21659272	197	632	444	653	128	182	75	0.0	0.0	0.37	0.678	-0.308
1985	"FBgn0010415"	"Sdc"	chr2R	-	21398886	21399313	21399174	21399313	21398064	21398580	1985	121	191	145	42	363	75	0.0	0.0	0.116	0.416	-0.3
2229	"FBgn0022029"	"l(2)k01209"	chr2R	+	17420406	17421946	17420406	17420573	17423655	17423963	2229	1876	366	1743	79	1448	75	0.0	0.0	0.21	0.533	-0.323
2256	"FBgn0027081"	"Aats-thr"	chr2L	+	12103750	12104056	12103750	12103834	12104491	12104552	2256	535	808	566	171	297	75	0.0	0.0	0.143	0.455	-0.312
238	"FBgn0010280"	"Taf4"	chr3L	+	16116031	16116619	16116031	16116241	16117544	16118108	238	70	163	146	33	453	75	0.0	0.0	0.066	0.423	-0.357
2458	"FBgn0003261"	"Rm62"	chr3R	-	6002062	6003911	6003672	6003911	6001557	6001736	2458	2544	3676	1492	1148	1685	75	0.0	0.0	0.03	0.055	-0.025
2557	"FBgn0011760"	"ctp"	chrX	+	4688202	4688672	4688202	4688317	4691636	4691844	2557	458	1790	499	345	430	75	0.0	0.0	0.043	0.201	-0.158
431	"FBgn0020618"	"Rack1"	chr2L	-	7826533	7826981	7826769	7826981	7825628	7826336	431	600	6849	358	2018	311	75	0.0	0.0	0.021	0.041	-0.02
677	"FBgn0028697"	"RpL15"	chr3L	+	27267255	27267459	27267255	27267283	27267591	27267918	677	642	2304	377	416	251	75	0.0	0.0	0.077	0.213	-0.136
935	"FBgn0032006"	"Pvr"	chr2L	-	8239074	8239878	8239691	8239878	8230124	8230331	935	624	1647	202	196	692	75	0.0	0.0	0.039	0.1	-0.061
900	"FBgn0029971"	"CG18624"	chrX	-	7893587	7893798	7893749	7893798	7893052	7893490	900	219	332	121	38	237	75	2.22044604925e-16	2.60987812558e-14	0.173	0.502	-0.329
1984	"FBgn0010415"	"Sdc"	chr2R	-	21398886	21399313	21399174	21399313	21398064	21398583	1984	121	125	146	25	363	75	5.55111512313e-15	6.05864564867e-13	0.167	0.547	-0.38
2100	"FBgn0003567"	"su(Hw)"	chr3R	-	14308275	14308589	14308523	14308589	14307097	14307970	2100	132	111	118	13	323	75	1.35669253609e-13	1.38201746343e-11	0.216	0.678	-0.462
462	"FBgn0003392"	"shi"	chrX	+	15892199	15892581	15892199	15892440	15892827	15893150	462	181	258	156	64	216	75	3.97348820513e-13	3.7946812359e-11	0.196	0.458	-0.262
847	"FBgn0026418"	"Hsc70Cb"	chr3L	+	14037018	14037412	14037018	14037136	14037477	14037750	847	244	256	261	97	351	75	9.12381281637e-13	8.2006976373e-11	0.169	0.365	-0.196
463	"FBgn0003392"	"shi"	chrX	+	15892199	15892569	15892199	15892440	15892827	15893150	463	185	258	152	64	204	75	3.44502204541e-12	2.92444093633e-10	0.209	0.466	-0.257
12	"FBgn0026401"	"Nipped-B"	chr2R	-	4728778	4729017	4728806	4729017	4727793	4727953	12	159	1	252	64	103	75	5.17252907173e-12	3.9518122108e-10	0.991	0.741	0.25
2537	"FBgn0000017"	"Abl"	chr3L	-	16626272	16626616	16626527	16626616	16623636	16625274	2537	799	114	556	16	330	75	5.10758102479e-12	3.9518122108e-10	0.614	0.888	-0.274
2262	"FBgn0027932"	"Akap200"	chr2L	+	8427614	8429462	8427614	8428067	8430280	8430977	2262	6225	263	2488	37	1470	75	3.28959082196e-11	2.39356894093e-09	0.547	0.774	-0.227
2033	"FBgn0020440"	"Fak"	chr2R	-	19432595	19433641	19433501	19433641	19432302	19432392	2033	314	93	322	23	981	75	2.62127985984e-10	1.82059801174e-08	0.205	0.517	-0.312
2472	"FBgn0032666"	"CG5758"	chr2L	+	18122527	18122920	18122527	18122588	18123348	18123908	2472	285	602	257	266	407	75	2.86669910032e-10	1.90448531534e-08	0.08	0.151	-0.071
2094	"FBgn0013272"	"Gp150"	chr2R	+	22317661	22317776	22317661	22317737	22317881	22317954	2094	121	740	83	177	114	75	4.92564322663e-10	3.13599285429e-08	0.097	0.236	-0.139
195	"FBgn0004907"	"14-3-3zeta"	chr2R	+	10099676	10099850	10099676	10099738	10104255	10104409	195	3290	1193	1161	268	187	75	9.51562606488e-10	5.81595065085e-08	0.525	0.635	-0.11
2310	"FBgn0005278"	"Sam-S"	chr2L	+	108132	108346	108132	108226	108587	108809	2310	884	1771	415	516	195	75	1.06642739084e-09	6.26731174309e-08	0.161	0.236	-0.075
