ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1114	"FBgn0001105"	"Gbeta13F"	chrX	+	15861235	15861492	15861376	15861492	15860114	15860250	1114	410	629	396	113	150	75	0.0	0.0	0.246	0.637	-0.391
1115	"FBgn0001105"	"Gbeta13F"	chrX	+	15860988	15861492	15861376	15861492	15860114	15860250	1115	412	629	389	113	150	75	0.0	0.0	0.247	0.633	-0.386
1657	"FBgn0024734"	"PRL-1"	chr2L	-	16248830	16249706	16248830	16249091	16250080	16250158	1657	3312	36	1350	117	150	75	0.0	0.0	0.979	0.852	0.127
1821	"FBgn0015222"	"Fer1HCH"	chr3R	-	30387463	30387642	30387463	30387550	30387774	30387860	1821	3171	3293	831	2387	150	75	0.0	0.0	0.325	0.148	0.177
1823	"FBgn0015222"	"Fer1HCH"	chr3R	-	30387463	30387602	30387463	30387550	30387774	30387860	1823	4369	3293	1177	2387	126	75	0.0	0.0	0.441	0.227	0.214
1839	"FBgn0267698"	"Pak"	chr3R	+	6357874	6359022	6358282	6359022	6356749	6357340	1839	14	168	57	55	150	75	0.0	0.0	0.04	0.341	-0.301
183	"FBgn0037710"	"CG9393"	chr3R	-	9561582	9562111	9561582	9562001	9562174	9562570	183	6	97	64	21	150	75	0.0	0.0	0.03	0.604	-0.574
1954	"FBgn0061515"	"endos"	chr3L	-	14030806	14031057	14030806	14031002	14031388	14031706	1954	118	1303	227	385	129	75	0.0	0.0	0.05	0.255	-0.205
1956	"FBgn0061515"	"endos"	chr3L	-	14030806	14031230	14030806	14031002	14031388	14031706	1956	119	1303	157	385	150	75	0.0	0.0	0.044	0.169	-0.125
438	"FBgn0037351"	"RpL13A"	chr3R	+	5625332	5625947	5625513	5625947	5624889	5625130	438	391	10509	294	3545	150	75	0.0	0.0	0.018	0.04	-0.022
713	"FBgn0003495"	"spz"	chr3R	-	27066607	27066884	27066607	27066665	27067121	27067199	713	502	895	102	34	150	75	0.0	0.0	0.219	0.6	-0.381
374	"FBgn0020238"	"14-3-3epsilon"	chr3R	+	18248214	18248579	18248232	18248579	18247970	18248151	374	3231	986	930	134	92	75	8.881784197e-16	9.43689570931e-14	0.728	0.85	-0.122
2178	"FBgn0033244"	"CG8726"	chr2R	-	7971243	7971564	7971243	7971529	7971636	7972003	2178	13	85	35	8	109	75	4.99600361081e-15	4.89992661829e-13	0.095	0.751	-0.656
933	"FBgn0010348"	"Arf79F"	chr3L	-	22869841	22870150	22869841	22870065	22871459	22871724	933	6834	35	2107	57	150	75	9.10382880193e-15	8.29098694461e-13	0.99	0.949	0.041
1321	"FBgn0039600"	"CG1646"	chr3R	+	28812236	28812486	28812394	28812486	28812101	28812154	1321	23	181	50	46	150	75	8.29336599395e-14	7.04936109486e-12	0.06	0.352	-0.292
712	"FBgn0003495"	"spz"	chr3R	-	27066607	27066884	27066607	27066665	27069143	27070070	712	432	387	107	17	150	75	9.9142916099e-14	7.90045112664e-12	0.358	0.759	-0.401
2094	"FBgn0042693"	"PP2A-B'"	chr3R	+	18169483	18170098	18169656	18170098	18167756	18167867	2094	445	31	128	52	150	75	5.40789635295e-13	4.05592226471e-11	0.878	0.552	0.326
614	"FBgn0004587"	"B52"	chr3R	+	13666355	13666891	13666418	13666891	13666083	13666248	614	13	273	36	81	137	75	5.36282129815e-12	3.79866508619e-10	0.025	0.196	-0.171
1323	"FBgn0039600"	"CG1646"	chr3R	+	28812226	28812486	28812394	28812486	28812101	28812154	1323	34	181	54	46	150	75	7.02327085378e-12	4.71298438872e-10	0.086	0.37	-0.284
1027	"FBgn0063485"	"Lasp"	chr3L	-	16678807	16679932	16678807	16679869	16680811	16680947	1027	972	59	333	72	137	75	1.48536738465e-11	9.46921707714e-10	0.9	0.717	0.183
