target_id	length	eff_length	est_counts	tpm
FBtr0302391	2612	2531.08	0	0
FBtr0299728	3946	3781.69	0	0
FBtr0333191	4111	3933.72	0	0
FBtr0077629	1785	1615.54	985.693	21.7872
FBtr0077628	998	810.054	5	0.220411
FBtr0077623	619	439.936	1.75207	0.142213
FBtr0077622	415	234.093	37.4785	5.71703
FBtr0077621	391	215.091	7856.21	1304.27
FBtr0077627	2889	2701.36	1316.44	17.4018
FBtr0077626	2998	2805.26	2712.5	34.5283
FBtr0077625	3088	2888.15	401.062	4.95872
FBtr0072052	1410	1214.6	209783	6167.58
FBtr0072051	788	605.051	0	0
FBtr0072050	1249	1066.03	0	0
FBtr0072057	870	667.256	109	5.83326
FBtr0072056	1052	869.03	0	0
FBtr0072059	1221	985.097	4	0.144997
FBtr0072058	3845	3753.08	1788.61	17.0179
FBtr0088225	1139	946.528	5872.77	221.558
FBtr0088224	1076	889.334	218.225	8.76228
FBtr0088227	3220	2974.97	1707.18	20.4915
FBtr0088226	724	549.221	1944.85	126.449
FBtr0088221	1200	1012.04	7.43998	0.262514
FBtr0088223	1523	1310.47	2250.9	61.3349
FBtr0088222	1138	940.009	186	7.06575
FBtr0088228	1549	1380.95	5395	139.506
FBtr0308321	6762	6630.2	172.084	0.926812
FBtr0308320	3151	2994.88	13.7464	0.163903
FBtr0308323	6713	6581.58	0	0
FBtr0308322	3799	3739.8	47.9553	0.457894
FBtr0308325	7938	7644.6	0	0
FBtr0308324	6806	6672.41	0.000826044	4.42077e-06
FBtr0308327	8457	8171.75	128.367	0.560939
FBtr0308326	6286	5978.46	341.772	2.04139
FBtr0308329	7097	6799.93	2114.97	11.1065
FBtr0308328	8643	8352.61	52.5962	0.224859
FBtr0085138	2050	1849.6	936.036	18.0714
FBtr0085139	1909	1706.16	2031.01	42.5077
FBtr0085132	2635	2424.38	2397	35.3056
FBtr0085133	1130	947.03	0	0
FBtr0085130	2897	2659.04	3	0.0402879
FBtr0085131	1556	1398.57	1074	27.4218
FBtr0085136	1514	1334.29	1	0.0267625
FBtr0085137	2128	1920.89	836.365	15.5479
FBtr0085135	1054	866.763	1	0.0411981
FBtr0080989	852	669.03	0	0
FBtr0332234	4146	3963.03	0	0
FBtr0333107	9521	9246.8	0	0
FBtr0073015	1296	1106.25	1846	59.5873
FBtr0073016	3020	2842.33	5632	70.7563
FBtr0309054	3821	3638.03	0	0
FBtr0309055	754	586.408	176.013	10.7182
FBtr0309056	4422	4060.32	13.3996	0.117844
FBtr0333100	2497	2346.78	61.5906	0.937171
FBtr0333109	9722	9431.83	4190.64	15.8658
FBtr0333108	9265	8981.46	146.794	0.583632
FBtr0303755	710	527.051	0	0
FBtr0303757	5340	5246.35	0	0
FBtr0303756	4522	4348.76	433.281	3.5578
FBtr0303751	3009	2891.66	223.741	2.76297
FBtr0303750	11586	11488.5	168.074	0.522413
FBtr0088736	432	239.612	9	1.34125
FBtr0303759	3841	3554.31	476.704	4.7893
FBtr0303758	1942	1721.28	74.3129	1.54166
FBtr0345678	4114	3822.48	59.5223	0.556047
FBtr0309588	112	15.1417	0	0
FBtr0309583	103	14.3529	0	0
FBtr0309580	134	19.1083	0	0
FBtr0309586	111	15.0454	0	0
FBtr0110942	2184	2008.36	204.427	3.63475
FBtr0110941	5141	4830.52	3323.25	24.5667
FBtr0110947	892	720.394	3.51952e-06	1.74458e-07
FBtr0110944	706	528.093	18	1.21714
FBtr0081259	2062	1895.44	797	15.015
FBtr0081258	1366	1226.55	2255	65.6506
FBtr0081253	2305	2094.52	0	0
FBtr0081252	703	506.389	1	0.0705169
FBtr0081251	1316	1150.83	2	0.0620578
FBtr0081250	657	475.508	5	0.375482
FBtr0081257	1146	960.08	0	0
FBtr0082052	4958	4749.1	404.029	3.03793
FBtr0081254	4694	4401.47	11531.9	93.5576
FBtr0082053	2836	2601.85	11.4763	0.157506
FBtr0345674	4482	4293.35	260.972	2.17058
FBtr0082055	1684	1541.4	67.2891	1.55886
FBtr0074549	920	737.03	0	0
FBtr0082056	2113	1946.24	131.711	2.41659
FBtr0080588	2343	2209.23	4	0.0646541
FBtr0074540	843	643.38	558	30.9702
FBtr0074546	2397	2214.03	0	0
FBtr0074545	5686	5503.03	0	0
