target_id	length	eff_length	est_counts	tpm
FBtr0302391	2612	2433.58	0	0
FBtr0299728	3946	3818.04	0	0
FBtr0333191	4111	3932.58	0	0
FBtr0077629	1785	1623.8	852.326	20.2916
FBtr0077628	998	813.216	3	0.142613
FBtr0077623	619	446.165	4.89866	0.424447
FBtr0077622	415	238.025	14.4214	2.34222
FBtr0077621	391	219.387	6664.81	1174.41
FBtr0077627	2889	2748.05	1523.07	21.4258
FBtr0077626	2998	2842.31	2159.31	29.3687
FBtr0077625	3088	2927.9	260.622	3.44111
FBtr0072052	1410	1220.62	46	1.45687
FBtr0072051	788	609.598	0	0
FBtr0072050	1249	1070.58	0	0
FBtr0072057	870	681.805	156	8.84518
FBtr0072056	1052	907.415	1	0.0426027
FBtr0072059	1221	981.889	2	0.0787427
FBtr0072058	3845	3770.17	1483.46	15.211
FBtr0088225	1139	936.882	5432.9	224.176
FBtr0088224	1076	880.858	100.098	4.39303
FBtr0088227	3220	3012.37	1394.97	17.9019
FBtr0088226	724	553.392	1953.24	136.447
FBtr0088221	1200	1045.92	3.66111	0.135318
FBtr0088223	1523	1334.21	1092.12	31.6437
FBtr0088222	1138	934.886	130	5.3756
FBtr0088228	1549	1339.57	4889	141.091
FBtr0308321	6762	6583.39	91.3163	0.536218
FBtr0308320	3151	2982.93	11.5655	0.149887
FBtr0308323	6713	6533.26	1.84794e-08	1.09345e-10
FBtr0308322	3799	3684.27	45.8518	0.481114
FBtr0308325	7938	7648.09	0	0
FBtr0308324	6806	6632.5	2.1624e-08	1.26038e-10
FBtr0308327	8457	8168.51	130.798	0.619013
FBtr0308326	6286	6016.8	302.106	1.94105
FBtr0308329	7097	6824.03	2038.47	11.548
FBtr0308328	8643	8344.14	53.3392	0.24712
FBtr0085138	2050	1882.79	1712.76	35.1671
FBtr0085139	1909	1739.81	2671.58	59.3621
FBtr0085132	2635	2462.53	1508.51	23.6816
FBtr0085133	1130	951.583	0	0
FBtr0085130	2897	2640.42	3	0.0439228
FBtr0085131	1556	1397.88	811	22.4282
FBtr0085136	1514	1335.58	0	0
FBtr0085137	2128	1949.07	1448	28.7199
FBtr0085135	1054	860.987	2	0.0897999
FBtr0080989	852	673.598	0	0
FBtr0332234	4146	4048.75	0	0
FBtr0333107	9521	9189.28	0	0
FBtr0073015	1296	1123.38	1741	59.9122
FBtr0073016	3020	2839.83	4101	55.8265
FBtr0309054	3821	3642.58	0	0
FBtr0309055	754	607.594	20.0177	1.27363
FBtr0309056	4422	4112.76	12.7177	0.119542
FBtr0333100	2497	2433.41	6.80699	0.108139
FBtr0333109	9722	9370.76	3889.74	16.0468
FBtr0333108	9265	8910.1	45.5114	0.197461
FBtr0303755	710	531.642	0	0
FBtr0303757	5340	5251.07	0	0
FBtr0303756	4522	4367.66	392.262	3.47193
FBtr0303751	3009	2899.76	165.883	2.21147
FBtr0303750	11586	11581.2	45.6812	0.152485
FBtr0088736	432	255.553	8	1.21018
FBtr0303759	3841	3614.29	331.299	3.54356
FBtr0303758	1942	1719.17	81.2241	1.82645
FBtr0345678	4114	3912.68	42.3094	0.418027
FBtr0309588	112	14.83	0	0
FBtr0309583	103	14.415	0	0
FBtr0309580	134	19.6031	0	0
FBtr0309586	111	14.7078	0	0
FBtr0110942	2184	1997.98	183.608	3.55257
FBtr0110941	5141	4838.2	2365.76	18.903
